,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
252707,2024-01-11 03:00:00 EST,99.07,100.49,29,17,76,-9.4,-5.8,-12,24100,6,0,-5.3,-5.8,3.16E-16,1.21E-01,2024-01-11 15:00:00 EST
252767,2024-01-11 04:00:00 EST,99.11,100.53,27,23,71,-10.6,-6.2,-14,24100,7,0,-5.8,-6.2,1.61E-16,1.76E-01,5.89E-16
252827,2024-01-11 05:00:00 EST,99.19,100.61,28,18,67,-12.1,-7,-14,24100,3,0,-6.2,-7,2.45E-16,1.36E-01,9.28E-02
252887,2024-01-11 06:00:00 EST,99.27,100.7,25,10,72,-12.7,-8.5,-13,24100,4,0,-7,-8.5,4.62E-16,9.73E-02,
252947,2024-01-11 07:00:00 EST,99.32,100.75,24,10,72,-11.9,-7.6,-12,24100,5,0,-7.6,-8.5,4.13E-16,1.05E-01,
253007,2024-01-11 08:00:00 EST,99.37,100.8,27,12,69,-11.5,-6.8,-12,24100,7,3,-6.8,-7.7,1.21E-15,5.36E-02,
253067,2024-01-11 09:00:00 EST,99.37,100.81,31,14,72,-11.2,-7,-13,24100,7,122,-6.7,-7.1,2.84E-15,3.27E-02,
253127,2024-01-11 10:00:00 EST,99.38,100.82,32,16,71,-11,-6.5,-13,24100,7,338,-6.5,-7.1,3.55E-15,2.79E-02,
253187,2024-01-11 11:00:00 EST,99.41,100.85,31,13,68,-11,-6.1,-11,24100,8,510,-6,-6.5,2.73E-15,3.23E-02,
253247,2024-01-11 12:00:00 EST,99.39,100.83,31,13,68,-10.7,-5.7,-11,24100,8,407,-5.7,-6.1,1.94E-15,4.48E-02,
253307,2024-01-11 13:00:00 EST,99.38,100.82,29,10,69,-10.4,-5.6,-10,16100,7,304,-5.5,-5.8,1.12E-15,4.83E-02,
253367,2024-01-11 14:00:00 EST,99.43,100.87,32,8,85,-8.5,-6.4,-10,3200,5,280,-5.5,-6.4,1.17E-15,4.94E-02,
