,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
74087,2023-09-09 03:00:00 EDT,100.57,101.96,29,14,86,10.4,12.8,ERROR,24100,3,0,13.2,12.4,3.97E-16,1.04E-01,9.37E-15,1.59E-02
74147,2023-09-09 04:00:00 EDT,100.6,101.99,27,8,90,10,11.6,ERROR,24100,1,0,12.8,11.6,5.76E-16,8.23E-02,7.50E-15,1.79E-02
74207,2023-09-09 05:00:00 EDT,100.64,102.03,22,6,98,11,11.3,ERROR,24100,3,0,11.9,10.8,7.55E-16,6.93E-02,2.37E-15,4.23E-02
74267,2023-09-09 06:00:00 EDT,100.69,102.08,26,7,99,10.5,10.7,ERROR,24100,5,0,11.3,10.3,8.46E-16,6.56E-02,1.02E-15,5.93E-02
74327,2023-09-09 07:00:00 EDT,100.73,102.13,24,7,100,9.7,9.7,ERROR,24100,6,15,10.7,9.7,1.83E-15,5.56E-02,2.10E-15,3.89E-02
74387,2023-09-09 08:00:00 EDT,100.79,102.19,28,8,99,11.5,11.6,ERROR,24100,3,224,11.6,9.6,7.32E-15,1.80E-02,1.86E-15,4.16E-02
74447,2023-09-09 09:00:00 EDT,100.81,102.2,32,12,81,11.9,15,ERROR,24100,4,1012,15,11.7,1.17E-14,1.34E-02,2.57E-15,3.49E-02
74507,2023-09-09 10:00:00 EDT,100.83,102.22,1,9,68,11.4,17.3,ERROR,24100,3,1711,17.3,15,1.38E-14,1.21E-02,2.20E-15,3.71E-02
74567,2023-09-09 11:00:00 EDT,100.85,102.24,35,8,63,11.7,18.7,ERROR,24100,3,2270,18.7,16.9,1.55E-14,1.13E-02,1.16E-15,5.58E-02
74627,2023-09-09 12:00:00 EDT,100.84,102.23,33,12,54,10.7,20.1,ERROR,24100,5,2710,20.1,18.5,1.55E-14,1.13E-02,1.36E-15,4.94E-02
74687,2023-09-09 13:00:00 EDT,100.81,102.2,33,7,54,11.6,21,ERROR,24100,6,2915,21,19.9,1.57E-14,1.12E-02,8.80E-16,6.75E-02
74747,2023-09-09 14:00:00 EDT,100.79,102.18,20,8,50,11,21.7,ERROR,24100,6,2825,22.1,20.2,1.42E-14,1.20E-02,5.00E-16,9.20E-02
