,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
175187,2023-11-18 07:00:00 EST,100.04,101.47,27,7,74,-7,-2.9,-6,24100,2,0,-1.6,-3.8,9.06E-16,6.62E-02,3.36E-16,1.21E-01
175247,2023-11-18 08:00:00 EST,100.04,101.47,24,10,80,-5.9,-2.9,-7,24100,2,140,-2.9,-4.1,3.97E-15,2.74E-02,2.61E-16,1.49E-01
175307,2023-11-18 09:00:00 EST,100.05,101.48,25,8,72,-5.4,-1,-4,24100,2,668,-1,-2.9,7.30E-15,1.79E-02,1.02E-15,6.10E-02
175367,2023-11-18 10:00:00 EST,100.03,101.46,27,13,63,-6.2,0.1,ERROR,24100,2,1154,0.1,-1,8.88E-15,1.58E-02,1.70E-15,4.58E-02
175427,2023-11-18 11:00:00 EST,99.98,101.41,25,13,58,-6.4,1,ERROR,24100,4,1508,1.3,0,9.63E-15,1.51E-02,1.69E-15,4.78E-02
175487,2023-11-18 12:00:00 EST,99.89,101.31,24,16,56,-6.2,1.7,ERROR,24100,4,1634,2.1,1,1.12E-14,1.37E-02,1.06E-15,6.00E-02
175547,2023-11-18 13:00:00 EST,99.78,101.2,20,10,53,-5.8,2.7,ERROR,24100,3,1502,3.2,1.3,7.78E-15,1.77E-02,1.78E-15,4.19E-02
175607,2023-11-18 14:00:00 EST,99.71,101.13,23,16,50,-5.9,3.5,ERROR,24100,6,1238,3.6,2.6,3.98E-15,2.71E-02,2.11E-15,4.42E-02
175667,2023-11-18 15:00:00 EST,99.67,101.09,22,12,49,-5.9,3.8,ERROR,24100,4,907,4.1,3.2,5.56E-16,9.28E-02,6.02E-16,8.42E-02
175727,2023-11-18 16:00:00 EST,99.61,101.03,21,9,54,-5.8,2.5,ERROR,24100,5,356,3.9,2.5,3.51E-16,1.12E-01,9.64E-16,6.01E-02
175787,2023-11-18 17:00:00 EST,99.59,101.01,18,4,57,-5.5,2.3,ERROR,24100,7,12,2.5,1.7,5.41E-16,8.69E-02,7.10E-16,7.30E-02
175847,2023-11-18 18:00:00 EST,99.56,100.98,17,8,62,-4.8,1.8,ERROR,24100,8,0,2.4,1.7,5.09E-16,9.52E-02,9.78E-16,5.96E-02
