,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
131327,2023-10-18 21:00:00 EDT,100.53,101.94,19,10,78,7.1,10.9,ERROR,24100,8,0,11.7,10.9,3.09E-16,1.24E-01,4.62E-15,2.45E-02
131387,2023-10-18 22:00:00 EDT,100.54,101.95,20,10,76,6.6,10.6,ERROR,24100,8,0,11,10.5,3.29E-16,1.15E-01,5.59E-15,2.19E-02
131447,2023-10-18 23:00:00 EDT,100.49,101.89,21,10,78,6.9,10.5,ERROR,24100,8,0,10.6,10.3,6.22E-16,7.97E-02,6.50E-15,2.09E-02
131507,2023-10-19 00:00:00 EDT,100.49,101.89,23,7,80,7.1,10.3,ERROR,24100,8,0,10.6,10.2,5.00E-16,9.07E-02,8.26E-15,1.72E-02
131567,2023-10-19 01:00:00 EDT,100.48,101.88,18,6,84,7.2,9.8,ERROR,24100,8,0,10.3,9.8,1.25E-15,5.24E-02,,
131627,2023-10-19 02:00:00 EDT,100.45,101.85,19,9,82,7.1,10.1,ERROR,24100,8,0,10.1,9.8,1.10E-15,5.61E-02,,
131687,2023-10-19 03:00:00 EDT,100.44,101.84,18,13,81,7.1,10.2,ERROR,24100,8,0,10.4,10,1.59E-15,4.85E-02,,
131747,2023-10-19 04:00:00 EDT,100.41,101.81,18,10,84,7.6,10.2,ERROR,24100,8,0,10.4,10.1,5.62E-16,8.64E-02,,
131807,2023-10-19 05:00:00 EDT,100.4,101.8,18,9,85,7.6,10,ERROR,24100,8,0,10.2,9.9,4.93E-16,9.11E-02,,
131867,2023-10-19 06:00:00 EDT,100.39,101.79,17,7,88,7.6,9.4,ERROR,24100,8,0,10,9.4,5.72E-16,8.28E-02,,
131927,2023-10-19 07:00:00 EDT,100.38,101.78,17,9,91,7.3,8.8,ERROR,24100,7,0,9.4,8.8,5.27E-16,8.60E-02,,
131987,2023-10-19 08:00:00 EDT,100.4,101.8,16,8,88,7.2,9,ERROR,24100,7,35,9.1,8.8,9.74E-16,8.95E-02,,
