,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,,,,,,CN2-R0 Future
29867,2023-08-09 10:00:00 EDT,99.18,100.54,28,19,75,16.7,21.2,ERROR,24100,1,1935,21.4,19.4,1.15E-14,1.36E-02,2023-08-10 10:00:00 EDT,,,,,
29927,2023-08-09 11:00:00 EDT,99.16,100.52,28,18,66,16.6,23.1,ERROR,24100,1,2482,23.2,21.4,1.16E-14,1.34E-02,6.38E-15,,,,,
29987,2023-08-09 12:00:00 EDT,99.14,100.5,30,20,62,17.2,24.9,ERROR,24100,1,2881,24.9,23.1,1.25E-14,1.29E-02,2.04E-02,,,,,
30047,2023-08-09 13:00:00 EDT,99.11,100.46,26,18,60,18,26.4,ERROR,24100,2,3098,26.4,25.1,1.21E-14,1.31E-02,,,,,,
30107,2023-08-09 14:00:00 EDT,99.1,100.45,27,21,52,16.4,26.9,ERROR,24100,2,3122,27,25.9,1.14E-14,1.36E-02,,,,,,
30167,2023-08-09 15:00:00 EDT,99.05,100.4,30,19,50,16.4,27.5,ERROR,24100,4,2973,27.6,26.9,8.80E-15,1.59E-02,,,,,,
30227,2023-08-09 16:00:00 EDT,99.06,100.41,30,21,51,16.9,27.8,ERROR,24100,5,2140,28.3,27.1,6.02E-15,2.09E-02,,,,,,
30287,2023-08-09 17:00:00 EDT,99.04,100.4,27,16,58,17.5,26.4,ERROR,24100,4,1054,28.1,25.6,3.60E-15,2.94E-02,,,,,,
30347,2023-08-09 18:00:00 EDT,99.01,100.37,29,15,61,18,26,ERROR,24100,6,1331,27,25.6,1.35E-15,5.32E-02,,,,,,
30407,2023-08-09 19:00:00 EDT,99,100.35,26,10,59,17.2,25.8,ERROR,24100,4,879,26.8,25.8,1.09E-15,5.86E-02,,,,,,
30467,2023-08-09 20:00:00 EDT,99.05,100.41,24,8,65,16.9,23.7,ERROR,24100,5,226,25.8,22.8,2.03E-15,3.93E-02,,,,,,
30527,2023-08-09 21:00:00 EDT,99.07,100.43,22,7,71,17.2,22.6,ERROR,24100,3,3,23.7,22.5,3.38E-15,2.88E-02,,,,,,
30587,2023-08-09 22:00:00 EDT,99.12,100.48,23,10,80,16.8,20.4,ERROR,24100,3,0,22.8,20.4,2.56E-15,3.35E-02,,,,,,
30647,2023-08-09 23:00:00 EDT,99.15,100.51,25,8,80,16.6,20.1,ERROR,24100,0,0,21.6,19.8,2.08E-15,3.85E-02,,,,,,
30707,2023-08-10 00:00:00 EDT,99.15,100.5,25,9,72,14.6,19.6,ERROR,24100,0,0,20.9,19.2,2.58E-15,3.33E-02,,,,,,
30767,2023-08-10 01:00:00 EDT,99.12,100.47,25,7,75,14.4,18.9,ERROR,24100,0,0,19.6,18.4,2.17E-15,3.69E-02,,,,,,
30827,2023-08-10 02:00:00 EDT,99.09,100.44,23,10,84,14.6,17.3,ERROR,24100,0,0,19,16.7,2.39E-15,3.63E-02,,,,,,
30887,2023-08-10 03:00:00 EDT,99.07,100.42,19,14,89,14.6,16.5,ERROR,24100,4,0,17.3,16.2,5.40E-15,2.27E-02,,,,,,
30947,2023-08-10 04:00:00 EDT,99.05,100.4,20,8,85,14.3,16.7,ERROR,24100,7,0,16.8,16.1,1.55E-15,4.72E-02,,,,,,
31007,2023-08-10 05:00:00 EDT,99,100.36,17,3,94,13.4,14.3,ERROR,24100,5,0,16.7,14.3,1.57E-15,5.11E-02,,,,,,
31067,2023-08-10 06:00:00 EDT,99.04,100.39,18,12,92,14.6,16,ERROR,24100,6,0,16.1,14.3,1.57E-15,4.57E-02,,,,,,
31127,2023-08-10 07:00:00 EDT,99.04,100.39,17,14,91,15.1,16.6,ERROR,24100,7,110,16.6,15.6,1.64E-15,4.53E-02,,,,,,
31187,2023-08-10 08:00:00 EDT,99.01,100.36,17,10,93,17.2,18.4,ERROR,24100,8,466,18.4,16.5,6.67E-15,2.18E-02,,,,,,
31247,2023-08-10 09:00:00 EDT,98.97,100.32,17,13,96,19.3,20,ERROR,16100,7,928,20,17.9,1.06E-14,1.42E-02,,,,,,
