,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,,,,,,CN2-R0 Future
49727,2023-08-23 05:00:00 EDT,100.72,102.1,26,3,96,12.8,13.4,ERROR,24100,4,0,14.1,13.3,1.33E-15,5.36E-02,2023-08-24 05:00:00 EDT,,,,,
49787,2023-08-23 06:00:00 EDT,100.74,102.12,33,4,88,12.2,14.2,ERROR,24100,5,0,14.2,12.3,1.63E-15,4.56E-02,1.62E-15,,,,,
49847,2023-08-23 07:00:00 EDT,100.77,102.16,6,5,91,11.6,13,ERROR,24100,4,83,13.6,11.2,4.80E-15,2.36E-02,4.47E-02,,,,,
49907,2023-08-23 08:00:00 EDT,100.75,102.14,11,3,86,14.7,17.1,ERROR,24100,1,587,17.1,13,8.69E-15,1.61E-02,,,,,,
49967,2023-08-23 09:00:00 EDT,100.72,102.1,36,1,65,13.2,19.9,ERROR,24100,1,1205,19.9,17.1,9.57E-15,1.51E-02,,,,,,
50027,2023-08-23 10:00:00 EDT,100.72,102.1,22,9,59,13.6,21.8,ERROR,24100,1,1820,21.8,19.9,1.15E-14,1.35E-02,,,,,,
50087,2023-08-23 11:00:00 EDT,100.65,102.03,16,9,54,13.8,23.6,ERROR,24100,1,2380,23.9,21.9,1.39E-14,1.21E-02,,,,,,
50147,2023-08-23 12:00:00 EDT,100.6,101.98,18,8,50,13.2,24.3,ERROR,24100,1,2784,24.8,23.4,1.31E-14,1.25E-02,,,,,,
50207,2023-08-23 13:00:00 EDT,100.55,101.93,17,14,44,12.3,25.3,ERROR,24100,4,3176,25.6,24.3,1.19E-14,1.34E-02,,,,,,
50267,2023-08-23 14:00:00 EDT,100.47,101.85,16,9,42,11.8,25.4,ERROR,24100,3,3000,26.2,24.2,9.88E-15,1.72E-02,,,,,,
50327,2023-08-23 15:00:00 EDT,100.42,101.8,15,13,45,13,25.8,ERROR,24100,5,2824,26.3,24.7,3.86E-15,2.84E-02,,,,,,
50387,2023-08-23 16:00:00 EDT,100.4,101.78,26,22,64,15.1,22,ERROR,24100,7,1532,26.2,22,2.21E-15,3.77E-02,,,,,,
50447,2023-08-23 17:00:00 EDT,100.34,101.72,22,10,65,15,21.7,ERROR,24100,7,523,22,21,1.26E-15,5.21E-02,,,,,,
50507,2023-08-23 18:00:00 EDT,100.29,101.67,20,5,61,14.6,22.3,ERROR,24100,6,754,22.4,21.7,6.67E-16,7.90E-02,,,,,,
50567,2023-08-23 19:00:00 EDT,100.28,101.66,21,7,71,16.1,21.4,ERROR,24100,7,331,23.1,21.4,7.97E-16,7.02E-02,,,,,,
50627,2023-08-23 20:00:00 EDT,100.3,101.68,30,5,72,15.3,20.4,ERROR,24100,7,83,21.8,20.2,7.92E-16,7.11E-02,,,,,,
50687,2023-08-23 21:00:00 EDT,100.37,101.75,36,1,87,16.2,18.4,ERROR,24100,8,0,20.6,18.3,1.36E-15,4.94E-02,,,,,,
50747,2023-08-23 22:00:00 EDT,100.37,101.74,4,4,75,15.6,20,ERROR,24100,8,0,20.8,18.3,9.78E-16,6.08E-02,,,,,,
50807,2023-08-23 23:00:00 EDT,100.34,101.71,8,4,81,15.4,18.7,ERROR,24100,8,0,19.9,17.7,1.36E-15,4.92E-02,,,,,,
50867,2023-08-24 00:00:00 EDT,100.32,101.69,9,10,87,14.6,16.7,ERROR,24100,6,0,18.8,16.7,2.50E-15,3.39E-02,,,,,,
50927,2023-08-24 01:00:00 EDT,100.3,101.67,10,12,89,13.6,15.3,ERROR,24100,2,0,16.7,15.2,2.93E-15,3.15E-02,,,,,,
50987,2023-08-24 02:00:00 EDT,100.26,101.63,9,10,92,14.1,15.4,ERROR,24100,0,0,15.9,14.9,1.99E-15,3.95E-02,,,,,,
51047,2023-08-24 03:00:00 EDT,100.25,101.63,9,7,97,13.3,13.7,ERROR,24100,0,0,15.8,13.3,2.23E-15,3.67E-02,,,,,,
51107,2023-08-24 04:00:00 EDT,100.23,101.61,5,8,97,13.2,13.7,ERROR,24100,0,0,15,13.6,2.52E-15,3.39E-02,,,,,,
