,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
80927,2023-09-13 21:00:00 EDT,100.04,101.42,27,20,58,8.3,16.5,ERROR,24100,7,0,17.3,16.4,2.13E-16,1.49E-01,2023-09-14 09:00:00 EDT,2023-09-14 09:00:00 EDT
80987,2023-09-13 22:00:00 EDT,100.09,101.47,27,17,64,8.6,15.2,ERROR,24100,7,0,16.5,15.2,2.33E-16,1.45E-01,4.03E-15,2.57E-02
81047,2023-09-13 23:00:00 EDT,100.1,101.48,27,11,73,9.2,14,ERROR,24100,7,0,15.2,14,2.96E-16,1.29E-01,3.06E-15,3.07E-02
81107,2023-09-14 00:00:00 EDT,100.12,101.5,25,12,84,9.1,11.7,ERROR,24100,4,0,13.8,11.7,4.39E-16,1.07E-01,3.40E-15,2.90E-02
81167,2023-09-14 01:00:00 EDT,100.14,101.52,23,9,84,8.8,11.4,ERROR,24100,2,0,12.6,11.4,2.59E-16,1.34E-01,5.55E-15,2.28E-02
81227,2023-09-14 02:00:00 EDT,100.18,101.57,24,10,89,8.7,10.3,ERROR,24100,3,0,11.3,10.3,2.56E-16,1.38E-01,6.01E-15,2.24E-02
81287,2023-09-14 03:00:00 EDT,100.17,101.56,20,7,92,8.6,9.8,ERROR,24100,2,0,10.6,9.8,4.00E-16,1.03E-01,3.53E-15,2.84E-02
81347,2023-09-14 04:00:00 EDT,100.18,101.57,25,12,94,9.6,10.5,ERROR,24100,5,0,10.5,9.4,3.47E-16,1.15E-01,1.61E-15,4.51E-02
81407,2023-09-14 05:00:00 EDT,100.22,101.61,26,14,92,9.7,10.9,ERROR,24100,7,0,11,10.5,4.27E-16,9.91E-02,9.33E-16,6.85E-02
81467,2023-09-14 06:00:00 EDT,100.24,101.63,24,15,88,9.4,11.4,ERROR,24100,7,0,11.4,10.9,6.09E-16,8.12E-02,4.91E-16,9.08E-02
81527,2023-09-14 07:00:00 EDT,100.32,101.71,24,14,89,9.7,11.4,ERROR,24100,7,4,11.4,11.3,7.99E-16,6.79E-02,4.28E-16,9.89E-02
81587,2023-09-14 08:00:00 EDT,100.38,101.77,24,13,87,10,12.2,ERROR,24100,7,171,12.2,11.4,2.21E-15,3.96E-02,7.77E-16,7.15E-02
