,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
174407,2023-11-17 18:00:00 EST,99.45,100.85,30,22,95,4.5,5.3,ERROR,24100,8,0,6.5,5.3,1.14E-16,2.20E-01,2023-11-18 06:00:00 EST,2023-11-18 06:00:00 EST
174467,2023-11-17 19:00:00 EST,99.57,100.97,33,23,85,1.2,3.4,ERROR,24100,8,0,6.1,3.4,3.25E-16,1.35E-01,9.51E-16,6.03E-02
174527,2023-11-17 20:00:00 EST,99.68,101.08,31,18,84,-0.5,2,ERROR,24100,6,0,3.5,2,6.48E-16,7.60E-02,9.06E-16,6.62E-02
174587,2023-11-17 21:00:00 EST,99.74,101.14,31,16,88,-0.9,0.8,ERROR,24100,1,0,2,0.7,6.01E-16,8.09E-02,3.97E-15,2.74E-02
174647,2023-11-17 22:00:00 EST,99.78,101.18,31,16,89,-1.4,0.2,ERROR,24100,1,0,1.2,0,8.32E-16,6.58E-02,7.30E-15,1.79E-02
174707,2023-11-17 23:00:00 EST,99.78,101.18,30,9,87,-2.2,-0.2,-3,24100,1,0,0.6,-0.5,4.16E-16,1.33E-01,8.88E-15,1.58E-02
174767,2023-11-18 00:00:00 EST,99.84,101.24,26,10,93,-1.9,-0.9,-4,24100,1,0,-0.3,-1.3,1.77E-16,1.68E-01,9.63E-15,1.51E-02
174827,2023-11-18 01:00:00 EST,99.82,101.23,28,6,91,-2.2,-1,-3,24100,6,0,-0.5,-1,2.06E-16,1.53E-01,1.12E-14,1.37E-02
174887,2023-11-18 02:00:00 EST,99.86,101.27,32,16,84,-2.9,-0.5,-5,24100,6,0,-0.3,-1.3,1.49E-16,1.97E-01,7.78E-15,1.77E-02
174947,2023-11-18 03:00:00 EST,99.9,101.31,32,20,80,-3.7,-0.6,-6,24100,7,0,-0.4,-0.7,1.51E-16,1.83E-01,3.98E-15,2.71E-02
175007,2023-11-18 04:00:00 EST,99.92,101.34,33,16,66,-6.6,-1.1,-6,24100,8,0,-0.6,-1.1,4.20E-16,1.01E-01,5.56E-16,9.28E-02
175067,2023-11-18 05:00:00 EST,100,101.42,32,21,68,-6.9,-1.7,-8,24100,8,0,-1,-1.7,8.54E-16,6.57E-02,3.51E-16,1.12E-01
