,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
115487,2023-10-07 21:00:00 EDT,99.03,100.41,11,5,100,9.2,9.2,ERROR,24100,8,0,9.2,9.1,1.13E-15,9.64E-02,2023-10-08 09:00:00 EDT,2023-10-08 09:00:00 EDT
115547,2023-10-07 22:00:00 EDT,98.95,100.33,14,6,100,9.1,9.1,ERROR,24100,8,0,9.3,8.9,3.81E-16,1.11E-01,7.76E-16,7.27E-02
115607,2023-10-07 23:00:00 EDT,98.82,100.19,13,3,99,9.3,9.5,ERROR,24100,8,0,9.5,9.1,2.07E-16,1.52E-01,1.57E-15,5.25E-02
115667,2023-10-08 00:00:00 EDT,98.73,100.1,18,7,100,9.5,9.5,ERROR,8100,8,0,9.5,9.4,1.39E-15,1.43E-01,8.06E-16,1.06E-01
115727,2023-10-08 01:00:00 EDT,98.62,99.99,22,7,100,9.5,9.5,ERROR,9700,7,0,9.7,9.5,2.28E-16,1.50E-01,1.43E-15,6.77E-02
115787,2023-10-08 02:00:00 EDT,98.51,99.88,24,10,100,9.3,9.3,ERROR,11300,6,0,9.7,9.3,1.50E-16,1.83E-01,3.61E-16,1.29E-01
115847,2023-10-08 03:00:00 EDT,98.43,99.8,27,14,100,8.9,8.9,ERROR,11300,8,0,9.7,8.8,1.79E-16,1.68E-01,8.78E-16,9.64E-02
115907,2023-10-08 04:00:00 EDT,98.34,99.71,24,14,100,8.2,8.2,ERROR,12900,8,0,8.9,8.2,2.03E-16,1.54E-01,2.27E-16,1.51E-01
115967,2023-10-08 05:00:00 EDT,98.26,99.63,23,12,100,7.4,7.4,ERROR,16100,7,0,8.2,7.4,2.23E-16,1.51E-01,9.24E-16,7.47E-02
116027,2023-10-08 06:00:00 EDT,98.18,99.56,24,13,100,7.1,7.1,ERROR,16100,8,0,7.4,7.1,6.69E-16,7.72E-02,7.25E-16,8.07E-02
116087,2023-10-08 07:00:00 EDT,98.16,99.54,24,10,100,7,7,ERROR,24100,7,0,7.2,6.5,3.13E-16,1.25E-01,1.58E-16,2.02E-01
116147,2023-10-08 08:00:00 EDT,98.12,99.49,23,14,100,7.2,7.3,ERROR,24100,8,22,7.5,7,5.16E-16,8.98E-02,1.44E-16,1.95E-01
