,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
236087,2023-12-30 14:00:00 EST,99.18,100.6,33,17,79,-7,-3.9,-10,24100,8,201,-3.5,-4,1.52E-15,4.59E-02,2023-12-31 02:00:00 EST,2023-12-31 02:00:00 EST
236147,2023-12-30 15:00:00 EST,99.23,100.65,34,21,80,-7.1,-4.2,-11,24100,8,119,-3.8,-4.3,9.32E-16,6.15E-02,5.67E-16,8.27E-02
236207,2023-12-30 16:00:00 EST,99.3,100.72,33,12,81,-6.8,-4,-9,24100,8,42,-4,-4.3,8.62E-16,6.45E-02,6.69E-16,7.47E-02
236267,2023-12-30 17:00:00 EST,99.38,100.81,31,19,78,-7.6,-4.3,-10,24100,8,1,-4,-4.3,7.86E-16,6.81E-02,7.72E-16,6.85E-02
236327,2023-12-30 18:00:00 EST,99.48,100.91,32,18,77,-7.9,-4.5,-11,24100,8,0,-4.1,-4.5,6.39E-16,7.69E-02,8.48E-16,6.53E-02
236387,2023-12-30 19:00:00 EST,99.54,100.97,33,18,73,-8.7,-4.5,-11,24100,8,0,-4.4,-4.5,6.00E-16,7.97E-02,1.10E-15,5.54E-02
236447,2023-12-30 20:00:00 EST,99.59,101.02,31,14,72,-8.7,-4.4,-10,24100,8,0,-4.4,-4.7,5.63E-16,8.30E-02,1.23E-15,5.23E-02
236507,2023-12-30 21:00:00 EST,99.64,101.07,32,13,72,-8.7,-4.4,-9,24100,8,0,-4.4,-4.5,6.02E-16,7.97E-02,1.50E-15,4.63E-02
236567,2023-12-30 22:00:00 EST,99.67,101.1,31,18,72,-8.8,-4.5,-11,24100,8,0,-4.4,-4.5,6.34E-16,7.73E-02,2.34E-15,3.53E-02
236627,2023-12-30 23:00:00 EST,99.74,101.18,33,15,68,-9.8,-4.8,-10,24100,8,0,-4.5,-4.9,5.60E-16,8.30E-02,2.92E-15,3.11E-02
236687,2023-12-31 00:00:00 EST,99.76,101.2,31,15,70,-9.4,-4.7,-10,24100,8,0,-4.7,-4.8,6.88E-16,7.42E-02,3.82E-15,2.63E-02
236747,2023-12-31 01:00:00 EST,99.8,101.24,32,14,69,-9.7,-4.9,-10,24100,8,0,-4.7,-4.9,5.98E-16,7.98E-02,3.71E-15,2.69E-02
