,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
77747,2023-09-11 16:00:00 EDT,100.45,101.83,7,10,47,11.8,23.6,ERROR,24100,5,1767,24.5,23.4,7.54E-15,1.76E-02,2023-09-12 04:00:00 EDT,2023-09-12 04:00:00 EDT
77807,2023-09-11 17:00:00 EDT,100.44,101.82,9,9,47,12,23.8,ERROR,24100,5,1505,24.2,23.6,2.57E-15,3.59E-02,2.95E-15,3.19E-02
77867,2023-09-11 18:00:00 EDT,100.45,101.83,9,10,55,12.7,22,ERROR,24100,6,659,24.1,22,8.12E-16,6.72E-02,2.31E-15,3.54E-02
77927,2023-09-11 19:00:00 EDT,100.44,101.83,13,8,70,14.3,19.9,ERROR,24100,7,318,21.9,19.9,1.23E-15,5.24E-02,1.44E-15,5.29E-02
77987,2023-09-11 20:00:00 EDT,100.43,101.82,13,7,78,13.8,17.7,ERROR,24100,8,12,19.8,17.5,1.24E-15,5.24E-02,1.48E-15,4.81E-02
78047,2023-09-11 21:00:00 EDT,100.44,101.83,15,4,76,13.4,17.7,ERROR,24100,5,0,18.1,16.8,1.72E-15,4.60E-02,2.40E-15,3.57E-02
78107,2023-09-11 22:00:00 EDT,100.45,101.84,15,7,86,13.6,15.9,ERROR,24100,3,0,17.7,15.5,1.65E-15,4.63E-02,4.40E-15,2.47E-02
78167,2023-09-11 23:00:00 EDT,100.45,101.83,36,1,92,14.5,15.8,ERROR,24100,2,0,16.4,15.5,1.57E-15,4.58E-02,7.25E-15,1.82E-02
78227,2023-09-12 00:00:00 EDT,100.45,101.83,5,4,97,13.8,14.2,ERROR,24100,4,0,16,14.2,3.43E-15,2.97E-02,6.35E-15,2.03E-02
78287,2023-09-12 01:00:00 EDT,100.36,101.74,5,7,98,14.3,14.7,ERROR,24100,3,0,14.7,13.4,1.73E-15,4.30E-02,5.14E-15,2.55E-02
78347,2023-09-12 02:00:00 EDT,100.33,101.71,5,8,97,13.8,14.2,ERROR,24100,4,0,14.9,11.9,1.69E-15,4.33E-02,7.27E-15,1.79E-02
78407,2023-09-12 03:00:00 EDT,100.31,101.69,6,7,100,13.6,13.6,ERROR,24100,3,0,14.3,13.3,2.64E-15,3.42E-02,3.98E-15,3.09E-02
