,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
247847,2024-01-07 18:00:00 EST,99.66,101.11,30,13,82,-7.9,-5.2,-10,24100,8,0,-5.1,-5.6,1.99E-16,1.54E-01,3.55E-16,1.36E-01
247907,2024-01-07 19:00:00 EST,99.8,101.25,30,14,78,-8.6,-5.4,-11,24100,8,0,-5.3,-5.4,1.86E-16,1.61E-01,4.15E-16,1.14E-01
247967,2024-01-07 20:00:00 EST,99.91,101.36,28,16,80,-8.3,-5.5,-11,24100,8,0,-5.4,-5.6,1.38E-16,1.95E-01,5.87E-16,8.31E-02
248027,2024-01-07 21:00:00 EST,99.99,101.44,29,13,82,-8.3,-5.7,-11,24100,8,0,-5.5,-5.7,2.19E-16,1.53E-01,9.72E-16,6.20E-02
248087,2024-01-07 22:00:00 EST,100.09,101.54,26,10,82,-8.4,-5.9,-10,24100,8,0,-5.7,-5.9,2.05E-16,1.54E-01,1.72E-15,4.57E-02
248147,2024-01-07 23:00:00 EST,100.18,101.63,27,10,82,-8.4,-5.9,-10,24100,8,0,-5.9,-6,1.66E-16,1.79E-01,3.40E-15,2.84E-02
248207,2024-01-08 00:00:00 EST,100.28,101.73,25,15,81,-8.5,-5.8,-12,24100,8,0,-5.8,-6,1.89E-16,1.62E-01,3.82E-15,2.66E-02
248267,2024-01-08 01:00:00 EST,100.38,101.83,25,13,83,-8.4,-6,-11,24100,8,0,-5.8,-6.1,1.14E-16,2.21E-01,2.09E-15,3.90E-02
248327,2024-01-08 02:00:00 EST,100.48,101.93,25,12,83,-8.3,-5.9,-11,24100,8,0,-5.9,-6.1,1.51E-16,1.93E-01,9.75E-16,6.32E-02
248387,2024-01-08 03:00:00 EST,100.63,102.09,26,11,82,-8.2,-5.6,-10,24100,8,0,-5.6,-5.9,2.14E-16,1.50E-01,2.87E-16,1.31E-01
248447,2024-01-08 04:00:00 EST,100.7,102.16,28,13,82,-8.5,-6,-11,24100,8,0,-5.6,-6,1.41E-16,1.97E-01,2.24E-16,1.49E-01
248507,2024-01-08 05:00:00 EST,100.81,102.27,30,15,82,-8.4,-5.8,-12,24100,8,0,-5.8,-6,3.02E-16,1.38E-01,2.82E-16,1.34E-01
