,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
38687,2023-08-15 13:00:00 EDT,99.79,101.16,6,9,74,17,21.7,ERROR,24100,8,1687,21.7,21.3,5.76E-15,2.24E-02,2023-08-16 01:00:00 EDT,2023-08-16 01:00:00 EDT
38747,2023-08-15 14:00:00 EDT,99.76,101.13,5,10,70,16.6,22.4,ERROR,24100,7,1750,22.5,21.7,4.09E-15,2.56E-02,1.03E-15,6.10E-02
38807,2023-08-15 15:00:00 EDT,99.73,101.1,7,7,70,17.2,23,ERROR,24100,7,1005,23,22.4,2.96E-15,3.20E-02,1.21E-15,5.27E-02
38867,2023-08-15 16:00:00 EDT,99.7,101.07,5,5,71,17.6,23.1,ERROR,24100,8,788,23.1,22.8,1.69E-15,4.30E-02,5.36E-16,9.06E-02
38927,2023-08-15 17:00:00 EDT,99.68,101.05,4,7,67,16.7,23,ERROR,24100,8,668,23.3,22.9,1.19E-15,5.33E-02,9.75E-16,6.45E-02
38987,2023-08-15 18:00:00 EDT,99.67,101.04,10,3,67,17,23.4,ERROR,24100,7,615,23.4,22.7,9.04E-16,6.82E-02,1.33E-15,5.01E-02
39047,2023-08-15 19:00:00 EDT,99.67,101.04,4,5,67,16.7,23.1,ERROR,24100,8,446,23.8,23.1,5.83E-16,8.27E-02,1.10E-15,5.93E-02
39107,2023-08-15 20:00:00 EDT,99.66,101.03,3,8,73,16.4,21.3,ERROR,24100,7,131,23.1,21.3,1.61E-15,4.52E-02,3.92E-15,2.63E-02
39167,2023-08-15 21:00:00 EDT,99.68,101.05,3,4,83,16.5,19.4,ERROR,24100,7,0,21.2,19.4,1.39E-15,4.92E-02,5.42E-15,2.65E-02
39227,2023-08-15 22:00:00 EDT,99.75,101.12,36,2,82,16.1,19.2,ERROR,24100,7,0,20.5,17.4,2.14E-15,3.74E-02,1.15E-14,1.37E-02
39287,2023-08-15 23:00:00 EDT,99.76,101.13,5,4,89,16.4,18.2,ERROR,24100,6,0,19.5,17.9,2.36E-15,3.49E-02,1.34E-14,1.23E-02
39347,2023-08-16 00:00:00 EDT,99.77,101.14,35,7,89,16.1,17.8,ERROR,24100,5,0,18.6,16.9,1.81E-15,4.59E-02,1.19E-14,1.33E-02
