,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
170087,2023-11-14 18:00:00 EST,101.45,102.89,30,10,74,-1,3.1,ERROR,24100,8,0,3.5,3.1,1.98E-16,1.65E-01,6.44E-15,2.00E-02
170147,2023-11-14 19:00:00 EST,101.46,102.9,28,8,74,-1.3,3,ERROR,24100,8,0,3.2,2.9,2.96E-16,1.29E-01,2.35E-15,4.35E-02
170207,2023-11-14 20:00:00 EST,101.47,102.91,21,4,78,-1.2,2.3,ERROR,24100,8,0,3,2.2,3.51E-16,1.19E-01,4.74E-16,9.61E-02
170267,2023-11-14 21:00:00 EST,101.47,102.91,24,3,79,-1.3,2,ERROR,24100,8,0,2.5,2,4.53E-16,1.02E-01,9.55E-16,6.37E-02
170327,2023-11-14 22:00:00 EST,101.41,102.85,12,6,81,-1.8,1.1,ERROR,24100,7,0,2.2,0.9,4.89E-16,9.07E-02,2.96E-15,3.13E-02
170387,2023-11-14 23:00:00 EST,101.38,102.82,18,8,80,-2.4,0.7,ERROR,24100,2,0,1.4,-0.3,1.33E-15,6.31E-02,2.36E-15,3.56E-02
170447,2023-11-15 00:00:00 EST,101.34,102.78,14,6,90,-2,-0.6,-3,24100,0,0,1.1,-1.2,3.05E-15,3.02E-02,1.33E-15,5.02E-02
170507,2023-11-15 01:00:00 EST,101.31,102.75,15,9,87,-2.4,-0.5,-4,24100,4,0,0,-1.2,4.63E-15,2.45E-02,1.10E-15,5.95E-02
170567,2023-11-15 02:00:00 EST,101.27,102.71,16,9,91,-2.6,-1.3,-5,24100,4,0,-0.5,-1.6,6.85E-15,1.92E-02,2.40E-16,1.47E-01
170627,2023-11-15 03:00:00 EST,101.23,102.67,16,10,90,-2.1,-0.8,-4,24100,2,0,-0.6,-1.2,4.43E-15,2.40E-02,1.88E-15,4.76E-02
170687,2023-11-15 04:00:00 EST,101.16,102.6,15,11,93,-1.9,-1,-5,24100,4,0,-0.7,-1.2,5.46E-15,2.12E-02,2.74E-15,3.27E-02
170747,2023-11-15 05:00:00 EST,101.18,102.62,15,10,95,-1.8,-1.1,-5,24100,4,0,-0.7,-1.2,3.84E-15,2.83E-02,1.60E-15,4.52E-02
