,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
157247,2023-11-05 20:00:00 EST,100.87,102.31,31,14,69,-5.8,-0.9,-5,24100,4,0,0.8,-0.9,6.54E-16,7.58E-02,3.02E-15,3.22E-02
157307,2023-11-05 21:00:00 EST,100.91,102.35,35,10,69,-6,-1,-5,24100,4,0,0,-1,3.79E-16,1.06E-01,5.76E-15,2.06E-02
157367,2023-11-05 22:00:00 EST,100.92,102.36,2,12,70,-6.4,-1.6,-6,24100,4,0,-0.7,-1.7,3.87E-16,1.20E-01,2.68E-15,3.57E-02
157427,2023-11-05 23:00:00 EST,100.9,102.34,4,9,71,-7.5,-2.9,-6,24100,5,0,-1.5,-3,4.64E-16,9.72E-02,3.70E-15,2.74E-02
157487,2023-11-06 00:00:00 EST,100.9,102.34,2,10,69,-7.6,-2.7,-7,24100,6,0,-1.9,-3.1,8.12E-16,6.71E-02,2.07E-15,3.82E-02
157547,2023-11-06 01:00:00 EST,100.88,102.32,2,8,71,-8.1,-3.5,-7,24100,3,0,-2.8,-3.9,1.05E-15,5.80E-02,1.47E-15,4.85E-02
157607,2023-11-06 02:00:00 EST,100.88,102.32,4,9,71,-8.1,-3.5,-7,24100,3,0,-3.2,-3.8,1.12E-15,5.50E-02,4.59E-16,1.64E-01
157667,2023-11-06 03:00:00 EST,100.9,102.34,2,10,73,-8.3,-4.1,-8,24100,2,0,-3.4,-4.9,8.16E-16,6.94E-02,1.57E-16,1.97E-01
157727,2023-11-06 04:00:00 EST,100.88,102.32,4,8,77,-6.6,-3.1,-6,24100,7,0,-2.6,-4.3,8.28E-16,6.74E-02,2.29E-16,1.49E-01
157787,2023-11-06 05:00:00 EST,100.89,102.33,5,10,75,-6.4,-2.7,-7,24100,8,0,-2.6,-3.1,6.84E-16,7.54E-02,1.97E-16,1.62E-01
157847,2023-11-06 06:00:00 EST,100.86,102.3,6,12,74,-6.6,-2.6,-7,24100,7,0,-2.5,-2.7,7.20E-16,7.19E-02,2.25E-16,1.52E-01
157907,2023-11-06 07:00:00 EST,100.84,102.28,6,11,75,-6.3,-2.4,-6,24100,8,0,-2.4,-2.6,1.09E-15,5.57E-02,2.83E-16,1.35E-01
