,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
237587,2023-12-31 15:00:00 EST,100.21,101.66,33,12,69,-10.3,-5.5,-10,24100,7,228,-5.2,-5.6,1.48E-15,4.75E-02,2024-01-01 03:00:00 EST,2024-01-01 03:00:00 EST
237647,2023-12-31 16:00:00 EST,100.28,101.73,33,8,69,-10.3,-5.5,-9,24100,7,88,-5.3,-5.6,8.04E-16,6.90E-02,3.61E-16,1.11E-01
237707,2023-12-31 17:00:00 EST,100.31,101.76,35,10,70,-10.2,-5.6,-10,24100,7,3,-5.5,-5.7,5.26E-16,9.03E-02,6.56E-16,7.84E-02
237767,2023-12-31 18:00:00 EST,100.32,101.77,33,3,67,-11.1,-6,-7,24100,5,0,-5.5,-6,4.24E-16,9.89E-02,9.25E-16,6.37E-02
237827,2023-12-31 19:00:00 EST,100.37,101.82,25,5,76,-10.3,-6.7,-9,24100,8,0,-5.9,-7.2,5.11E-16,9.15E-02,3.16E-16,1.24E-01
237887,2023-12-31 20:00:00 EST,100.35,101.8,30,7,76,-10.2,-6.6,-10,24100,7,0,-6.2,-6.9,8.45E-16,6.60E-02,3.72E-16,1.12E-01
237947,2023-12-31 21:00:00 EST,100.37,101.83,27,8,80,-10.9,-8,-12,24100,5,0,-6.6,-8,1.58E-15,4.62E-02,1.09E-15,5.70E-02
238007,2023-12-31 22:00:00 EST,100.38,101.84,29,7,82,-10.1,-7.5,-11,24100,6,0,-7,-8,9.84E-16,6.11E-02,3.02E-15,3.54E-02
238067,2023-12-31 23:00:00 EST,100.41,101.86,35,10,76,-10.2,-6.7,-11,24100,6,0,-6.6,-7.8,9.57E-16,6.09E-02,5.38E-15,2.18E-02
238127,2024-01-01 00:00:00 EST,100.4,101.85,35,10,77,-10.5,-7.2,-12,24100,6,0,-6.7,-7.2,1.53E-15,4.88E-02,6.60E-15,1.89E-02
238187,2024-01-01 01:00:00 EST,100.41,101.86,35,9,78,-10.8,-7.5,-12,24100,5,0,-7.2,-7.6,3.75E-16,1.16E-01,5.24E-15,2.17E-02
238247,2024-01-01 02:00:00 EST,100.45,101.91,35,18,76,-11.1,-7.5,-14,24100,3,0,-7.2,-7.6,3.36E-16,1.22E-01,4.55E-15,2.39E-02
