,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
224567,2023-12-22 14:00:00 EST,101.77,103.25,9,4,67,-10.9,-5.8,-8,24100,3,1182,-5.6,-6.4,5.54E-15,2.14E-02,2023-12-23 02:00:00 EST,2023-12-23 02:00:00 EST
224627,2023-12-22 15:00:00 EST,101.76,103.24,11,5,67,-10.7,-5.5,-8,24100,5,797,-5.2,-5.8,1.51E-15,5.19E-02,7.22E-16,7.39E-02
224687,2023-12-22 16:00:00 EST,101.73,103.21,9,6,73,-11.1,-7,-10,24100,6,289,-5.5,-7,4.55E-16,9.50E-02,5.53E-16,8.52E-02
224747,2023-12-22 17:00:00 EST,101.72,103.21,6,4,77,-11,-7.6,-10,24100,5,10,-6.9,-8.1,6.35E-16,7.75E-02,4.62E-16,9.65E-02
224807,2023-12-22 18:00:00 EST,101.7,103.19,5,9,77,-11.9,-8.5,-13,24100,5,0,-7.5,-8.8,6.78E-16,7.47E-02,5.06E-16,9.07E-02
224867,2023-12-22 19:00:00 EST,101.7,103.19,6,11,77,-11.9,-8.5,-14,24100,5,0,-8,-8.6,7.34E-16,7.09E-02,5.90E-16,8.40E-02
224927,2023-12-22 20:00:00 EST,101.71,103.2,6,7,75,-12.6,-9,-13,24100,5,0,-8.3,-9,9.04E-16,6.25E-02,7.14E-16,7.33E-02
224987,2023-12-22 21:00:00 EST,101.69,103.18,5,8,79,-12.7,-9.8,-14,24100,5,0,-8.7,-9.8,7.17E-16,7.39E-02,1.40E-15,4.85E-02
225047,2023-12-22 22:00:00 EST,101.68,103.16,4,15,82,-12.6,-10,-17,24100,4,0,-9.8,-10.5,1.04E-15,5.76E-02,2.30E-15,3.63E-02
225107,2023-12-22 23:00:00 EST,101.63,103.11,5,14,79,-12.5,-9.5,-16,24100,4,0,-9.4,-10.2,9.53E-16,6.03E-02,4.25E-15,2.50E-02
225167,2023-12-23 00:00:00 EST,101.63,103.11,4,14,81,-13.2,-10.5,-17,24100,4,0,-9.5,-10.5,7.13E-16,7.28E-02,4.50E-15,2.39E-02
225227,2023-12-23 01:00:00 EST,101.6,103.08,4,14,82,-13.1,-10.7,-17,24100,4,0,-10.5,-10.9,8.16E-16,6.65E-02,4.74E-15,2.31E-02
