,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
292727,2024-02-07 22:00:00 EST,101.22,102.68,3,9,77,-7.1,-3.7,-7,24100,6,0,-3.3,-4.3,6.37E-16,8.57E-02,8.79E-15,1.59E-02
292787,2024-02-07 23:00:00 EST,101.2,102.66,4,9,77,-6.9,-3.5,-7,24100,8,0,-3.2,-3.7,7.98E-16,7.23E-02,9.83E-15,1.49E-02
292847,2024-02-08 00:00:00 EST,101.2,102.65,8,4,79,-6.6,-3.5,-5,24100,8,0,-3.3,-3.8,9.39E-16,6.39E-02,7.69E-15,1.76E-02
292907,2024-02-08 01:00:00 EST,101.18,102.63,5,12,80,-7.6,-4.7,-9,24100,4,0,-3.4,-4.7,1.86E-15,4.08E-02,2.74E-15,3.43E-02
292967,2024-02-08 02:00:00 EST,101.19,102.65,5,8,83,-7.8,-5.3,-9,24100,2,0,-4.5,-5.5,1.75E-15,4.19E-02,7.86E-16,7.04E-02
293027,2024-02-08 03:00:00 EST,101.19,102.64,6,8,83,-7.1,-4.7,-8,24100,8,0,-4.7,-5.8,3.84E-15,2.76E-02,5.68E-16,1.29E-01
293087,2024-02-08 04:00:00 EST,101.16,102.61,6,8,82,-8.2,-5.5,-9,24100,3,0,-4.5,-5.5,4.85E-15,2.27E-02,3.80E-16,1.15E-01
293147,2024-02-08 05:00:00 EST,101.17,102.63,4,12,83,-8.5,-6,-11,24100,2,0,-5.5,-6,7.73E-15,1.73E-02,9.70E-16,6.09E-02
293207,2024-02-08 06:00:00 EST,101.15,102.61,6,13,82,-8.2,-5.6,-11,24100,1,0,-5.6,-6.3,7.53E-15,1.75E-02,1.05E-15,5.84E-02
293267,2024-02-08 07:00:00 EST,101.12,102.58,6,12,81,-8,-5.3,-10,24100,1,0,-5.1,-6.2,8.39E-15,1.64E-02,1.19E-15,5.38E-02
293327,2024-02-08 08:00:00 EST,101.17,102.63,6,8,83,-8.5,-6.1,-10,24100,2,50,-4.8,-6.2,5.02E-15,2.28E-02,9.01E-16,6.47E-02
293387,2024-02-08 09:00:00 EST,101.18,102.64,7,9,76,-7,-3.4,-7,24100,2,600,-3.4,-6.1,6.84E-15,1.86E-02,4.60E-16,9.62E-02
