,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
140027,2023-10-24 22:00:00 EDT,100.62,102.03,4,13,96,8.4,8.9,ERROR,24100,8,0,9.5,8.9,6.72E-16,7.56E-02,2.59E-15,3.34E-02
140087,2023-10-24 23:00:00 EDT,100.56,101.97,5,13,97,8.3,8.8,ERROR,24100,8,0,8.9,8.8,5.54E-16,9.17E-02,1.49E-15,4.67E-02
140147,2023-10-25 00:00:00 EDT,100.52,101.93,8,13,98,8.2,8.4,ERROR,24100,6,0,8.8,8.4,1.01E-15,5.90E-02,1.20E-15,5.63E-02
140207,2023-10-25 01:00:00 EDT,100.49,101.9,9,8,100,7.9,7.9,ERROR,24100,5,0,8.4,7.7,5.09E-16,1.06E-01,1.16E-15,5.38E-02
140267,2023-10-25 02:00:00 EDT,100.52,101.93,4,10,99,8.5,8.6,ERROR,24100,8,0,8.7,7.8,4.36E-16,1.09E-01,1.16E-15,6.03E-02
140327,2023-10-25 03:00:00 EDT,100.48,101.88,9,7,99,8.9,9.1,ERROR,24100,8,0,9.1,8.5,7.09E-16,7.30E-02,9.40E-16,6.22E-02
140387,2023-10-25 04:00:00 EDT,100.41,101.81,3,13,100,8.7,8.7,ERROR,24100,6,0,9.4,8.7,9.45E-16,6.21E-02,1.61E-15,4.65E-02
140447,2023-10-25 05:00:00 EDT,100.38,101.78,5,5,100,8.8,8.8,ERROR,24100,8,0,8.9,8.4,9.98E-16,6.57E-02,2.61E-15,3.30E-02
140507,2023-10-25 06:00:00 EDT,100.35,101.75,18,9,95,10.2,10.9,ERROR,24100,8,0,11,8.4,1.77E-15,5.08E-02,2.30E-15,3.60E-02
140567,2023-10-25 07:00:00 EDT,100.36,101.76,22,11,91,11,12.4,ERROR,24100,8,0,12.4,10.9,8.21E-15,1.91E-02,2.48E-15,3.47E-02
140627,2023-10-25 08:00:00 EDT,100.39,101.79,20,9,96,11.3,11.9,ERROR,24100,7,21,12.4,11.6,1.01E-14,1.54E-02,3.80E-15,2.64E-02
140687,2023-10-25 09:00:00 EDT,100.43,101.83,18,13,92,11.3,12.5,ERROR,24100,8,107,12.6,12,4.70E-15,2.36E-02,5.63E-15,2.09E-02
