,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
282407,2024-01-31 18:00:00 EST,100.06,101.5,18,4,87,-1.3,0.6,,16100,8,0,0.6,0,7.68E-16,7.36E-02,5.06E-16,8.96E-02
282467,2024-01-31 19:00:00 EST,100.04,101.48,19,8,84,-1.2,1.3,,16100,8,0,1.5,0.7,5.82E-16,8.27E-02,6.27E-16,7.92E-02
282527,2024-01-31 20:00:00 EST,99.98,101.42,19,12,88,-0.4,1.4,,16100,8,0,1.4,1.2,3.07E-15,3.73E-02,6.59E-16,7.75E-02
282587,2024-01-31 21:00:00 EST,99.91,101.34,20,13,89,-0.1,1.6,,16100,8,0,1.6,1.4,7.15E-15,1.83E-02,1.24E-15,5.19E-02
282647,2024-01-31 22:00:00 EST,99.84,101.27,20,12,86,-0.2,1.8,,16100,8,0,1.8,1.6,3.30E-15,3.33E-02,1.01E-15,5.94E-02
282707,2024-01-31 23:00:00 EST,99.81,101.24,21,13,86,-0.3,1.8,,16100,8,0,2,1.8,9.57E-16,6.01E-02,9.87E-16,6.12E-02
282767,2024-02-01 00:00:00 EST,99.78,101.21,19,16,87,-0.2,1.7,,16100,8,0,1.8,1.7,7.31E-16,7.07E-02,1.12E-15,5.59E-02
282827,2024-02-01 01:00:00 EST,99.72,101.15,19,11,88,-0.3,1.6,,16100,8,0,1.7,1.6,9.86E-16,5.91E-02,1.28E-15,5.15E-02
282887,2024-02-01 02:00:00 EST,99.73,101.15,22,15,84,-0.6,1.9,,16100,8,0,2,1.5,8.03E-16,6.72E-02,9.70E-16,7.42E-02
282947,2024-02-01 03:00:00 EST,99.72,101.14,23,20,81,-0.8,2,,16100,8,0,2.1,1.9,6.54E-16,7.60E-02,1.91E-16,1.64E-01
283007,2024-02-01 04:00:00 EST,99.68,101.1,22,15,82,-1,1.7,,16100,8,0,2,1.7,5.07E-16,8.80E-02,2.34E-16,1.43E-01
283067,2024-02-01 05:00:00 EST,99.66,101.08,20,15,82,-1.1,1.6,,16100,8,0,1.9,1.6,3.47E-16,1.26E-01,2.50E-16,1.41E-01
283127,2024-02-01 06:00:00 EST,99.62,101.04,19,18,89,-0.3,1.2,,16100,8,0,1.6,1.2,1.09E-16,2.34E-01,,
283187,2024-02-01 07:00:00 EST,99.62,101.04,19,14,98,0.4,0.8,,12900,8,0,1.6,0.8,1.39E-16,1.95E-01,,
283247,2024-02-01 08:00:00 EST,99.62,101.04,20,16,96,0.4,1,,12900,8,9,1,0.8,1.11E-16,2.24E-01,,
283307,2024-02-01 09:00:00 EST,99.59,101.01,19,12,95,0.5,1.3,,12900,8,92,1.3,1,1.10E-16,2.26E-01,,
283367,2024-02-01 10:00:00 EST,99.6,101.02,21,11,92,0.5,1.7,,16100,8,243,1.7,1.2,1.10E-16,2.24E-01,,
283427,2024-02-01 11:00:00 EST,99.61,101.03,22,11,88,0.4,2.2,,16100,7,312,2.2,1.5,1.41E-16,1.98E-01,,
283487,2024-02-01 12:00:00 EST,99.56,100.97,22,13,85,0.2,2.5,,24100,8,380,2.5,2,1.26E-16,2.18E-01,,
283547,2024-02-01 13:00:00 EST,99.51,100.92,21,10,85,0.2,2.5,,24100,7,312,2.6,2.4,1.04E-16,2.41E-01,,
283607,2024-02-01 14:00:00 EST,99.46,100.87,23,12,85,0.3,2.6,,19300,7,272,2.7,2.5,9.26E-17,2.53E-01,,
283667,2024-02-01 15:00:00 EST,99.45,100.86,23,15,89,0.7,2.4,,16100,7,330,2.7,2.4,1.27E-16,2.20E-01,,
283727,2024-02-01 16:00:00 EST,99.45,100.86,22,9,96,1.1,1.6,,19300,8,158,2.6,1.6,3.87E-16,1.17E-01,,
283787,2024-02-01 17:00:00 EST,99.47,100.88,22,10,98,1.3,1.6,,16100,8,47,1.8,1.6,5.98E-16,8.14E-02,,
