,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
262487,2024-01-17 22:00:00 EST,99.69,101.16,24,19,62,-16.9,-10.9,-19,24100,7,0,-10.4,-10.9,5.93E-16,8.20E-02,3.74E-15,2.67E-02
262547,2024-01-17 23:00:00 EST,99.74,101.2,24,15,63,-16.9,-11.2,-18,24100,5,0,-10.8,-11.3,3.18E-16,1.23E-01,4.05E-15,2.56E-02
262607,2024-01-18 00:00:00 EST,99.8,101.26,24,16,66,-16.5,-11.3,-19,24100,6,0,-11.1,-11.3,6.80E-16,8.87E-02,3.37E-15,2.87E-02
262667,2024-01-18 01:00:00 EST,99.81,101.27,23,13,68,-17,-12.2,-19,24100,7,0,-11.3,-12.3,1.16E-16,2.51E-01,2.44E-15,3.48E-02
262727,2024-01-18 02:00:00 EST,99.84,101.3,23,12,69,-16.6,-12,-18,24100,7,0,-12,-12.3,2.72E-16,1.88E-01,1.32E-15,5.01E-02
262787,2024-01-18 03:00:00 EST,99.86,101.32,24,10,69,-16.4,-11.8,-17,24100,8,0,-11.8,-12.1,5.41E-16,1.04E-01,4.76E-16,1.08E-01
262847,2024-01-18 04:00:00 EST,99.88,101.34,22,16,70,-16.2,-11.7,-19,24100,8,0,-11.7,-12.1,3.25E-16,1.34E-01,9.31E-16,8.39E-02
262907,2024-01-18 05:00:00 EST,99.97,101.43,22,14,70,-16.1,-11.7,-19,24100,8,0,-11.6,-11.8,4.56E-16,1.03E-01,1.05E-15,5.88E-02
262967,2024-01-18 06:00:00 EST,99.99,101.45,21,13,70,-16,-11.6,-18,24100,8,0,-11.5,-11.7,8.36E-16,8.32E-02,1.63E-15,4.42E-02
263027,2024-01-18 07:00:00 EST,100.03,101.49,21,10,72,-15.7,-11.6,-17,24100,8,0,-11.4,-11.6,8.22E-16,6.90E-02,7.16E-16,8.35E-02
263087,2024-01-18 08:00:00 EST,100.06,101.53,21,11,74,-15.8,-12,-18,24100,7,7,-11.6,-12.1,1.58E-15,5.70E-02,,
263147,2024-01-18 09:00:00 EST,100.13,101.6,23,13,72,-15.6,-11.5,-18,24100,4,218,-11.5,-12.1,2.84E-15,3.19E-02,,
