,0,1,2
0,0.867237687366167,0.22388059701492538,0.5666666666666665
1,0.8543897216274089,0.48368087035358115,0.976872031748097
2,0.8415417558886509,0.4938047748564521,0.9769696181120292
3,0.7623126338329763,0.767150196433968,0.9769696181120292
4,0.7109207708779444,0.8380175279540647,0.9773599635677575
5,0.7066381156316917,0.8380175279540647,0.9776527226595536
6,0.7301927194860812,0.8177697189483227,0.9777503090234858
7,0.7173447537473233,0.8987609549712904,0.9777503090234858
8,0.6873661670235545,0.8987609549712904,0.9776527226595536
9,0.6680942184154175,0.9291326684799033,0.9773599635677575
10,0.6766595289079228,0.9291326684799033,0.9772623772038252
11,0.6745182012847966,0.9392565729827742,0.9772623772038252
12,0.6573875802997858,0.9392565729827742,0.9770672044759612
13,0.6937901498929335,0.9190087639770324,0.9771647908398933
14,0.728051391862955,0.8380175279540647,0.9772623772038252
15,0.7773019271948607,0.746902387428226,0.9770672044759612
16,0.8137044967880085,0.6861589604110003,0.9764816862923686
17,0.8479657387580298,0.6254155333937745,0.9759937544727083
18,0.8608137044967881,0.6355394378966455,0.9754082362891158
19,0.8843683083511776,0.5039286793593231,0.9747251317415913
20,0.8715203426124197,0.5646721063765489,0.9740420271940666
21,0.873661670235546,0.534300392867936,0.9735540953744063
22,0.8886509635974303,0.5039286793593231,0.973066163554746
23,0.8779443254817987,0.5039286793593231,0.9726758180990175
24,0.873661670235546,0.47355696585071017,0.9716023680957646
25,0.8715203426124197,0.5039286793593231,0.9709192635482402
26,0.8565310492505352,0.5241764883650649,0.9706265044564439
27,0.8222698072805138,0.6051677243880327,0.9698458135449873
28,0.8008565310492505,0.6456633423995165,0.9701385726367835
29,0.7944325481798713,0.7266545784224842,0.9691627089974627
30,0.7601713062098501,0.8278936234511937,0.9685771908138702
31,0.7601713062098501,0.8278936234511937,0.9677964999024136
32,0.7323340471092077,0.9088848594741614,0.9661375317155682
33,0.7173447537473233,0.9696282864913871,0.967015808990957
34,0.715203426124197,0.9595043819885162,0.9657471862598399
35,0.7087794432548178,0.9696282864913871,0.9652592544401796
36,0.7237687366167023,0.9595043819885162,0.9651616680762474
37,0.7301927194860812,0.9291326684799033,0.9656495998959078
38,0.728051391862955,0.9392565729827742,0.9656495998959078
39,0.747323340471092,0.8785131459655485,0.9655520135319758
40,0.7494646680942184,0.8380175279540647,0.9657471862598399
41,0.7344753747323339,0.9190087639770324,0.9659423589877041
42,0.7623126338329763,0.8076458144454518,0.9660399453516362
43,0.7237687366167023,0.9088848594741614,0.9662351180795002
44,0.8072805139186295,0.757026291931097,0.9660399453516362
45,0.7880085653104923,0.7165306739196132,0.9664302908073644
46,0.7773019271948607,0.746902387428226,0.9668206362630928
47,0.7601713062098501,0.7772741009368389,0.967113395354889
48,0.728051391862955,0.9190087639770324,0.9675037408106173
49,0.7066381156316917,0.9190087639770324,0.9676989135384816
50,0.715203426124197,0.9493804774856452,0.9678940862663457
51,0.7173447537473233,0.9291326684799033,0.9680892589942098
52,0.7109207708779444,0.9190087639770324,0.9678940862663457
53,0.7044967880085652,0.8987609549712904,0.9676989135384816
54,0.7066381156316917,0.8683892414626776,0.9676013271745494
55,0.7002141327623127,0.8886370504684195,0.9674061544466853
56,0.6959314775160599,0.8785131459655485,0.9674061544466853
57,0.6937901498929335,0.8380175279540647,0.9674061544466853
58,0.6830835117773019,0.8785131459655485,0.9678940862663457
59,0.6809421841541755,0.8785131459655485,0.968382018086006
60,0.6766595289079228,0.8886370504684195,0.9687723635417345
61,0.7044967880085652,0.8076458144454518,0.9692602953613948
62,0.728051391862955,0.757026291931097,0.9692602953613948
63,0.7494646680942184,0.7165306739196132,0.9694554680892589
64,0.7708779443254817,0.6659111514052584,0.9694554680892589
65,0.8008565310492505,0.6254155333937745,0.9692602953613948
66,0.828693790149893,0.5747960108794198,0.9693578817253269
67,0.8436830835117772,0.5747960108794198,0.9693578817253269
68,0.8501070663811563,0.5241764883650649,0.9695530544531911
69,0.8586723768736615,0.48368087035358115,0.9695530544531911
70,0.8543897216274089,0.45330915684496825,0.9699433999089193
71,0.8543897216274089,0.4431852523420973,0.9699433999089193
72,0.8436830835117772,0.4938047748564521,0.9701385726367835
73,0.8265524625267664,0.4938047748564521,0.9703337453646477
74,0.7858672376873662,0.5646721063765489,0.9705289180925117
75,0.7601713062098501,0.6152916288909036,0.9709192635482402
76,0.7237687366167023,0.6659111514052584,0.9712120226400364
77,0.6573875802997858,0.8683892414626776,0.9713096090039683
78,0.6381156316916488,0.8785131459655485,0.9716999544596968
79,0.6231263383297645,0.9291326684799033,0.9718951271875609
80,0.627408993576017,0.8785131459655485,0.9717975408236289
81,0.5995717344753747,0.9291326684799033,0.9719927135514931
82,0.5867237687366167,0.9493804774856452,0.9723830590072212
83,0.5910064239828694,0.9696282864913871,0.973163749918678
84,0.6552462526766595,0.8987609549712904,0.9735540953744063
85,0.7087794432548178,0.7772741009368389,0.9738468544662026
86,0.7601713062098501,0.6962828649138713,0.9740420271940666
87,0.8201284796573874,0.5747960108794198,0.9743347862858629
88,0.8522483940042825,0.47355696585071017,0.974432372649795
