,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
294647,2024-02-09 06:00:00 EST,99.97,101.4,9,8,78,-4.5,-1.2,-4,24100,7,0,-0.4,-1.2,9.05E-16,6.68E-02,8.03E-15,1.71E-02
294707,2024-02-09 07:00:00 EST,99.92,101.34,6,11,78,-4.1,-0.6,-4,24100,8,0,-0.6,-1.3,4.82E-16,1.05E-01,,
294767,2024-02-09 08:00:00 EST,99.85,101.27,10,13,80,-3.3,-0.3,-4,24100,7,14,-0.3,-0.9,9.76E-16,7.08E-02,,
294827,2024-02-09 09:00:00 EST,99.8,101.22,10,13,75,-3,1,,24100,7,268,1,-0.3,1.60E-15,4.51E-02,,
294887,2024-02-09 10:00:00 EST,99.79,101.21,17,5,66,-1.6,4.2,,24100,6,625,4.2,1,1.81E-15,4.24E-02,,
294947,2024-02-09 11:00:00 EST,99.73,101.14,16,13,63,-0.6,5.8,,24100,7,643,5.9,3.9,3.91E-15,2.72E-02,,
295007,2024-02-09 12:00:00 EST,99.64,101.05,18,14,57,-0.6,7.4,,24100,7,1130,7.5,5.9,2.59E-15,4.15E-02,,
295067,2024-02-09 13:00:00 EST,99.55,100.96,17,13,57,-0.3,7.7,,24100,7,1016,8.3,7.5,2.75E-16,1.30E-01,,
295127,2024-02-09 14:00:00 EST,99.48,100.89,18,10,57,0.4,8.6,,24100,7,498,8.8,7.5,6.20E-16,8.22E-02,,
295187,2024-02-09 15:00:00 EST,99.39,100.79,19,16,56,1.1,9.4,,24100,8,547,9.9,8.7,1.23E-15,5.31E-02,,
295247,2024-02-09 16:00:00 EST,99.4,100.81,19,16,60,1.6,8.9,,24100,7,306,9.8,8.6,2.58E-15,3.42E-02,,
295307,2024-02-09 17:00:00 EST,99.42,100.83,19,14,65,2.2,8.3,,24100,7,149,8.9,7.9,5.19E-15,2.19E-02,,
