,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
128087,2023-10-16 15:00:00 EDT,99.37,100.75,34,23,63,7.1,13.8,ERROR,24100,5,1105,14.2,13.1,2.64E-15,3.50E-02,3.95E-15,2.60E-02
128147,2023-10-16 16:00:00 EDT,99.37,100.75,33,32,60,6.8,14.4,ERROR,24100,7,1410,14.8,13.5,4.73E-16,9.83E-02,2.88E-15,3.14E-02
128207,2023-10-16 17:00:00 EDT,99.41,100.8,33,19,66,6.5,12.5,ERROR,24100,7,440,14.4,12.4,2.52E-16,1.48E-01,1.20E-15,5.45E-02
128267,2023-10-16 18:00:00 EDT,99.46,100.85,34,14,70,6.2,11.5,ERROR,24100,4,150,12.6,11.5,6.57E-16,7.57E-02,5.05E-16,1.02E-01
128327,2023-10-16 19:00:00 EDT,99.55,100.94,34,17,72,5.7,10.5,ERROR,24100,4,4,11.7,10.5,1.23E-15,5.37E-02,1.99E-16,1.62E-01
128387,2023-10-16 20:00:00 EDT,99.6,100.99,34,16,75,5.6,9.7,ERROR,24100,1,0,10.5,9.7,2.51E-15,3.41E-02,1.12E-15,5.93E-02
128447,2023-10-16 21:00:00 EDT,99.64,101.03,35,14,79,5.5,9,ERROR,24100,1,0,9.8,8.8,2.86E-15,3.13E-02,,
128507,2023-10-16 22:00:00 EDT,99.7,101.09,31,11,85,4.6,6.8,ERROR,24100,1,0,9,6.8,4.04E-15,2.54E-02,,
128567,2023-10-16 23:00:00 EDT,99.71,101.11,31,13,91,4.1,5.5,ERROR,24100,1,0,7.1,5.5,3.35E-15,2.88E-02,,
128627,2023-10-17 00:00:00 EDT,99.72,101.11,32,9,94,4.9,5.7,ERROR,24100,0,0,5.7,5,3.70E-15,2.73E-02,,
128687,2023-10-17 01:00:00 EDT,99.72,101.11,33,10,91,5.3,6.7,ERROR,24100,1,0,7.4,5.8,5.71E-15,2.07E-02,,
128747,2023-10-17 02:00:00 EDT,99.73,101.13,32,8,97,4.4,4.9,ERROR,24100,0,0,6.7,4.7,4.32E-15,2.43E-02,,
