,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
238247,2024-01-01 02:00:00 EST,100.45,101.91,35,18,76,-11.1,-7.5,-14,24100,3,0,-7.2,-7.6,3.36E-16,1.22E-01,2024-01-02 01:00:00 EST
238307,2024-01-01 03:00:00 EST,100.48,101.94,0,12,78,-11.2,-8.1,-14,24100,6,0,-7.5,-8.3,3.61E-16,1.11E-01,1.84E-16
238367,2024-01-01 04:00:00 EST,100.48,101.94,34,13,75,-11.7,-8.1,-14,24100,3,0,-7.8,-8.2,6.56E-16,7.84E-02,1.87E-01
238427,2024-01-01 05:00:00 EST,100.49,101.95,34,12,75,-11.4,-7.7,-13,24100,7,0,-7.7,-8.1,9.25E-16,6.37E-02,
238487,2024-01-01 06:00:00 EST,100.54,102,35,10,72,-11.6,-7.3,-12,24100,8,0,-7.3,-7.7,3.16E-16,1.24E-01,
238547,2024-01-01 07:00:00 EST,100.58,102.04,34,11,70,-12,-7.3,-12,24100,7,0,-7.2,-7.3,3.72E-16,1.12E-01,
238607,2024-01-01 08:00:00 EST,100.6,102.06,35,15,69,-12,-7.3,-13,24100,7,3,-7.3,-7.4,1.09E-15,5.70E-02,
238667,2024-01-01 09:00:00 EST,100.67,102.13,1,7,68,-11.9,-6.9,-10,24100,7,102,-6.9,-7.3,3.02E-15,3.54E-02,
238727,2024-01-01 10:00:00 EST,100.68,102.14,34,6,65,-11.8,-6.3,-9,24100,6,593,-6.3,-7.1,5.38E-15,2.18E-02,
238787,2024-01-01 11:00:00 EST,100.69,102.15,26,4,62,-12.4,-6.2,-8,24100,7,805,-6,-6.7,6.60E-15,1.89E-02,
238847,2024-01-01 12:00:00 EST,100.63,102.09,31,13,61,-11.9,-5.4,-11,24100,7,1115,-5,-6.4,5.24E-15,2.17E-02,
238907,2024-01-01 13:00:00 EST,100.57,102.03,28,17,60,-11.7,-5.1,-11,24100,7,631,-4.9,-5.7,4.55E-15,2.39E-02,
