,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
137147,2023-10-22 22:00:00 EDT,99.9,101.31,31,24,92,3.3,4.5,ERROR,24100,8,0,4.5,4.3,1.29E-15,7.85E-02,2023-10-23 15:00:00 EDT
137207,2023-10-22 23:00:00 EDT,99.97,101.38,32,25,89,3.1,4.7,ERROR,24100,8,0,4.7,4.5,2.96E-16,1.22E-01,7.66E-15
137267,2023-10-23 00:00:00 EDT,100.04,101.45,32,27,84,2.6,5,ERROR,24100,8,0,5,4.7,3.43E-16,1.13E-01,1.76E-02
137327,2023-10-23 01:00:00 EDT,100.1,101.51,32,22,83,2.3,4.8,ERROR,24100,8,0,5,4.8,6.23E-16,7.95E-02,
137387,2023-10-23 02:00:00 EDT,100.17,101.59,31,14,87,2.1,4.1,ERROR,24100,6,0,4.8,4.1,8.11E-16,6.80E-02,
137447,2023-10-23 03:00:00 EDT,100.23,101.65,31,19,86,2.1,4.2,ERROR,24100,4,0,4.8,3.9,1.54E-15,4.52E-02,
137507,2023-10-23 04:00:00 EDT,100.29,101.71,30,15,93,1.9,2.8,ERROR,24100,2,0,4.2,2.8,2.06E-15,3.87E-02,
137567,2023-10-23 05:00:00 EDT,100.38,101.8,29,8,96,1.3,1.8,ERROR,24100,2,0,4,1.8,1.87E-15,4.08E-02,
137627,2023-10-23 06:00:00 EDT,100.47,101.9,26,9,98,0.9,1.2,ERROR,24100,2,0,2.1,1.2,1.86E-15,4.07E-02,
137687,2023-10-23 07:00:00 EDT,100.56,101.99,26,10,98,0,0.3,ERROR,24100,2,0,1.2,0.3,6.66E-16,8.71E-02,
137747,2023-10-23 08:00:00 EDT,100.69,102.12,27,11,98,0.5,0.8,ERROR,24100,3,32,0.8,-0.3,2.19E-15,4.20E-02,
137807,2023-10-23 09:00:00 EDT,100.78,102.21,28,17,92,1.7,2.8,ERROR,24100,3,479,2.8,0.8,6.45E-15,1.95E-02,
