,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
45107,2023-08-20 00:00:00 EDT,99.99,101.37,19,7,85,12.3,14.7,ERROR,24100,1,0,17.1,14.6,2.00E-15,3.95E-02,8.90E-15,1.72E-02
45167,2023-08-20 01:00:00 EDT,100.03,101.41,20,12,87,12.4,14.5,ERROR,24100,2,0,15.1,14.2,1.84E-15,4.08E-02,1.27E-14,1.28E-02
45227,2023-08-20 02:00:00 EDT,100.05,101.43,21,14,86,12.6,15,ERROR,24100,2,0,15.3,14.5,9.73E-16,6.11E-02,9.74E-15,1.52E-02
45287,2023-08-20 03:00:00 EDT,100.05,101.43,22,13,87,13,15.1,ERROR,24100,7,0,15.3,14.8,1.50E-15,4.62E-02,3.51E-15,3.08E-02
45347,2023-08-20 04:00:00 EDT,100.11,101.49,22,11,90,12.8,14.3,ERROR,24100,3,0,15.2,14.3,1.29E-15,5.21E-02,3.36E-15,3.21E-02
45407,2023-08-20 05:00:00 EDT,100.18,101.56,23,14,90,13,14.7,ERROR,24100,7,0,14.8,14,1.51E-15,4.78E-02,5.43E-16,9.21E-02
45467,2023-08-20 06:00:00 EDT,100.18,101.56,20,9,90,13,14.6,ERROR,24100,7,0,15.1,14.6,5.93E-16,8.40E-02,1.81E-16,1.68E-01
45527,2023-08-20 07:00:00 EDT,100.19,101.57,20,11,88,13.4,15.3,ERROR,24100,7,74,15.3,14.6,3.67E-16,1.11E-01,,
45587,2023-08-20 08:00:00 EDT,100.17,101.55,22,16,82,14.1,17.3,ERROR,24100,7,414,17.3,15.3,2.55E-15,4.42E-02,,
45647,2023-08-20 09:00:00 EDT,100.19,101.57,22,16,77,14.8,18.9,ERROR,24100,6,673,19.2,17.3,7.29E-15,1.81E-02,,
45707,2023-08-20 10:00:00 EDT,100.25,101.63,25,14,71,15.4,20.9,ERROR,24100,6,1416,20.9,18.9,9.14E-15,1.67E-02,,
45767,2023-08-20 11:00:00 EDT,100.18,101.56,22,14,72,15.8,21.1,ERROR,24100,5,1975,22.1,20.7,6.11E-15,2.29E-02,,
