,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
253727,2024-01-11 20:00:00 EST,99.85,101.3,30,9,90,-7.8,-6.4,-11,24100,8,0,-6.3,-6.8,6.77E-16,1.18E-01,3.28E-15,2.99E-02
253787,2024-01-11 21:00:00 EST,99.92,101.37,31,8,90,-7.7,-6.4,-10,16100,8,0,-6.3,-6.4,9.01E-16,1.11E-01,6.68E-15,1.91E-02
253847,2024-01-11 22:00:00 EST,99.96,101.41,33,7,90,-7.7,-6.3,-10,16100,8,0,-6.3,-6.5,5.56E-16,8.38E-02,8.77E-15,1.59E-02
253907,2024-01-11 23:00:00 EST,100.1,101.55,30,8,87,-8.1,-6.3,-10,16100,8,0,-6.3,-6.5,4.01E-16,1.02E-01,8.46E-15,1.63E-02
253967,2024-01-12 00:00:00 EST,100.18,101.63,30,9,86,-8.3,-6.2,-10,16100,8,0,-6.2,-6.3,3.09E-16,1.20E-01,9.03E-15,1.56E-02
254027,2024-01-12 01:00:00 EST,100.26,101.71,31,7,85,-8.4,-6.3,-10,16100,8,0,-6.2,-6.3,3.65E-16,1.08E-01,7.14E-15,1.85E-02
254087,2024-01-12 02:00:00 EST,100.41,101.86,30,12,77,-9.6,-6.2,-11,16100,8,0,-6.2,-6.3,3.37E-16,1.13E-01,2.32E-15,3.81E-02
254147,2024-01-12 03:00:00 EST,100.54,102,25,5,85,-8.7,-6.6,-9,24100,7,0,-6.2,-6.6,3.22E-16,1.17E-01,5.52E-16,8.88E-02
254207,2024-01-12 04:00:00 EST,100.59,102.05,28,6,84,-8.9,-6.6,-10,24100,8,0,-6.5,-6.7,2.98E-16,1.23E-01,,
254267,2024-01-12 05:00:00 EST,100.62,102.08,25,7,84,-9.1,-6.8,-10,24100,7,0,-6.5,-6.8,6.93E-16,7.74E-02,,
254327,2024-01-12 06:00:00 EST,100.66,102.12,28,7,85,-10,-7.8,-11,24100,7,0,-6.8,-8.2,9.51E-16,6.33E-02,,
254387,2024-01-12 07:00:00 EST,100.88,102.35,25,10,82,-10.7,-8.2,-13,24100,6,0,-7.4,-8.4,1.62E-15,4.81E-02,,
