,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
80207,2023-09-13 09:00:00 EDT,99.94,101.32,23,10,88,15.3,17.3,ERROR,24100,1,873,17.3,15.4,9.45E-15,1.54E-02,2023-09-14 08:00:00 EDT
80267,2023-09-13 10:00:00 EDT,99.95,101.32,24,13,75,14.4,18.9,ERROR,24100,1,1622,19.1,17.3,1.00E-14,1.48E-02,2.21E-15
80327,2023-09-13 11:00:00 EDT,99.94,101.31,20,19,62,13.5,21,ERROR,24100,6,2171,21,18.9,1.13E-14,1.39E-02,3.96E-02
80387,2023-09-13 12:00:00 EDT,99.95,101.32,24,19,63,12.8,20.1,ERROR,24100,5,2143,21.7,19.3,8.60E-15,1.64E-02,
80447,2023-09-13 13:00:00 EDT,99.91,101.28,22,21,57,11.7,20.2,ERROR,24100,5,1976,20.9,19.8,8.46E-15,1.65E-02,
80507,2023-09-13 14:00:00 EDT,99.9,101.27,23,19,57,11.5,20.3,ERROR,24100,5,2209,22,20.1,5.73E-15,2.10E-02,
80567,2023-09-13 15:00:00 EDT,99.88,101.24,23,16,54,11.2,20.9,ERROR,24100,6,1352,21.5,20.4,5.92E-15,2.12E-02,
80627,2023-09-13 16:00:00 EDT,99.89,101.26,22,23,55,10.3,19.6,ERROR,24100,7,1123,21.3,19.6,3.65E-15,3.06E-02,
80687,2023-09-13 17:00:00 EDT,99.87,101.24,22,12,53,10.3,20.1,ERROR,24100,3,1363,20.9,19.5,8.81E-16,7.02E-02,
80747,2023-09-13 18:00:00 EDT,99.89,101.27,24,19,59,10.5,18.5,ERROR,24100,7,528,20.4,18.5,3.89E-16,1.33E-01,
80807,2023-09-13 19:00:00 EDT,99.92,101.3,23,14,65,11.3,18,ERROR,24100,8,91,18.7,18,3.32E-16,1.52E-01,
80867,2023-09-13 20:00:00 EDT,99.97,101.35,22,13,71,11.9,17.2,ERROR,24100,7,4,18,17.2,2.75E-16,1.29E-01,
