,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
267527,2024-01-21 10:00:00 EST,101.51,103.01,29,17,68,-20.2,-15.5,-24,24100,2,973,-15.5,-17,8.79E-15,1.60E-02,2024-01-22 09:00:00 EST
267587,2024-01-21 11:00:00 EST,101.54,103.04,29,23,64,-19.8,-14.3,-24,24100,2,1407,-14.3,-15.5,9.72E-15,1.49E-02,1.59E-15
267647,2024-01-21 12:00:00 EST,101.52,103.02,29,21,62,-19.2,-13.4,-22,24100,2,1650,-13.4,-14.4,9.33E-15,1.53E-02,4.79E-02
267707,2024-01-21 13:00:00 EST,101.51,103.01,29,17,60,-18.6,-12.3,-20,24100,0,1694,-12.3,-13.4,7.67E-15,1.73E-02,
267767,2024-01-21 14:00:00 EST,101.52,103.02,25,19,60,-18.1,-11.8,-20,24100,0,1547,-11.7,-12.3,5.23E-15,2.23E-02,
267827,2024-01-21 15:00:00 EST,101.55,103.05,25,21,57,-18.1,-11.3,-20,24100,1,1204,-11.2,-11.8,1.23E-15,6.48E-02,
267887,2024-01-21 16:00:00 EST,101.58,103.08,28,19,54,-18,-10.5,-18,24100,4,672,-10.5,-11.3,6.70E-16,8.56E-02,
267947,2024-01-21 17:00:00 EST,101.61,103.11,26,10,57,-18.3,-11.4,-17,24100,5,127,-10.4,-11.4,2.11E-15,3.89E-02,
268007,2024-01-21 18:00:00 EST,101.62,103.12,23,9,59,-18.4,-11.9,-17,24100,6,0,-11.3,-12.6,2.28E-15,3.59E-02,
268067,2024-01-21 19:00:00 EST,101.63,103.13,17,9,62,-18.3,-12.5,-18,24100,5,0,-11.5,-12.5,2.16E-15,3.85E-02,
268127,2024-01-21 20:00:00 EST,101.63,103.14,17,9,65,-18.2,-12.8,-18,24100,3,0,-12.1,-13.2,5.67E-15,2.30E-02,
268187,2024-01-21 21:00:00 EST,101.55,103.05,19,11,64,-18.5,-13.1,-19,24100,3,0,-12,-13.1,5.61E-15,2.09E-02,
