,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
158027,2023-11-06 09:00:00 EST,100.71,102.15,9,12,73,-5.3,-1.1,-5,24100,7,206,-1.1,-1.9,5.76E-15,2.06E-02,2023-11-07 08:00:00 EST
158087,2023-11-06 10:00:00 EST,100.61,102.05,8,16,72,-4.5,0,-5,24100,8,600,0,-1.1,2.68E-15,3.57E-02,2.28E-16
158147,2023-11-06 11:00:00 EST,100.53,101.97,8,14,72,-4.2,0.2,ERROR,24100,8,455,0.5,-0.5,3.70E-15,2.74E-02,1.47E-01
158207,2023-11-06 12:00:00 EST,100.4,101.84,8,16,73,-3.6,0.7,ERROR,24100,8,484,1,-0.1,2.07E-15,3.82E-02,
158267,2023-11-06 13:00:00 EST,100.23,101.66,8,18,71,-3.5,1.2,ERROR,24100,8,255,1.3,0.7,1.47E-15,4.85E-02,
158327,2023-11-06 14:00:00 EST,100.09,101.52,10,20,69,-3.3,1.9,ERROR,24100,8,230,1.9,1.2,4.59E-16,1.64E-01,
158387,2023-11-06 15:00:00 EST,99.93,101.36,9,19,78,-1.9,1.5,ERROR,24100,8,202,2.4,1.5,1.57E-16,1.97E-01,
158447,2023-11-06 16:00:00 EST,99.84,101.27,9,19,84,-1.1,1.3,ERROR,16100,8,64,1.6,1.3,2.29E-16,1.49E-01,
158507,2023-11-06 17:00:00 EST,99.61,101.03,9,26,89,-0.5,1.2,ERROR,24100,8,6,1.3,1.1,1.97E-16,1.62E-01,
158567,2023-11-06 18:00:00 EST,99.45,100.87,8,21,89,0.1,1.7,ERROR,24100,8,0,1.8,1.1,2.25E-16,1.52E-01,
158627,2023-11-06 19:00:00 EST,99.48,100.9,10,13,89,0.6,2.3,ERROR,24100,8,0,2.3,1.8,2.83E-16,1.35E-01,
158687,2023-11-06 20:00:00 EST,99.29,100.71,8,16,92,1.2,2.3,ERROR,16100,8,0,2.4,1.8,4.34E-16,1.02E-01,
