,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
169787,2023-11-14 13:00:00 EST,101.35,102.79,29,16,85,1.3,3.6,ERROR,24100,7,520,4.2,3.4,1.39E-15,5.47E-02,9.55E-16,6.37E-02
169847,2023-11-14 14:00:00 EST,101.34,102.78,28,17,75,0.4,4.5,ERROR,24100,6,836,4.5,3.4,4.00E-16,1.08E-01,,
169907,2023-11-14 15:00:00 EST,101.34,102.78,28,14,75,0.1,4.2,ERROR,24100,7,431,4.8,4.1,1.79E-16,1.70E-01,,
169967,2023-11-14 16:00:00 EST,101.4,102.84,29,12,75,-0.1,3.9,ERROR,24100,7,190,4.2,3.9,1.36E-16,1.96E-01,,
170027,2023-11-14 17:00:00 EST,101.43,102.87,27,10,73,-0.9,3.5,ERROR,24100,7,12,3.8,3.4,1.30E-16,2.01E-01,,
170087,2023-11-14 18:00:00 EST,101.45,102.89,30,10,74,-1,3.1,ERROR,24100,8,0,3.5,3.1,1.98E-16,1.65E-01,,
170147,2023-11-14 19:00:00 EST,101.46,102.9,28,8,74,-1.3,3,ERROR,24100,8,0,3.2,2.9,2.96E-16,1.29E-01,,
170207,2023-11-14 20:00:00 EST,101.47,102.91,21,4,78,-1.2,2.3,ERROR,24100,8,0,3,2.2,3.51E-16,1.19E-01,,
170267,2023-11-14 21:00:00 EST,101.47,102.91,24,3,79,-1.3,2,ERROR,24100,8,0,2.5,2,4.53E-16,1.02E-01,,
170327,2023-11-14 22:00:00 EST,101.41,102.85,12,6,81,-1.8,1.1,ERROR,24100,7,0,2.2,0.9,4.89E-16,9.07E-02,,
170387,2023-11-14 23:00:00 EST,101.38,102.82,18,8,80,-2.4,0.7,ERROR,24100,2,0,1.4,-0.3,1.33E-15,6.31E-02,,
170447,2023-11-15 00:00:00 EST,101.34,102.78,14,6,90,-2,-0.6,-3,24100,0,0,1.1,-1.2,3.05E-15,3.02E-02,,
