,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
68867,2023-09-05 12:00:00 EDT,100.13,101.49,12,4,69,23.1,29.2,ERROR,24100,0,2496,29.9,27.8,1.36E-14,1.22E-02,5.21E-15,2.19E-02
68927,2023-09-05 13:00:00 EDT,100.09,101.45,36,2,62,22.8,30.6,ERROR,24100,1,2717,31,29.3,1.37E-14,1.22E-02,,
68987,2023-09-05 14:00:00 EDT,100.05,101.41,16,11,57,22,31.4,ERROR,24100,3,0,31.9,30.6,1.17E-14,1.34E-02,,
69047,2023-09-05 15:00:00 EDT,100,101.36,19,7,56,22.3,32,ERROR,24100,3,0,32.5,31.2,1.03E-14,1.45E-02,,
69107,2023-09-05 16:00:00 EDT,99.95,101.31,17,5,62,22.9,30.8,ERROR,24100,3,0,32.3,30.7,7.62E-15,1.75E-02,,
69167,2023-09-05 17:00:00 EDT,99.91,101.27,15,5,60,23,31.6,ERROR,24100,2,0,31.8,30.8,4.96E-15,2.31E-02,,
69227,2023-09-05 18:00:00 EDT,99.89,101.25,15,14,63,23.8,31.4,ERROR,24100,1,880,31.8,31,1.40E-15,5.51E-02,,
69287,2023-09-05 19:00:00 EDT,99.88,101.24,16,10,74,23.8,28.9,ERROR,24100,1,459,31.3,28.9,1.24E-15,5.40E-02,,
69347,2023-09-05 20:00:00 EDT,99.91,101.27,16,8,81,23.3,26.7,ERROR,24100,1,26,28.9,26.3,1.77E-15,4.48E-02,,
69407,2023-09-05 21:00:00 EDT,99.94,101.3,17,9,85,23.1,25.7,ERROR,24100,0,0,27.1,25.7,8.72E-16,6.43E-02,,
69467,2023-09-05 22:00:00 EDT,99.91,101.27,18,9,88,22.7,24.9,ERROR,24100,0,0,25.8,24.9,7.69E-16,7.23E-02,,
69527,2023-09-05 23:00:00 EDT,99.91,101.27,20,10,90,22.2,24,ERROR,24100,0,0,24.8,23.8,1.34E-15,6.16E-02,,
