Index,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr
217427,2023-12-17 15:00:00 EST,100.16,101.59,8,18,79,0.4,3.7,ERROR,24100,8,56,3.7,3.4
217487,2023-12-17 16:00:00 EST,100.04,101.46,8,20,80,0.9,4,ERROR,24100,8,26,4,3.7
217547,2023-12-17 17:00:00 EST,99.92,101.34,8,18,82,1.6,4.5,ERROR,24100,8,0,4.5,4
217607,2023-12-17 18:00:00 EST,99.83,101.25,9,13,85,2.6,4.9,ERROR,24100,8,ERROR,4.9,4.3
217667,2023-12-17 19:00:00 EST,99.74,101.16,3,10,97,4,4.3,ERROR,9700,8,ERROR,5,4.3
217727,2023-12-17 20:00:00 EST,99.62,101.04,5,9,100,4.2,4.3,ERROR,9700,8,ERROR,4.8,4.1
217787,2023-12-17 21:00:00 EST,99.48,100.89,5,11,100,4.1,4.1,ERROR,2400,5,ERROR,4.4,4
217847,2023-12-17 22:00:00 EST,99.37,100.78,5,9,100,3.7,3.8,ERROR,2400,5,ERROR,4.3,3.8
217907,2023-12-17 23:00:00 EST,99.25,100.66,10,10,99,3.7,3.8,ERROR,1600,3,ERROR,4,3.7
217967,2023-12-18 00:00:00 EST,99.14,100.54,15,10,100,6.7,6.7,ERROR,9700,8,ERROR,6.7,3.7
218027,2023-12-18 01:00:00 EST,99.02,100.42,13,9,100,6.8,6.8,ERROR,9700,8,ERROR,7,6.5
218087,2023-12-18 02:00:00 EST,98.89,100.29,4,9,100,4.9,5,ERROR,1600,5,ERROR,7.1,4.8
218147,2023-12-18 03:00:00 EST,98.75,100.15,5,9,100,4.3,4.3,ERROR,1200,3,ERROR,5.2,4.3
218207,2023-12-18 04:00:00 EST,98.54,99.93,7,12,99,5.1,5.1,ERROR,1200,3,ERROR,5.3,4.3
218267,2023-12-18 05:00:00 EST,98.44,99.83,5,9,99,5,5.1,ERROR,2400,3,ERROR,5.2,5
218327,2023-12-18 06:00:00 EST,98.25,99.64,3,10,99,4.6,4.7,ERROR,2400,5,ERROR,5.2,4.7
218387,2023-12-18 07:00:00 EST,98.03,99.41,1,13,99,4.7,4.8,ERROR,4800,7,ERROR,5,4.7
218447,2023-12-18 08:00:00 EST,97.8,99.18,0,16,99,4.7,4.8,ERROR,2400,4,ERROR,5,4.7
218507,2023-12-18 09:00:00 EST,97.58,98.96,34,18,99,5.8,5.8,ERROR,3200,5,18,5.8,4.8
218567,2023-12-18 10:00:00 EST,97.43,98.8,30,14,100,5.8,5.9,ERROR,4800,7,62,6.2,5.2
218627,2023-12-18 11:00:00 EST,97.36,98.73,28,14,100,5.6,5.7,ERROR,6400,8,110,5.8,5.6
218687,2023-12-18 12:00:00 EST,97.24,98.61,29,17,100,5.8,5.8,ERROR,12900,8,220,5.9,5.5
218747,2023-12-18 13:00:00 EST,97.22,98.59,28,20,100,5.8,5.8,ERROR,24100,8,225,6,5.8
218807,2023-12-18 14:00:00 EST,97.23,98.6,28,18,100,5.6,5.6,ERROR,16100,8,220,5.8,5.5
218867,2023-12-18 15:00:00 EST,97.25,98.62,27,19,100,5.7,5.7,ERROR,16100,8,183,5.8,5.5
218927,2023-12-18 16:00:00 EST,97.31,98.68,26,20,100,4.9,4.9,ERROR,24100,8,48,5.7,4.9
218987,2023-12-18 17:00:00 EST,97.47,98.85,25,20,99,4.6,4.7,ERROR,24100,8,8,5.2,4.7
219047,2023-12-18 18:00:00 EST,97.57,98.95,26,17,100,4.3,4.4,ERROR,16100,8,ERROR,4.7,4.3
219107,2023-12-18 19:00:00 EST,97.71,99.09,27,19,99,4.4,4.5,ERROR,11300,8,ERROR,4.5,4.4
219167,2023-12-18 20:00:00 EST,97.78,99.16,29,21,99,4.3,4.4,ERROR,11300,8,ERROR,4.5,4.4
219227,2023-12-18 21:00:00 EST,97.89,99.27,26,14,100,4,4,ERROR,12900,8,ERROR,4.4,4
219287,2023-12-18 22:00:00 EST,98.08,99.47,29,28,96,2.3,2.9,ERROR,6400,8,ERROR,4.2,2.9
219347,2023-12-18 23:00:00 EST,98.23,99.62,28,15,98,1.1,1.3,ERROR,12900,8,ERROR,4,1.3
219407,2023-12-19 00:00:00 EST,98.36,99.75,30,14,99,0.1,0.3,ERROR,3200,6,ERROR,1.6,0.3
219467,2023-12-19 01:00:00 EST,98.47,99.87,33,23,96,-0.7,-0.1,-6,8100,8,ERROR,1.1,-0.1
219527,2023-12-19 02:00:00 EST,98.62,100.02,33,28,93,-1.9,-0.9,-7,3200,7,ERROR,0.2,-1
219587,2023-12-19 03:00:00 EST,98.75,100.15,32,34,86,-3.9,-1.9,-9,3200,7,ERROR,-0.7,-1.9
219647,2023-12-19 04:00:00 EST,98.84,100.25,32,28,90,-4.2,-2.7,-10,3200,7,ERROR,-1.6,-2.8
219707,2023-12-19 05:00:00 EST,98.99,100.4,31,25,87,-4.9,-3,-10,3200,7,ERROR,-2.7,-3
219767,2023-12-19 06:00:00 EST,99.2,100.61,30,25,91,-4.8,-3.6,-11,2400,6,ERROR,-2.8,-3.6
219827,2023-12-19 07:00:00 EST,99.41,100.83,31,23,87,-5.8,-4,-11,6400,8,ERROR,-3.6,-4.2
219887,2023-12-19 08:00:00 EST,99.6,101.02,31,29,77,-7.6,-4.1,-12,16100,8,6,-4,-4.3
219947,2023-12-19 09:00:00 EST,99.77,101.19,29,28,76,-7.7,-4.2,-12,24100,7,108,-3.8,-4.2
220007,2023-12-19 10:00:00 EST,99.95,101.38,31,30,71,-8.8,-4.3,-12,24100,7,471,-3.8,-4.4
220067,2023-12-19 11:00:00 EST,100.04,101.47,29,27,72,-8.3,-3.9,-11,24100,7,746,-3.6,-4.3
220127,2023-12-19 12:00:00 EST,100.13,101.57,28,28,74,-8.7,-4.8,-12,24100,7,471,-3.9,-4.8
220187,2023-12-19 13:00:00 EST,100.26,101.7,28,32,70,-9.5,-4.7,-13,24100,8,549,-4.6,-4.9
220247,2023-12-19 14:00:00 EST,100.37,101.81,26,22,73,-9.1,-5.1,-12,24100,7,454,-4.7,-5.2
220307,2023-12-19 15:00:00 EST,100.5,101.95,28,15,71,-9.8,-5.4,-11,24100,7,327,-5,-5.5
220367,2023-12-19 16:00:00 EST,100.67,102.12,26,17,74,-9.7,-5.7,-12,24100,7,123,-5.4,-5.8
220427,2023-12-19 17:00:00 EST,100.81,102.27,25,14,74,-11,-7.1,-13,24100,2,6,-5.7,-7.1
220487,2023-12-19 18:00:00 EST,100.92,102.38,26,11,80,-11.7,-8.9,-14,24100,1,ERROR,-7.1,-8.9
220547,2023-12-19 19:00:00 EST,101.02,102.48,25,7,81,-10.9,-8.2,-12,24100,0,ERROR,-8.2,-8.9
220607,2023-12-19 20:00:00 EST,101.05,102.51,19,6,84,-11,-8.8,-12,24100,0,ERROR,-8.2,-9
220667,2023-12-19 21:00:00 EST,101.11,102.58,16,9,88,-10.5,-8.9,-14,24100,0,ERROR,-8.4,-9.3
220727,2023-12-19 22:00:00 EST,101.17,102.64,17,8,90,-10.5,-9.1,-13,24100,0,ERROR,-9,-9.4
220787,2023-12-19 23:00:00 EST,101.22,102.69,16,8,89,-10.3,-8.8,-13,24100,0,ERROR,-8.4,-9.1
220847,2023-12-20 00:00:00 EST,101.23,102.7,18,8,89,-10.2,-8.7,-13,24100,4,ERROR,-8.2,-8.9
220907,2023-12-20 01:00:00 EST,101.23,102.7,19,11,87,-9.4,-7.6,-13,24100,5,ERROR,-7.6,-8.6
220967,2023-12-20 02:00:00 EST,101.28,102.75,17,9,88,-9.9,-8.2,-13,24100,2,ERROR,-7.5,-8.7
221027,2023-12-20 03:00:00 EST,101.28,102.75,16,8,87,-10.3,-8.5,-13,24100,0,ERROR,-8,-8.5
221087,2023-12-20 04:00:00 EST,101.28,102.75,16,4,90,-10,-8.7,-11,24100,0,ERROR,-8.4,-8.9
221147,2023-12-20 05:00:00 EST,101.29,102.76,13,4,92,-10,-8.9,-11,24100,2,ERROR,-8.3,-9.2
221207,2023-12-20 06:00:00 EST,101.31,102.78,19,9,90,-8.4,-7,-11,24100,4,ERROR,-7,-10.1
221267,2023-12-20 07:00:00 EST,101.32,102.79,17,10,90,-7.4,-5.9,-10,24100,6,ERROR,-5.9,-7
221327,2023-12-20 08:00:00 EST,101.38,102.85,20,7,90,-6.7,-5.3,-9,24100,7,5,-5.3,-5.9
221387,2023-12-20 09:00:00 EST,101.44,102.91,21,5,91,-5.5,-4.1,-6,24100,7,107,-4.1,-5.3
221447,2023-12-20 10:00:00 EST,101.47,102.94,24,7,86,-4.9,-2.9,-6,24100,7,302,-2.9,-4.1
221507,2023-12-20 11:00:00 EST,101.48,102.95,26,8,86,-4.4,-2.3,-5,24100,7,363,-2.3,-3
221567,2023-12-20 12:00:00 EST,101.44,102.91,26,5,82,-4.5,-1.8,-4,24100,8,282,-1.8,-2.4
221627,2023-12-20 13:00:00 EST,101.43,102.89,28,9,79,-4.3,-1.2,-4,24100,8,364,-1.2,-1.8
221687,2023-12-20 14:00:00 EST,101.47,102.93,30,11,81,-3.9,-1.1,-5,24100,8,269,-1,-1.2
221747,2023-12-20 15:00:00 EST,101.53,103,29,13,79,-4.2,-1.1,-5,24100,8,164,-1,-1.2
221807,2023-12-20 16:00:00 EST,101.61,103.08,31,14,81,-4,-1.2,-6,24100,8,67,-1.1,-1.2
221867,2023-12-20 17:00:00 EST,101.68,103.15,30,9,85,-3.9,-1.7,-5,24100,8,5,-1.2,-1.7
221927,2023-12-20 18:00:00 EST,101.75,103.22,32,11,82,-3.8,-1.1,-5,24100,8,ERROR,-1.1,-1.9
221987,2023-12-20 19:00:00 EST,101.81,103.28,33,10,83,-3.8,-1.3,-5,24100,8,ERROR,-1,-1.5
222047,2023-12-20 20:00:00 EST,101.86,103.33,1,17,80,-4.3,-1.2,-6,24100,8,ERROR,-0.9,-1.3
222107,2023-12-20 21:00:00 EST,101.92,103.39,1,25,75,-5.5,-1.6,-8,24100,7,ERROR,-1.2,-1.6
222167,2023-12-20 22:00:00 EST,101.98,103.45,0,19,75,-6.4,-2.7,-8,24100,7,ERROR,-1.7,-2.7
222227,2023-12-20 23:00:00 EST,102.02,103.49,34,17,72,-7.9,-3.5,-9,24100,4,ERROR,-2.6,-3.5
222287,2023-12-21 00:00:00 EST,102.05,103.52,35,13,77,-8.6,-5.1,-10,24100,2,ERROR,-3.5,-5.1
222347,2023-12-21 01:00:00 EST,102.1,103.57,35,20,72,-10,-5.7,-12,24100,2,ERROR,-5,-5.8
222407,2023-12-21 02:00:00 EST,102.18,103.65,1,19,68,-12,-7.1,-14,24100,1,ERROR,-5.7,-7.1
222467,2023-12-21 03:00:00 EST,102.25,103.73,1,17,68,-13.1,-8.2,-15,24100,0,ERROR,-7.2,-8.2
222527,2023-12-21 04:00:00 EST,102.29,103.77,1,21,69,-13.5,-8.7,-16,24100,0,ERROR,-8.2,-8.7
222587,2023-12-21 05:00:00 EST,102.32,103.8,1,24,69,-13.9,-9.3,-18,24100,0,ERROR,-8.7,-9.3
222647,2023-12-21 06:00:00 EST,102.39,103.87,0,19,71,-14.2,-9.9,-18,24100,0,ERROR,-9.2,-10.1
222707,2023-12-21 07:00:00 EST,102.45,103.93,34,14,74,-14.3,-10.5,-17,24100,0,ERROR,-9.9,-10.6
222767,2023-12-21 08:00:00 EST,102.48,103.96,33,16,74,-14.3,-10.5,-18,24100,0,9,-10.4,-10.9
222827,2023-12-21 09:00:00 EST,102.53,104.01,0,16,70,-13.9,-9.3,-16,24100,0,343,-9.3,-10.5
222887,2023-12-21 10:00:00 EST,102.55,104.03,2,21,68,-13.5,-8.5,-16,24100,0,829,-8.5,-9.3
222947,2023-12-21 11:00:00 EST,102.49,103.97,0,15,65,-12.8,-7.3,-13,24100,0,1205,-7.2,-8.5
223007,2023-12-21 12:00:00 EST,102.39,103.87,0,14,62,-12.7,-6.6,-12,24100,1,1399,-6.5,-7.3
223067,2023-12-21 13:00:00 EST,102.33,103.81,0,4,58,-13.1,-6,-8,24100,1,1402,-5.8,-6.8
223127,2023-12-21 14:00:00 EST,102.27,103.75,32,4,54,-13.6,-5.7,-8,24100,1,1206,-5.5,-6.3
223187,2023-12-21 15:00:00 EST,102.25,103.73,33,9,56,-13,-5.6,-10,24100,1,838,-5.3,-5.8
223247,2023-12-21 16:00:00 EST,102.24,103.73,31,12,62,-12.8,-6.7,-12,24100,1,322,-5.5,-6.8
223307,2023-12-21 17:00:00 EST,102.25,103.74,32,15,68,-12.4,-7.4,-14,24100,1,9,-6.8,-8.4
223367,2023-12-21 18:00:00 EST,102.22,103.71,34,15,71,-12.2,-7.7,-14,24100,0,ERROR,-7.2,-8
223427,2023-12-21 19:00:00 EST,102.2,103.69,32,11,77,-12.6,-9.2,-15,24100,0,ERROR,-7.7,-10
223487,2023-12-21 20:00:00 EST,102.17,103.66,0,13,73,-12.7,-8.7,-15,24100,0,ERROR,-8.2,-9.3
223547,2023-12-21 21:00:00 EST,102.15,103.64,0,9,73,-13.1,-9,-14,24100,0,ERROR,-8.6,-9.1
223607,2023-12-21 22:00:00 EST,102.13,103.62,0,12,75,-13.1,-9.5,-15,24100,0,ERROR,-9,-9.6
223667,2023-12-21 23:00:00 EST,102.11,103.6,1,8,79,-13.7,-10.6,-15,24100,0,ERROR,-9.5,-11.3
223727,2023-12-22 00:00:00 EST,102.05,103.54,4,12,82,-14.1,-11.6,-18,24100,0,ERROR,-10.2,-11.7
223787,2023-12-22 01:00:00 EST,102.03,103.52,1,10,81,-13.8,-11.2,-17,24100,0,ERROR,-11.2,-12.1
223847,2023-12-22 02:00:00 EST,102.01,103.5,3,11,82,-14.3,-11.9,-18,24100,1,ERROR,-11,-12.3
223907,2023-12-22 03:00:00 EST,102.01,103.5,1,12,82,-13.6,-11.1,-17,24100,1,ERROR,-11.1,-12
223967,2023-12-22 04:00:00 EST,101.99,103.48,2,11,83,-13.7,-11.4,-17,24100,2,ERROR,-11.1,-12
224027,2023-12-22 05:00:00 EST,101.96,103.45,3,15,83,-13.8,-11.5,-19,24100,2,ERROR,-11.3,-12
224087,2023-12-22 06:00:00 EST,101.97,103.46,4,12,85,-14.8,-12.7,-19,24100,3,ERROR,-11.4,-12.7
224147,2023-12-22 07:00:00 EST,101.99,103.49,4,14,84,-15.2,-13.1,-20,24100,3,ERROR,-12.3,-13.2
224207,2023-12-22 08:00:00 EST,101.97,103.46,5,12,84,-14.4,-12.3,-19,24100,2,9,-12.3,-13.2
224267,2023-12-22 09:00:00 EST,102,103.49,5,13,80,-13.4,-10.6,-17,24100,2,318,-10.6,-12.2
224327,2023-12-22 10:00:00 EST,101.99,103.48,8,13,76,-12.4,-9,-15,24100,2,802,-9,-10.6
224387,2023-12-22 11:00:00 EST,101.94,103.43,10,11,76,-11.4,-7.8,-13,24100,3,1170,-7.8,-9.1
224447,2023-12-22 12:00:00 EST,101.85,103.34,9,13,73,-11.2,-7,-13,24100,3,1360,-7,-7.8
224507,2023-12-22 13:00:00 EST,101.78,103.26,10,7,68,-11.4,-6.5,-10,24100,2,1387,-6,-7.2
224567,2023-12-22 14:00:00 EST,101.77,103.25,9,4,67,-10.9,-5.8,-8,24100,3,1182,-5.6,-6.4
224627,2023-12-22 15:00:00 EST,101.76,103.24,11,5,67,-10.7,-5.5,-8,24100,5,797,-5.2,-5.8
224687,2023-12-22 16:00:00 EST,101.73,103.21,9,6,73,-11.1,-7,-10,24100,6,289,-5.5,-7
224747,2023-12-22 17:00:00 EST,101.72,103.21,6,4,77,-11,-7.6,-10,24100,5,10,-6.9,-8.1
224807,2023-12-22 18:00:00 EST,101.7,103.19,5,9,77,-11.9,-8.5,-13,24100,5,ERROR,-7.5,-8.8
224867,2023-12-22 19:00:00 EST,101.7,103.19,6,11,77,-11.9,-8.5,-14,24100,5,ERROR,-8,-8.6
224927,2023-12-22 20:00:00 EST,101.71,103.2,6,7,75,-12.6,-9,-13,24100,5,ERROR,-8.3,-9
224987,2023-12-22 21:00:00 EST,101.69,103.18,5,8,79,-12.7,-9.8,-14,24100,5,ERROR,-8.7,-9.8
225047,2023-12-22 22:00:00 EST,101.68,103.16,4,15,82,-12.6,-10,-17,24100,4,ERROR,-9.8,-10.5
225107,2023-12-22 23:00:00 EST,101.63,103.11,5,14,79,-12.5,-9.5,-16,24100,4,ERROR,-9.4,-10.2
225167,2023-12-23 00:00:00 EST,101.63,103.11,4,14,81,-13.2,-10.5,-17,24100,4,ERROR,-9.5,-10.5
225227,2023-12-23 01:00:00 EST,101.6,103.08,4,14,82,-13.1,-10.7,-17,24100,4,ERROR,-10.5,-10.9
225287,2023-12-23 02:00:00 EST,101.58,103.06,4,11,82,-12.8,-10.4,-16,24100,5,ERROR,-10,-10.7
225347,2023-12-23 03:00:00 EST,101.57,103.05,4,13,82,-12.3,-9.8,-16,24100,7,ERROR,-9.8,-10.6
225407,2023-12-23 04:00:00 EST,101.54,103.02,4,10,83,-12.1,-9.8,-15,24100,7,ERROR,-9.6,-9.8
225467,2023-12-23 05:00:00 EST,101.51,102.99,5,12,83,-11.9,-9.4,-15,24100,7,ERROR,-9.3,-9.8
225527,2023-12-23 06:00:00 EST,101.55,103.03,5,12,82,-11.5,-8.9,-15,24100,8,ERROR,-8.9,-9.4
225587,2023-12-23 07:00:00 EST,101.52,103,6,13,81,-11.5,-8.8,-15,24100,8,ERROR,-8.8,-9
225647,2023-12-23 08:00:00 EST,101.51,102.99,7,14,81,-11,-8.3,-14,24100,7,4,-8.3,-8.8
225707,2023-12-23 09:00:00 EST,101.52,103,6,12,80,-10.6,-7.8,-13,24100,7,76,-7.8,-8.3
225767,2023-12-23 10:00:00 EST,101.56,103.04,4,15,80,-9.8,-6.9,-13,24100,8,241,-6.9,-7.8
225827,2023-12-23 11:00:00 EST,101.52,103,7,13,77,-9.1,-5.7,-11,24100,8,460,-5.7,-6.9
225887,2023-12-23 12:00:00 EST,101.45,102.92,8,9,74,-8.9,-4.9,-9,24100,8,614,-4.9,-5.9
225947,2023-12-23 13:00:00 EST,101.42,102.89,6,8,71,-8.4,-4,-7,24100,8,576,-4,-4.9
226007,2023-12-23 14:00:00 EST,101.38,102.85,7,10,71,-8,-3.5,-7,24100,8,452,-3.5,-4.1
226067,2023-12-23 15:00:00 EST,101.39,102.86,7,9,73,-7.6,-3.4,-7,24100,8,332,-3.4,-3.6
226127,2023-12-23 16:00:00 EST,101.4,102.87,9,8,74,-7.2,-3.3,-7,24100,8,53,-3.3,-3.4
226187,2023-12-23 17:00:00 EST,101.42,102.89,9,8,75,-7,-3.3,-7,24100,8,5,-3.3,-3.4
226247,2023-12-23 18:00:00 EST,101.41,102.88,10,8,76,-6.8,-3.2,-6,24100,8,ERROR,-3.2,-3.3
226307,2023-12-23 19:00:00 EST,101.42,102.89,8,10,77,-6.5,-3.1,-7,16100,8,ERROR,-3,-3.2
226367,2023-12-23 20:00:00 EST,101.44,102.91,5,13,80,-6.1,-3.2,-8,12900,8,ERROR,-3,-3.2
226427,2023-12-23 21:00:00 EST,101.46,102.93,5,9,83,-5.7,-3.2,-7,12900,8,ERROR,-3.2,-3.2
226487,2023-12-23 22:00:00 EST,101.45,102.92,4,13,86,-5.3,-3.2,-8,12900,8,ERROR,-3.2,-3.3
226547,2023-12-23 23:00:00 EST,101.44,102.9,4,14,88,-4.9,-3.3,-8,12900,8,ERROR,-3.2,-3.3
226607,2023-12-24 00:00:00 EST,101.4,102.86,6,10,89,-4.7,-3.2,-7,12900,8,ERROR,-3.2,-3.3
226667,2023-12-24 01:00:00 EST,101.38,102.84,4,10,91,-4.4,-3.1,-7,12900,8,ERROR,-3.1,-3.2
226727,2023-12-24 02:00:00 EST,101.4,102.86,6,10,89,-4.5,-2.9,-7,12900,8,ERROR,-2.9,-3.2
226787,2023-12-24 03:00:00 EST,101.39,102.85,5,11,87,-4.5,-2.6,-7,12900,8,ERROR,-2.6,-2.9
226847,2023-12-24 04:00:00 EST,101.39,102.85,4,10,86,-4.4,-2.5,-6,9700,8,ERROR,-2.5,-2.7
226907,2023-12-24 05:00:00 EST,101.39,102.85,4,14,85,-4.5,-2.3,-7,9700,8,ERROR,-2.3,-2.5
226967,2023-12-24 06:00:00 EST,101.4,102.86,6,9,81,-4.8,-1.9,-5,12900,8,ERROR,-1.9,-2.3
227027,2023-12-24 07:00:00 EST,101.44,102.9,4,10,81,-4.7,-1.8,-5,12900,8,ERROR,-1.8,-1.9
227087,2023-12-24 08:00:00 EST,101.48,102.94,5,10,83,-4.3,-1.7,-5,19300,8,1,-1.7,-1.9
227147,2023-12-24 09:00:00 EST,101.55,103.01,4,9,83,-4,-1.4,-5,24100,8,30,-1.4,-1.7
227207,2023-12-24 10:00:00 EST,101.58,103.04,6,8,83,-3.6,-1,-4,8100,8,123,-1,-1.6
227267,2023-12-24 11:00:00 EST,101.56,103.02,7,8,84,-2.8,-0.3,-3,8100,8,247,-0.3,-1
227327,2023-12-24 12:00:00 EST,101.51,102.97,4,10,84,-2.5,-0.1,-3,8100,8,291,0,-0.3
227387,2023-12-24 13:00:00 EST,101.47,102.92,4,8,84,-2.2,0.3,ERROR,8100,8,326,0.3,-0.1
227447,2023-12-24 14:00:00 EST,101.47,102.92,4,7,85,-1.7,0.5,ERROR,8100,8,314,0.6,0.3
227507,2023-12-24 15:00:00 EST,101.49,102.94,6,7,86,-1.7,0.4,ERROR,8100,8,185,0.6,0.4
227567,2023-12-24 16:00:00 EST,101.52,102.97,5,9,87,-1.6,0.3,ERROR,8100,8,63,0.4,0.3
227627,2023-12-24 17:00:00 EST,101.55,103,5,5,88,-1.6,0.2,ERROR,8100,8,4,0.3,0.2
227687,2023-12-24 18:00:00 EST,101.55,103,4,8,87,-1.8,0.1,ERROR,16100,8,ERROR,0.3,0.1
227747,2023-12-24 19:00:00 EST,101.6,103.05,4,6,85,-2.1,0.1,ERROR,12900,8,ERROR,0.1,0
227807,2023-12-24 20:00:00 EST,101.59,103.04,5,7,87,-1.9,0,-2,12900,7,ERROR,0.1,0
227867,2023-12-24 21:00:00 EST,101.61,103.06,5,9,92,-1.1,0,-3,9700,8,ERROR,0.1,-0.1
227927,2023-12-24 22:00:00 EST,101.62,103.07,6,7,95,-0.8,-0.1,-3,8100,8,ERROR,0.1,-0.1
227987,2023-12-24 23:00:00 EST,101.57,103.02,7,9,95,-0.8,0,-3,8100,8,ERROR,0,-0.1
228047,2023-12-25 00:00:00 EST,101.55,103,8,4,88,-1.6,0.1,ERROR,9700,8,ERROR,0.1,0
228107,2023-12-25 01:00:00 EST,101.51,102.96,8,7,87,-1.9,0.1,ERROR,11300,8,ERROR,0.1,0
228167,2023-12-25 02:00:00 EST,101.54,102.99,36,2,88,-1.7,0.1,ERROR,12900,8,ERROR,0.2,0
228227,2023-12-25 03:00:00 EST,101.55,103,3,7,89,-1.5,0,-2,12900,8,ERROR,0.1,0
228287,2023-12-25 04:00:00 EST,101.55,103,4,5,89,-1.7,0,-2,12900,8,ERROR,0,0
228347,2023-12-25 05:00:00 EST,101.53,102.98,4,6,90,-1.5,-0.1,-2,12900,8,ERROR,0,-0.1
228407,2023-12-25 06:00:00 EST,101.55,103,3,8,92,-1.4,-0.2,-3,16100,8,ERROR,-0.1,-0.2
228467,2023-12-25 07:00:00 EST,101.57,103.02,4,7,90,-1.4,0,-2,16100,8,ERROR,0,-0.2
228527,2023-12-25 08:00:00 EST,101.56,103.01,5,8,90,-1.3,0.1,ERROR,12900,8,1,0.1,0
228587,2023-12-25 09:00:00 EST,101.57,103.02,5,7,91,-1.1,0.2,ERROR,16100,8,41,0.2,0
228647,2023-12-25 10:00:00 EST,101.62,103.07,8,7,89,-1.1,0.6,ERROR,16100,8,112,0.6,0.2
228707,2023-12-25 11:00:00 EST,101.56,103.01,9,10,88,-0.7,1,ERROR,16100,8,199,1,0.6
228767,2023-12-25 12:00:00 EST,101.52,102.97,36,3,88,-0.4,1.4,ERROR,16100,8,239,1.4,1
228827,2023-12-25 13:00:00 EST,101.45,102.9,7,5,87,-0.2,1.6,ERROR,16100,8,272,1.7,1.2
228887,2023-12-25 14:00:00 EST,101.41,102.86,7,5,89,0.3,2,ERROR,16100,8,200,2,1.6
228947,2023-12-25 15:00:00 EST,101.39,102.84,3,11,90,0.3,1.8,ERROR,24100,8,146,2.1,1.8
229007,2023-12-25 16:00:00 EST,101.33,102.77,7,10,92,0.5,1.6,ERROR,16100,8,78,1.8,1.6
229067,2023-12-25 17:00:00 EST,101.37,102.82,4,5,92,0.2,1.4,ERROR,24100,8,2,1.6,1.3
229127,2023-12-25 18:00:00 EST,101.4,102.85,4,10,94,0.4,1.3,ERROR,24100,8,ERROR,1.5,1.3
229187,2023-12-25 19:00:00 EST,101.39,102.84,5,13,94,0.4,1.3,ERROR,16100,8,ERROR,1.4,1.2
229247,2023-12-25 20:00:00 EST,101.39,102.84,1,5,95,0.5,1.3,ERROR,16100,8,ERROR,1.4,1.3
229307,2023-12-25 21:00:00 EST,101.35,102.8,3,10,94,0.5,1.3,ERROR,16100,8,ERROR,1.4,1.3
229367,2023-12-25 22:00:00 EST,101.29,102.73,4,11,94,0.6,1.4,ERROR,12900,8,ERROR,1.4,1.2
229427,2023-12-25 23:00:00 EST,101.28,102.72,4,9,95,0.6,1.4,ERROR,12900,8,ERROR,1.5,1.3
229487,2023-12-26 00:00:00 EST,101.23,102.67,6,9,94,0.7,1.7,ERROR,16100,8,ERROR,1.7,1.4
229547,2023-12-26 01:00:00 EST,101.19,102.63,4,10,95,0.8,1.6,ERROR,16100,8,ERROR,1.7,1.5
229607,2023-12-26 02:00:00 EST,101.18,102.62,5,8,95,0.9,1.6,ERROR,16100,8,ERROR,1.6,1.5
229667,2023-12-26 03:00:00 EST,101.18,102.62,4,9,95,0.9,1.6,ERROR,24100,8,ERROR,1.8,1.6
229727,2023-12-26 04:00:00 EST,101.14,102.58,4,9,95,1,1.8,ERROR,24100,7,ERROR,1.9,1.6
229787,2023-12-26 05:00:00 EST,101.12,102.56,3,10,97,-0.2,0.2,ERROR,16100,7,ERROR,1.8,0.2
229847,2023-12-26 06:00:00 EST,101.08,102.52,5,11,98,-0.9,-0.6,-4,16100,3,ERROR,0.7,-0.6
229907,2023-12-26 07:00:00 EST,101.12,102.56,3,11,99,0.1,0.2,ERROR,12900,7,ERROR,0.6,-1.2
229967,2023-12-26 08:00:00 EST,101.07,102.51,6,12,99,-1.3,-1.1,-5,12900,4,4,0.8,-1.1
230027,2023-12-26 09:00:00 EST,101.05,102.49,7,8,99,0.4,0.5,ERROR,16100,4,107,0.5,-1
230087,2023-12-26 10:00:00 EST,101.05,102.49,6,9,95,1.9,2.6,ERROR,24100,4,624,2.6,0.6
230147,2023-12-26 11:00:00 EST,100.97,102.4,6,3,90,2.3,3.8,ERROR,24100,6,584,3.8,2.7
230207,2023-12-26 12:00:00 EST,100.89,102.32,4,3,86,2.5,4.7,ERROR,24100,6,610,4.8,3.8
230267,2023-12-26 13:00:00 EST,100.78,102.21,6,7,81,3,6,ERROR,24100,7,728,6.2,4.7
230327,2023-12-26 14:00:00 EST,100.73,102.16,5,7,82,3.4,6.2,ERROR,24100,7,777,6.6,6
230387,2023-12-26 15:00:00 EST,100.72,102.15,6,9,82,3.3,6.2,ERROR,24100,6,442,6.6,6.2
230447,2023-12-26 16:00:00 EST,100.72,102.15,5,9,87,3.1,5,ERROR,24100,7,213,6.2,4.9
230507,2023-12-26 17:00:00 EST,100.71,102.14,5,10,89,2.4,4,ERROR,24100,7,12,5,4
230567,2023-12-26 18:00:00 EST,100.7,102.13,6,11,91,3.1,4.5,ERROR,24100,7,ERROR,4.7,3.8
