Index,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Dir (10s deg),Wind Spd (km/h),Stn Press (kPa)
18587,8/1/2023 14:00,2023,8,1,14:00,21.1,9,46,0,32,11,101.22
18647,8/1/2023 15:00,2023,8,1,15:00,20.2,9.6,51,0,36,11,101.2
18707,8/1/2023 16:00,2023,8,1,16:00,21.2,8.6,45,0,32,10,101.17
18767,8/1/2023 17:00,2023,8,1,17:00,21.2,9.2,46,0,29,9,101.18
18827,8/1/2023 18:00,2023,8,1,18:00,20.7,8.9,47,0,29,9,101.18
18887,8/1/2023 19:00,2023,8,1,19:00,19.5,9.1,51,0,31,7,101.21
18947,8/1/2023 20:00,2023,8,1,20:00,15.5,11.3,76,0,29,2,101.25
19007,8/1/2023 21:00,2023,8,1,21:00,13.8,11.9,88,0,ERROR,0,101.3
19067,8/1/2023 22:00,2023,8,1,22:00,13.4,11.3,87,0,22,4,101.31
19127,8/1/2023 23:00,2023,8,1,23:00,12.1,10.7,91,0,22,1,101.32
19187,8/2/2023 0:00,2023,8,2,0:00,11.3,10.2,93,0,22,1,101.31
19247,8/2/2023 1:00,2023,8,2,1:00,10.5,9.7,94,0,22,2,101.33
19307,8/2/2023 2:00,2023,8,2,2:00,10.7,10.3,97,0,ERROR,0,101.33
19367,8/2/2023 3:00,2023,8,2,3:00,9.8,9.4,97,0,0,1,101.32
19427,8/2/2023 4:00,2023,8,2,4:00,9.4,9,97,0,ERROR,0,101.33
19487,8/2/2023 5:00,2023,8,2,5:00,9.5,9.1,98,0,ERROR,0,101.33
19547,8/2/2023 6:00,2023,8,2,6:00,12.5,12.1,97,0,ERROR,0,101.34
19607,8/2/2023 7:00,2023,8,2,7:00,15.2,12.9,86,0,13,2,101.33
19667,8/2/2023 8:00,2023,8,2,8:00,17.5,13,75,0,13,3,101.31
19727,8/2/2023 9:00,2023,8,2,9:00,20.2,12.8,63,0,14,6,101.29
19787,8/2/2023 10:00,2023,8,2,10:00,21.5,13.8,61,0,20,9,101.25
19847,8/2/2023 11:00,2023,8,2,11:00,22.7,13.6,57,0,21,4,101.21
19907,8/2/2023 12:00,2023,8,2,12:00,23.1,12.2,50,0,25,6,101.17
19967,8/2/2023 13:00,2023,8,2,13:00,23.5,12.9,51,0,25,6,101.1
20027,8/2/2023 14:00,2023,8,2,14:00,24.3,11.7,45,0,20,10,101.06
20087,8/2/2023 15:00,2023,8,2,15:00,23.5,11.7,47,0,22,11,101.01
20147,8/2/2023 16:00,2023,8,2,16:00,24.3,10.3,41,0,22,10,100.93
20207,8/2/2023 17:00,2023,8,2,17:00,23.4,14.1,56,0,20,16,100.9
20267,8/2/2023 18:00,2023,8,2,18:00,22.9,14.5,59,0,21,18,100.86
20327,8/2/2023 19:00,2023,8,2,19:00,21.1,14.3,65,0,20,12,100.85
20387,8/2/2023 20:00,2023,8,2,20:00,20.4,13.7,66,0,20,15,100.84
20447,8/2/2023 21:00,2023,8,2,21:00,19.7,12.9,65,0,19,15,100.8
20507,8/2/2023 22:00,2023,8,2,22:00,19.3,12.7,66,0,21,13,100.77
20567,8/2/2023 23:00,2023,8,2,23:00,18.9,12.6,67,0,20,10,100.73
20627,8/3/2023 0:00,2023,8,3,0:00,18.7,12.3,66,0,18,10,100.69
20687,8/3/2023 1:00,2023,8,3,1:00,18.3,12.4,68,0,17,12,100.54
20747,8/3/2023 2:00,2023,8,3,2:00,17.9,12.2,69,0,18,14,100.44
20807,8/3/2023 3:00,2023,8,3,3:00,17.9,12.4,70,0,19,17,100.34
20867,8/3/2023 4:00,2023,8,3,4:00,15.9,14.9,94,8,21,9,100.37
20927,8/3/2023 5:00,2023,8,3,5:00,16.4,15.7,96,1.3,20,6,100.4
20987,8/3/2023 6:00,2023,8,3,6:00,17.3,16.4,95,0,22,7,100.38
21047,8/3/2023 7:00,2023,8,3,7:00,19.1,17.5,91,0,23,10,100.37
21107,8/3/2023 8:00,2023,8,3,8:00,19.9,17.8,87,0,22,14,100.37
21167,8/3/2023 9:00,2023,8,3,9:00,21.5,18.3,82,0,22,15,100.28
21227,8/3/2023 10:00,2023,8,3,10:00,22.2,18.6,80,0,22,14,100.27
21287,8/3/2023 11:00,2023,8,3,11:00,22.3,18.3,78,0,22,21,100.25
21347,8/3/2023 12:00,2023,8,3,12:00,23.4,18.7,75,0,22,17,100.2
21407,8/3/2023 13:00,2023,8,3,13:00,24,18.7,72,0,23,18,100.14
21467,8/3/2023 14:00,2023,8,3,14:00,25.1,18.9,69,0,23,19,100.09
21527,8/3/2023 15:00,2023,8,3,15:00,25.6,20.1,72,0,20,21,100.05
21587,8/3/2023 16:00,2023,8,3,16:00,25.3,19.6,71,0,21,20,99.99
21647,8/3/2023 17:00,2023,8,3,17:00,24.1,19.6,76,0,22,18,99.93
21707,8/3/2023 18:00,2023,8,3,18:00,19.8,15.8,78,10.9,21,25,100.02
21767,8/3/2023 19:00,2023,8,3,19:00,20.3,17.6,84,0.5,21,20,99.92
21827,8/3/2023 20:00,2023,8,3,20:00,20.5,18.1,86,0,24,11,100
21887,8/3/2023 21:00,2023,8,3,21:00,20.1,16.9,82,0,27,8,100.04
21947,8/3/2023 22:00,2023,8,3,22:00,19.2,16.5,84,0,29,4,99.96
22007,8/3/2023 23:00,2023,8,3,23:00,18.5,16.8,90,0,21,8,99.95
22067,8/4/2023 0:00,2023,8,4,0:00,17.6,16.2,92,0,21,11,99.89
22127,8/4/2023 1:00,2023,8,4,1:00,17.4,16.5,94,0,21,9,99.91
22187,8/4/2023 2:00,2023,8,4,2:00,17.3,16.4,94,0,22,8,99.97
22247,8/4/2023 3:00,2023,8,4,3:00,16.4,15.5,95,0,ERROR,0,99.93
22307,8/4/2023 4:00,2023,8,4,4:00,16.6,16,96,0,25,2,99.96
22367,8/4/2023 5:00,2023,8,4,5:00,16.7,15.8,94,0,21,9,100.03
22427,8/4/2023 6:00,2023,8,4,6:00,17.3,16,92,0,25,5,100.03
22487,8/4/2023 7:00,2023,8,4,7:00,18.1,15.6,86,0,30,10,100.05
22547,8/4/2023 8:00,2023,8,4,8:00,19,16,83,0,27,4,100.08
22607,8/4/2023 9:00,2023,8,4,9:00,20.5,16.1,76,0,34,4,100.1
22667,8/4/2023 10:00,2023,8,4,10:00,21.4,16.7,74,0,28,6,100.11
22727,8/4/2023 11:00,2023,8,4,11:00,23.2,15.7,63,0,32,1,100.1
22787,8/4/2023 12:00,2023,8,4,12:00,24,14.8,56,0,32,11,100.12
22847,8/4/2023 13:00,2023,8,4,13:00,24.9,14.1,51,0,35,14,100.15
22907,8/4/2023 14:00,2023,8,4,14:00,24.7,14.8,54,0,31,15,100.17
22967,8/4/2023 15:00,2023,8,4,15:00,24.7,15.7,57,0,32,15,100.16
23027,8/4/2023 16:00,2023,8,4,16:00,24.7,15,55,0,1,11,100.19
23087,8/4/2023 17:00,2023,8,4,17:00,24,13.5,52,0,1,13,100.21
23147,8/4/2023 18:00,2023,8,4,18:00,23.4,13.5,54,0,35,10,100.27
23207,8/4/2023 19:00,2023,8,4,19:00,22.3,13.7,58,0,ERROR,0,100.29
23267,8/4/2023 20:00,2023,8,4,20:00,18.4,15.7,85,3.1,36,11,100.41
23327,8/4/2023 21:00,2023,8,4,21:00,18.2,16.3,89,0,36,3,100.46
23387,8/4/2023 22:00,2023,8,4,22:00,17.2,15.8,91,0,32,8,100.49
23447,8/4/2023 23:00,2023,8,4,23:00,17.3,15.2,87,0,33,9,100.53
23507,8/5/2023 0:00,2023,8,5,0:00,17.2,14.7,85,0,30,9,100.57
23567,8/5/2023 1:00,2023,8,5,1:00,17.1,14.3,84,0,33,13,100.58
23627,8/5/2023 2:00,2023,8,5,2:00,15.8,13.1,84,0,33,10,100.56
23687,8/5/2023 3:00,2023,8,5,3:00,15.2,12.6,85,0,33,12,100.61
23747,8/5/2023 4:00,2023,8,5,4:00,14.3,12.3,88,0,30,4,100.64
23807,8/5/2023 5:00,2023,8,5,5:00,13.5,12.4,93,0,28,8,100.7
23867,8/5/2023 6:00,2023,8,5,6:00,15.2,13.3,88,0,29,6,100.73
23927,8/5/2023 7:00,2023,8,5,7:00,16.3,12.7,79,0,33,11,100.75
23987,8/5/2023 8:00,2023,8,5,8:00,18,13.7,76,0,32,8,100.79
24047,8/5/2023 9:00,2023,8,5,9:00,19.4,14,71,0,31,7,100.78
24107,8/5/2023 10:00,2023,8,5,10:00,20.1,14.2,69,0,30,7,100.79
24167,8/5/2023 11:00,2023,8,5,11:00,21.6,14.3,63,0,34,14,100.76
24227,8/5/2023 12:00,2023,8,5,12:00,22.2,14.6,62,0,33,13,100.75
24287,8/5/2023 13:00,2023,8,5,13:00,23.1,14.1,57,0,32,14,100.75
24347,8/5/2023 14:00,2023,8,5,14:00,23.4,11.1,46,0,32,9,100.74
24407,8/5/2023 15:00,2023,8,5,15:00,24.3,12.2,47,0,33,12,100.71
24467,8/5/2023 16:00,2023,8,5,16:00,24.5,11.1,43,0,30,12,100.71
24527,8/5/2023 17:00,2023,8,5,17:00,24.1,11.4,45,0,29,5,100.71
24587,8/5/2023 18:00,2023,8,5,18:00,23.8,12.3,48,0,27,8,100.69
24647,8/5/2023 19:00,2023,8,5,19:00,22.4,12.5,54,0,28,8,100.68
24707,8/5/2023 20:00,2023,8,5,20:00,21.1,13.6,62,0,27,6,100.7
24767,8/5/2023 21:00,2023,8,5,21:00,18.1,14.7,81,0,27,6,100.73
24827,8/5/2023 22:00,2023,8,5,22:00,19.6,14.6,73,0,26,8,100.75
24887,8/5/2023 23:00,2023,8,5,23:00,18.8,14.6,77,0,28,9,100.73
24947,8/6/2023 0:00,2023,8,6,0:00,15.9,14,88,0,27,1,100.71
25007,8/6/2023 1:00,2023,8,6,1:00,15.5,14.4,93,0,28,2,100.7
25067,8/6/2023 2:00,2023,8,6,2:00,14.3,13.8,96,0,0,1,100.73
25127,8/6/2023 3:00,2023,8,6,3:00,14.5,14,96,0,0,1,100.74
25187,8/6/2023 4:00,2023,8,6,4:00,15.3,14.2,93,0,28,4,100.75
25247,8/6/2023 5:00,2023,8,6,5:00,13.9,13.4,97,0,25,4,100.76
25307,8/6/2023 6:00,2023,8,6,6:00,16.1,14.2,89,0,28,10,100.8
25367,8/6/2023 7:00,2023,8,6,7:00,17.4,14,81,0,28,6,100.8
25427,8/6/2023 8:00,2023,8,6,8:00,19.6,14.4,72,0,31,5,100.79
25487,8/6/2023 9:00,2023,8,6,9:00,21.6,14.3,63,0,34,8,100.76
25547,8/6/2023 10:00,2023,8,6,10:00,23.4,12.2,49,0,29,4,100.72
25607,8/6/2023 11:00,2023,8,6,11:00,24.4,14.2,53,0,27,10,100.67
25667,8/6/2023 12:00,2023,8,6,12:00,25,11.7,44,0,26,2,100.64
25727,8/6/2023 13:00,2023,8,6,13:00,25.5,13.1,46,0,28,7,100.64
25787,8/6/2023 14:00,2023,8,6,14:00,25.4,10.6,39,0,33,7,100.59
25847,8/6/2023 15:00,2023,8,6,15:00,26.1,12.3,42,0,31,2,100.55
25907,8/6/2023 16:00,2023,8,6,16:00,26,10,37,0,22,2,100.54
25967,8/6/2023 17:00,2023,8,6,17:00,25.1,12.3,45,0,30,8,100.52
26027,8/6/2023 18:00,2023,8,6,18:00,24.1,13.2,51,0,29,3,100.48
26087,8/6/2023 19:00,2023,8,6,19:00,22.6,14.7,61,0,30,2,100.46
26147,8/6/2023 20:00,2023,8,6,20:00,21.7,13.2,58,0,5,6,100.48
26207,8/6/2023 21:00,2023,8,6,21:00,19.4,13.6,69,0,8,6,100.47
26267,8/6/2023 22:00,2023,8,6,22:00,18.8,14.2,74,0,10,3,100.49
26327,8/6/2023 23:00,2023,8,6,23:00,19.1,13.1,68,0,6,9,100.47
26387,8/7/2023 0:00,2023,8,7,0:00,17.4,14.1,81,0,6,2,100.45
26447,8/7/2023 1:00,2023,8,7,1:00,18.4,14.5,78,0,7,9,100.4
26507,8/7/2023 2:00,2023,8,7,2:00,17.9,14.4,80,0,6,8,100.33
26567,8/7/2023 3:00,2023,8,7,3:00,17.6,14.2,80,0,6,8,100.31
26627,8/7/2023 4:00,2023,8,7,4:00,17.5,14.3,81,0,7,9,100.27
26687,8/7/2023 5:00,2023,8,7,5:00,17.6,13.8,79,0,8,14,100.24
26747,8/7/2023 6:00,2023,8,7,6:00,17.7,13.4,76,0,7,15,100.17
26807,8/7/2023 7:00,2023,8,7,7:00,18.1,13.5,74,0,8,15,100.15
26867,8/7/2023 8:00,2023,8,7,8:00,18,14.1,78,0,8,12,100.13
26927,8/7/2023 9:00,2023,8,7,9:00,16.6,15.3,92,3.3,6,12,100.15
26987,8/7/2023 10:00,2023,8,7,10:00,17,16.2,95,3.1,6,18,100.07
27047,8/7/2023 11:00,2023,8,7,11:00,17.4,16.5,94,0.2,7,15,100.02
27107,8/7/2023 12:00,2023,8,7,12:00,17.7,16.5,92,0.2,6,16,99.9
27167,8/7/2023 13:00,2023,8,7,13:00,18.6,16.4,87,0.3,8,19,99.81
27227,8/7/2023 14:00,2023,8,7,14:00,18.7,16.9,89,0.5,8,15,99.75
27287,8/7/2023 15:00,2023,8,7,15:00,19.3,17.9,91,1.1,6,15,99.66
27347,8/7/2023 16:00,2023,8,7,16:00,19.8,18.4,92,0,8,19,99.58
27407,8/7/2023 17:00,2023,8,7,17:00,19.5,17.8,90,0.1,8,17,99.59
27467,8/7/2023 18:00,2023,8,7,18:00,19.4,17.5,89,0,8,21,99.55
27527,8/7/2023 19:00,2023,8,7,19:00,19.4,17.4,89,0,9,17,99.53
27587,8/7/2023 20:00,2023,8,7,20:00,18.5,17.6,95,0.2,7,14,99.47
27647,8/7/2023 21:00,2023,8,7,21:00,18.3,17.6,96,0.9,8,20,99.37
27707,8/7/2023 22:00,2023,8,7,22:00,18,17.4,96,3.9,8,21,99.25
27767,8/7/2023 23:00,2023,8,7,23:00,17.8,17.3,97,4.3,7,20,99.15
27827,8/8/2023 0:00,2023,8,8,0:00,18.1,17.6,97,4.6,9,16,99.06
27887,8/8/2023 1:00,2023,8,8,1:00,18.2,17.8,98,2,3,2,99.01
27947,8/8/2023 2:00,2023,8,8,2:00,18.3,18,98,0,27,7,99.02
28007,8/8/2023 3:00,2023,8,8,3:00,18.3,18,98,0,27,6,99.03
28067,8/8/2023 4:00,2023,8,8,4:00,18.5,18.2,99,0,26,8,99.05
28127,8/8/2023 5:00,2023,8,8,5:00,18.5,18.2,98,0,28,5,99.07
28187,8/8/2023 6:00,2023,8,8,6:00,18.7,18.2,97,0,28,4,99.1
28247,8/8/2023 7:00,2023,8,8,7:00,19,18.3,96,0,26,5,99.14
28307,8/8/2023 8:00,2023,8,8,8:00,19.7,18.5,93,0,25,7,99.16
28367,8/8/2023 9:00,2023,8,8,9:00,20.4,18.5,89,0,28,10,99.18
28427,8/8/2023 10:00,2023,8,8,10:00,20.9,18.3,85,0,26,8,99.22
28487,8/8/2023 11:00,2023,8,8,11:00,21.4,18.5,84,0,28,9,99.19
28547,8/8/2023 12:00,2023,8,8,12:00,21.1,18.8,87,0,30,10,99.18
28607,8/8/2023 13:00,2023,8,8,13:00,21.6,18.4,82,0,31,11,99.16
28667,8/8/2023 14:00,2023,8,8,14:00,21.2,18.1,83,0,32,14,99.18
28727,8/8/2023 15:00,2023,8,8,15:00,20.9,17.4,81,0,32,12,99.21
28787,8/8/2023 16:00,2023,8,8,16:00,21.3,17.4,79,0,33,16,99.27
28847,8/8/2023 17:00,2023,8,8,17:00,20.5,17.3,82,0,33,15,99.31
28907,8/8/2023 18:00,2023,8,8,18:00,20,16.9,82,0,32,14,99.34
28967,8/8/2023 19:00,2023,8,8,19:00,19.8,16.7,82,0,34,13,99.36
29027,8/8/2023 20:00,2023,8,8,20:00,19.4,16.8,85,0,29,10,99.42
29087,8/8/2023 21:00,2023,8,8,21:00,19.5,16.8,85,0,30,11,99.45
29147,8/8/2023 22:00,2023,8,8,22:00,18.6,16.2,86,0,30,11,99.46
29207,8/8/2023 23:00,2023,8,8,23:00,17.7,16.1,90,0,29,8,99.47
29267,8/9/2023 0:00,2023,8,9,0:00,17.5,16.3,93,0,28,11,99.49
29327,8/9/2023 1:00,2023,8,9,1:00,16.7,15.7,94,0,27,5,99.47
29387,8/9/2023 2:00,2023,8,9,2:00,16.9,15.9,94,0,27,11,99.48
29447,8/9/2023 3:00,2023,8,9,3:00,17,16,94,0,27,13,99.5
29507,8/9/2023 4:00,2023,8,9,4:00,16.8,15.7,94,0,28,13,99.52
29567,8/9/2023 5:00,2023,8,9,5:00,16.6,15.5,94,0,27,13,99.56
29627,8/9/2023 6:00,2023,8,9,6:00,16.8,15.2,91,0,28,14,99.58
29687,8/9/2023 7:00,2023,8,9,7:00,17.8,15.2,85,0,28,15,99.61
29747,8/9/2023 8:00,2023,8,9,8:00,19.4,15.1,76,0,29,17,99.61
29807,8/9/2023 9:00,2023,8,9,9:00,20.9,16.1,74,0,29,16,99.57
29867,8/9/2023 10:00,2023,8,9,10:00,22.3,16.7,70,0,28,13,99.56
29927,8/9/2023 11:00,2023,8,9,11:00,24.3,16.6,62,0,27,13,99.53
29987,8/9/2023 12:00,2023,8,9,12:00,25,16.8,60,0,25,14,99.51
30047,8/9/2023 13:00,2023,8,9,13:00,26.4,17.7,59,0,26,14,99.5
30107,8/9/2023 14:00,2023,8,9,14:00,26.8,15.7,51,0,27,15,99.45
30167,8/9/2023 15:00,2023,8,9,15:00,26.5,17,56,0,28,15,99.45
30227,8/9/2023 16:00,2023,8,9,16:00,26.7,17.5,57,0,29,16,99.44
30287,8/9/2023 17:00,2023,8,9,17:00,26.6,15.8,51,0,27,13,99.4
30347,8/9/2023 18:00,2023,8,9,18:00,26.1,16.3,55,0,27,9,99.4
30407,8/9/2023 19:00,2023,8,9,19:00,24.4,16.5,62,0,26,6,99.45
30467,8/9/2023 20:00,2023,8,9,20:00,19.9,17.7,87,0,25,2,99.47
30527,8/9/2023 21:00,2023,8,9,21:00,22.1,17,73,0,25,8,99.52
30587,8/9/2023 22:00,2023,8,9,22:00,19.5,17.2,87,0,29,5,99.54
30647,8/9/2023 23:00,2023,8,9,23:00,20.7,15.9,74,0,27,8,99.55
30707,8/10/2023 0:00,2023,8,10,0:00,20.2,14.7,70,0,27,10,99.52
30767,8/10/2023 1:00,2023,8,10,1:00,19.7,14.9,74,0,28,10,99.48
30827,8/10/2023 2:00,2023,8,10,2:00,17.5,14.6,83,0,25,6,99.45
30887,8/10/2023 3:00,2023,8,10,3:00,18.3,14.4,78,0,25,8,99.46
30947,8/10/2023 4:00,2023,8,10,4:00,16,14.4,90,0,21,4,99.4
31007,8/10/2023 5:00,2023,8,10,5:00,15.9,14.7,93,0,20,7,99.43
31067,8/10/2023 6:00,2023,8,10,6:00,16.8,15.2,90,0,19,6,99.43
31127,8/10/2023 7:00,2023,8,10,7:00,19.1,16.6,85,0,20,4,99.41
31187,8/10/2023 8:00,2023,8,10,8:00,20.9,18.3,85,0,18,8,99.37
31247,8/10/2023 9:00,2023,8,10,9:00,21.2,19,87,0,21,12,99.35
31307,8/10/2023 10:00,2023,8,10,10:00,22.5,18.9,80,0,19,8,99.33
31367,8/10/2023 11:00,2023,8,10,11:00,16.4,15.7,96,4.5,35,20,99.29
31427,8/10/2023 12:00,2023,8,10,12:00,16.7,16.3,98,48.7,ERROR,0,99.28
31487,8/10/2023 13:00,2023,8,10,13:00,17.1,16.8,98,10.7,30,12,99.33
31547,8/10/2023 14:00,2023,8,10,14:00,17.3,16.9,98,8.1,30,12,99.33
31607,8/10/2023 15:00,2023,8,10,15:00,17.7,17.2,97,3.5,28,8,99.33
31667,8/10/2023 16:00,2023,8,10,16:00,17.6,17,96,1.9,15,8,99.21
31727,8/10/2023 17:00,2023,8,10,17:00,18.4,17.1,92,0.3,14,6,99.21
31787,8/10/2023 18:00,2023,8,10,18:00,18.8,16.9,89,0,22,7,99.23
31847,8/10/2023 19:00,2023,8,10,19:00,17.7,16.5,93,0,22,6,99.28
31907,8/10/2023 20:00,2023,8,10,20:00,16.9,15.8,93,0,23,6,99.32
31967,8/10/2023 21:00,2023,8,10,21:00,16.7,15.7,93,0,22,9,99.32
32027,8/10/2023 22:00,2023,8,10,22:00,16.3,15.5,95,0.1,23,8,99.27
32087,8/10/2023 23:00,2023,8,10,23:00,16.5,15.5,94,0,26,10,99.29
32147,8/11/2023 0:00,2023,8,11,0:00,16.1,14.9,93,0,28,11,99.29
32207,8/11/2023 1:00,2023,8,11,1:00,15.7,14.4,92,0,27,14,99.28
32267,8/11/2023 2:00,2023,8,11,2:00,15.3,14.1,92,0,29,11,99.3
32327,8/11/2023 3:00,2023,8,11,3:00,15.3,14,92,0,27,13,99.31
32387,8/11/2023 4:00,2023,8,11,4:00,15.1,14,93,0,28,13,99.36
32447,8/11/2023 5:00,2023,8,11,5:00,15,13.9,93,0,28,13,99.42
32507,8/11/2023 6:00,2023,8,11,6:00,15.3,14,92,0,27,14,99.49
32567,8/11/2023 7:00,2023,8,11,7:00,15.9,14.3,90,0,29,12,99.57
32627,8/11/2023 8:00,2023,8,11,8:00,16.7,14.1,85,0,31,13,99.66
32687,8/11/2023 9:00,2023,8,11,9:00,18.5,14.5,78,0,32,10,99.71
32747,8/11/2023 10:00,2023,8,11,10:00,18.3,13.4,73,0,30,11,99.77
32807,8/11/2023 11:00,2023,8,11,11:00,19.4,13.1,67,0,29,19,99.79
32867,8/11/2023 12:00,2023,8,11,12:00,20,13.9,68,0,28,23,99.81
32927,8/11/2023 13:00,2023,8,11,13:00,21.1,14.5,66,0,29,23,99.84
32987,8/11/2023 14:00,2023,8,11,14:00,21.8,14.4,63,0,28,20,99.87
33047,8/11/2023 15:00,2023,8,11,15:00,22.1,13,56,0,29,19,99.88
33107,8/11/2023 16:00,2023,8,11,16:00,22.2,11.9,52,0,27,22,99.92
33167,8/11/2023 17:00,2023,8,11,17:00,22.3,12.2,53,0,27,18,99.93
33227,8/11/2023 18:00,2023,8,11,18:00,21.9,13.1,57,0,27,13,99.97
33287,8/11/2023 19:00,2023,8,11,19:00,20.5,13.4,64,0,28,8,100.02
33347,8/11/2023 20:00,2023,8,11,20:00,17.4,15.2,87,0,27,2,100.05
33407,8/11/2023 21:00,2023,8,11,21:00,16.4,14.3,88,0,27,3,100.11
33467,8/11/2023 22:00,2023,8,11,22:00,15.6,13.7,88,0,24,3,100.14
33527,8/11/2023 23:00,2023,8,11,23:00,14.9,14.1,95,0,24,1,100.14
33587,8/12/2023 0:00,2023,8,12,0:00,14.3,13.8,97,0,ERROR,0,100.14
33647,8/12/2023 1:00,2023,8,12,1:00,13.6,13.2,97,0,0,1,100.13
33707,8/12/2023 2:00,2023,8,12,2:00,14.5,14.1,98,0,ERROR,0,100.14
33767,8/12/2023 3:00,2023,8,12,3:00,13.8,13.4,98,0,25,2,100.13
33827,8/12/2023 4:00,2023,8,12,4:00,14.3,14,98,0,25,3,100.13
33887,8/12/2023 5:00,2023,8,12,5:00,14.5,14.2,98,0,13,2,100.14
33947,8/12/2023 6:00,2023,8,12,6:00,14.8,14.2,96,0,7,4,100.18
34007,8/12/2023 7:00,2023,8,12,7:00,15,14.2,95,0,6,4,100.2
34067,8/12/2023 8:00,2023,8,12,8:00,16,15,94,0,6,7,100.18
34127,8/12/2023 9:00,2023,8,12,9:00,16.4,15,91,0,7,9,100.12
34187,8/12/2023 10:00,2023,8,12,10:00,19.3,16.4,83,0,8,7,100.1
34247,8/12/2023 11:00,2023,8,12,11:00,21.3,16.3,73,0,8,15,99.93
34307,8/12/2023 12:00,2023,8,12,12:00,22.3,16.1,68,0,8,13,99.86
34367,8/12/2023 13:00,2023,8,12,13:00,22.2,15.6,66,0,11,18,99.8
34427,8/12/2023 14:00,2023,8,12,14:00,22,16.6,71,0,10,10,99.78
34487,8/12/2023 15:00,2023,8,12,15:00,19.5,17.6,89,2.9,6,11,99.68
34547,8/12/2023 16:00,2023,8,12,16:00,19.4,18.2,93,1.7,35,6,99.78
34607,8/12/2023 17:00,2023,8,12,17:00,19.6,18.5,93,6.1,36,3,99.75
34667,8/12/2023 18:00,2023,8,12,18:00,19.6,18.4,92,0,5,3,99.72
34727,8/12/2023 19:00,2023,8,12,19:00,19.5,18.7,95,0,5,3,99.71
34787,8/12/2023 20:00,2023,8,12,20:00,18.4,17.9,97,0,ERROR,0,99.71
34847,8/12/2023 21:00,2023,8,12,21:00,19.3,18.9,98,0,11,7,99.75
34907,8/12/2023 22:00,2023,8,12,22:00,19.2,18.5,95,0,11,6,99.78
34967,8/12/2023 23:00,2023,8,12,23:00,19,18.3,96,0,12,1,99.74
35027,8/13/2023 0:00,2023,8,13,0:00,18.9,18.5,97,0,12,5,99.72
35087,8/13/2023 1:00,2023,8,13,1:00,18.6,18.2,97,0,8,9,99.7
35147,8/13/2023 2:00,2023,8,13,2:00,18.6,18,97,0,12,5,99.73
35207,8/13/2023 3:00,2023,8,13,3:00,17.9,17.6,98,0,13,3,99.74
35267,8/13/2023 4:00,2023,8,13,4:00,18.1,17.9,99,0,17,4,99.77
35327,8/13/2023 5:00,2023,8,13,5:00,18.1,16.4,90,0,27,12,99.84
35387,8/13/2023 6:00,2023,8,13,6:00,18.4,16.1,87,0,27,9,99.89
35447,8/13/2023 7:00,2023,8,13,7:00,19.3,16.4,83,0,26,9,99.92
35507,8/13/2023 8:00,2023,8,13,8:00,19.7,15.4,76,0,27,13,99.93
35567,8/13/2023 9:00,2023,8,13,9:00,20,15.4,75,0,27,15,99.95
35627,8/13/2023 10:00,2023,8,13,10:00,20.4,15.8,75,0,28,14,99.96
35687,8/13/2023 11:00,2023,8,13,11:00,21.2,16.2,73,0,26,11,100.01
35747,8/13/2023 12:00,2023,8,13,12:00,21.4,15.9,71,0,27,13,100.04
35807,8/13/2023 13:00,2023,8,13,13:00,22.1,15.5,66,0,27,14,100.05
35867,8/13/2023 14:00,2023,8,13,14:00,22.9,16.1,65,0,26,18,100.05
35927,8/13/2023 15:00,2023,8,13,15:00,22.4,16.3,69,0,25,14,100.08
35987,8/13/2023 16:00,2023,8,13,16:00,21,17,78,0.2,25,15,100.15
36047,8/13/2023 17:00,2023,8,13,17:00,22.5,16.7,70,0,27,11,100.15
36107,8/13/2023 18:00,2023,8,13,18:00,22.3,17,72,0,26,12,100.2
36167,8/13/2023 19:00,2023,8,13,19:00,21.6,16.9,74,0,26,10,100.24
36227,8/13/2023 20:00,2023,8,13,20:00,20.2,15.9,76,0,29,7,100.25
36287,8/13/2023 21:00,2023,8,13,21:00,18.7,15.9,84,0,28,6,100.32
36347,8/13/2023 22:00,2023,8,13,22:00,18.4,15.4,82,0,28,8,100.36
36407,8/13/2023 23:00,2023,8,13,23:00,17.9,15.8,87,0,27,10,100.38
36467,8/14/2023 0:00,2023,8,14,0:00,17.1,15.7,91,0,28,9,100.4
36527,8/14/2023 1:00,2023,8,14,1:00,16.7,15.4,92,0,27,9,100.41
36587,8/14/2023 2:00,2023,8,14,2:00,16.3,14.5,89,0,30,10,100.39
36647,8/14/2023 3:00,2023,8,14,3:00,16,14.5,91,0,29,10,100.37
36707,8/14/2023 4:00,2023,8,14,4:00,15.9,14.9,94,0,29,11,100.39
36767,8/14/2023 5:00,2023,8,14,5:00,15.3,14.4,94,0,30,12,100.42
36827,8/14/2023 6:00,2023,8,14,6:00,15.6,14.5,93,0,29,6,100.47
36887,8/14/2023 7:00,2023,8,14,7:00,16.1,14.4,90,0,30,7,100.55
36947,8/14/2023 8:00,2023,8,14,8:00,16.8,14.3,85,0,28,9,100.6
37007,8/14/2023 9:00,2023,8,14,9:00,17.5,14.8,84,0,26,13,100.6
37067,8/14/2023 10:00,2023,8,14,10:00,18.8,15,79,0,27,13,100.59
