,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
159647,2023-11-07 12:00:00 EST,99.09,100.48,30,29,79,2.2,5.6,ERROR,24100,8,447,6.7,5.6,2.37E-15,3.68E-02,2023-11-08 12:00:00 EST
159707,2023-11-07 13:00:00 EST,99.19,100.58,29,21,75,1.2,5.2,ERROR,24100,8,780,5.8,5.1,2.25E-15,3.72E-02,1.23E-14
159767,2023-11-07 14:00:00 EST,99.31,100.7,29,37,69,-0.3,4.8,ERROR,24100,8,782,5.5,4.8,1.37E-15,5.00E-02,1.30E-02
159827,2023-11-07 15:00:00 EST,99.47,100.87,28,39,74,-0.8,3.4,ERROR,24100,7,807,5,3.4,7.49E-16,7.24E-02,
159887,2023-11-07 16:00:00 EST,99.64,101.04,29,33,71,-2.4,2.3,ERROR,24100,8,115,3.6,2.3,6.38E-16,7.74E-02,
159947,2023-11-07 17:00:00 EST,99.78,101.19,30,34,77,-2.9,0.6,ERROR,24100,7,9,2.3,0.6,5.90E-16,8.10E-02,
160007,2023-11-07 18:00:00 EST,99.95,101.36,30,30,71,-4.3,0.3,ERROR,24100,8,0,0.8,0.3,4.62E-16,9.39E-02,
160067,2023-11-07 19:00:00 EST,100.09,101.5,32,26,67,-5.4,0.1,ERROR,24100,8,0,0.3,0,2.93E-16,1.23E-01,
160127,2023-11-07 20:00:00 EST,100.18,101.6,30,28,67,-5.6,-0.3,-7,24100,8,0,0.1,-0.3,3.49E-16,1.12E-01,
160187,2023-11-07 21:00:00 EST,100.24,101.66,31,27,64,-6.6,-0.5,-7,24100,8,0,-0.3,-0.5,3.47E-16,1.12E-01,
160247,2023-11-07 22:00:00 EST,100.3,101.72,32,39,60,-7.6,-0.8,-8,24100,8,0,-0.4,-0.8,2.54E-16,1.34E-01,
160307,2023-11-07 23:00:00 EST,100.37,101.79,33,31,60,-7.9,-1.1,-8,24100,8,0,-0.9,-1.1,2.56E-16,1.36E-01,
160367,2023-11-08 00:00:00 EST,100.39,101.82,32,23,60,-8.1,-1.2,-7,24100,8,0,-1.1,-1.2,1.26E-16,2.05E-01,
160427,2023-11-08 01:00:00 EST,100.45,101.88,33,25,54,-9.9,-1.7,-8,24100,7,0,-1.1,-1.7,1.35E-16,2.11E-01,
160487,2023-11-08 02:00:00 EST,100.51,101.94,31,22,55,-9.5,-1.6,-8,24100,7,0,-1.6,-1.7,1.16E-16,2.23E-01,
160547,2023-11-08 03:00:00 EST,100.57,102,30,22,57,-9.2,-1.7,-8,24100,7,0,-1.6,-2,1.08E-16,2.23E-01,
160607,2023-11-08 04:00:00 EST,100.61,102.05,31,23,57,-9.3,-1.9,-8,24100,7,0,-1.6,-2.1,1.37E-16,1.96E-01,
160667,2023-11-08 05:00:00 EST,100.72,102.16,30,19,59,-9,-1.9,-7,24100,7,0,-1.7,-2,1.47E-16,1.87E-01,
160727,2023-11-08 06:00:00 EST,100.75,102.19,31,28,58,-9.2,-2,-9,24100,6,0,-1.9,-2.1,1.75E-16,1.72E-01,
160787,2023-11-08 07:00:00 EST,100.84,102.28,31,17,63,-9.1,-3,-9,24100,4,0,-2,-3.1,1.12E-15,7.52E-02,
160847,2023-11-08 08:00:00 EST,100.89,102.33,30,20,62,-8.4,-2,-8,24100,4,260,-2,-3.2,4.16E-15,2.65E-02,
160907,2023-11-08 09:00:00 EST,100.9,102.34,32,23,58,-7.9,-0.6,-6,24100,3,558,-0.6,-2,8.25E-15,1.70E-02,
160967,2023-11-08 10:00:00 EST,100.93,102.37,31,26,56,-8.2,-0.4,-7,24100,1,1242,0.2,-0.8,1.18E-14,1.33E-02,
161027,2023-11-08 11:00:00 EST,100.95,102.39,33,12,55,-7.3,0.7,ERROR,24100,1,1671,0.7,-0.5,1.26E-14,1.27E-02,
