,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,,,,,,CN2-R0 Future
100547,2023-09-27 12:00:00 EDT,101.7,103.12,35,7,55,7.7,16.7,ERROR,24100,7,1719,16.8,14.8,1.23E-14,1.30E-02,2023-09-28 12:00:00 EDT,,,,,
100607,2023-09-27 13:00:00 EDT,101.62,103.03,3,4,46,5.8,17.5,ERROR,24100,7,2288,18,16.6,1.10E-14,1.40E-02,1.10E-14,,,,,
100667,2023-09-27 14:00:00 EDT,101.55,102.96,10,6,47,7.1,18.6,ERROR,24100,7,2035,18.8,17.4,8.30E-15,1.66E-02,1.42E-02,,,,,
100727,2023-09-27 15:00:00 EDT,101.47,102.88,4,10,44,6.4,18.7,ERROR,24100,8,1758,19.1,18.3,2.34E-15,3.87E-02,,,,,,
100787,2023-09-27 16:00:00 EDT,101.4,102.81,7,10,47,7.4,18.9,ERROR,24100,8,1085,19,18.7,1.39E-15,4.94E-02,,,,,,
100847,2023-09-27 17:00:00 EDT,101.34,102.75,5,10,46,6.8,18.5,ERROR,24100,7,909,19.2,18.5,1.31E-15,5.45E-02,,,,,,
100907,2023-09-27 18:00:00 EDT,101.31,102.72,6,8,54,7.8,17.1,ERROR,24100,7,371,18.5,17.1,2.78E-15,3.20E-02,,,,,,
100967,2023-09-27 19:00:00 EDT,101.31,102.73,6,7,70,8.2,13.6,ERROR,24100,6,74,17.3,13.6,4.09E-15,2.52E-02,,,,,,
101027,2023-09-27 20:00:00 EDT,101.29,102.7,7,12,60,6.7,14.3,ERROR,24100,6,0,15.1,13.5,3.63E-15,2.98E-02,,,,,,
101087,2023-09-27 21:00:00 EDT,101.3,102.71,7,9,69,6.8,12.3,ERROR,24100,5,0,14.3,12.1,9.07E-15,1.56E-02,,,,,,
101147,2023-09-27 22:00:00 EDT,101.33,102.74,7,7,74,6.8,11.2,ERROR,24100,5,0,12.8,11.2,8.32E-15,1.65E-02,,,,,,
101207,2023-09-27 23:00:00 EDT,101.35,102.76,4,14,83,7.3,10,ERROR,24100,4,0,11.3,9.3,8.02E-15,1.69E-02,,,,,,
101267,2023-09-28 00:00:00 EDT,101.36,102.77,6,9,85,7.1,9.4,ERROR,24100,4,0,10.3,9.1,7.04E-15,1.82E-02,,,,,,
101327,2023-09-28 01:00:00 EDT,101.36,102.77,6,9,89,7,8.7,ERROR,24100,3,0,9.7,8.4,8.19E-15,1.65E-02,,,,,,
101387,2023-09-28 02:00:00 EDT,101.36,102.77,4,11,95,7.3,8.1,ERROR,24100,2,0,9.4,7.7,7.46E-15,1.76E-02,,,,,,
101447,2023-09-28 03:00:00 EDT,101.33,102.74,5,10,97,7.9,8.4,ERROR,24100,1,0,8.8,7.9,5.23E-15,2.19E-02,,,,,,
101507,2023-09-28 04:00:00 EDT,101.33,102.74,5,10,98,7.7,8,ERROR,24100,0,0,8.3,7,7.27E-15,1.79E-02,,,,,,
101567,2023-09-28 05:00:00 EDT,101.34,102.75,4,10,99,6.9,7,ERROR,24100,0,0,8,7,9.18E-15,1.55E-02,,,,,,
101627,2023-09-28 06:00:00 EDT,101.33,102.74,5,12,100,6.8,6.8,ERROR,24100,0,0,7.7,6.5,5.47E-15,2.17E-02,,,,,,
101687,2023-09-28 07:00:00 EDT,101.36,102.78,6,9,100,7.9,7.9,ERROR,24100,5,0,7.9,6.7,1.91E-15,4.02E-02,,,,,,
101747,2023-09-28 08:00:00 EDT,101.39,102.8,4,12,100,8.6,8.6,ERROR,24100,4,177,8.6,6.4,3.72E-15,2.77E-02,,,,,,
101807,2023-09-28 09:00:00 EDT,101.41,102.82,5,10,91,9.9,11.4,ERROR,24100,4,606,11.4,8.7,7.34E-15,1.80E-02,,,,,,
101867,2023-09-28 10:00:00 EDT,101.42,102.83,6,8,74,9.7,14.2,ERROR,24100,2,1231,14.2,11.4,1.08E-14,1.41E-02,,,,,,
101927,2023-09-28 11:00:00 EDT,101.4,102.81,6,7,67,10.4,16.4,ERROR,24100,7,1804,16.4,14.2,1.14E-14,1.41E-02,,,,,,
