,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,,,,,,CN2-R0 Future
43367,2023-08-18 19:00:00 EDT,99.05,100.41,26,10,95,15.8,16.7,ERROR,24100,8,257,18.2,15.7,7.09E-16,7.24E-02,2023-08-19 19:00:00 EDT,,,,,
43427,2023-08-18 20:00:00 EDT,99.11,100.48,27,20,90,14.9,16.5,ERROR,24100,7,60,16.8,16.5,4.75E-16,1.02E-01,2.45E-15,,,,,
43487,2023-08-18 21:00:00 EDT,99.18,100.55,28,22,91,13.8,15.4,ERROR,24100,7,0,16.5,15.4,4.31E-16,9.99E-02,3.65E-02,,,,,
43547,2023-08-18 22:00:00 EDT,99.24,100.61,26,19,92,13.6,14.9,ERROR,24100,8,0,15.8,14.9,4.99E-16,9.01E-02,,,,,,
43607,2023-08-18 23:00:00 EDT,99.25,100.62,27,27,90,12.9,14.5,ERROR,24100,8,0,14.9,14.5,4.67E-16,9.47E-02,,,,,,
43667,2023-08-19 00:00:00 EDT,99.28,100.65,28,17,93,12.9,14,ERROR,24100,8,0,14.6,13.8,3.58E-16,1.11E-01,,,,,,
43727,2023-08-19 01:00:00 EDT,99.35,100.72,29,13,96,13.2,13.7,ERROR,9700,8,0,14.4,13.7,2.33E-16,1.47E-01,,,,,,
43787,2023-08-19 02:00:00 EDT,99.37,100.74,28,19,96,13,13.7,ERROR,12900,8,0,13.9,13.6,2.01E-16,1.67E-01,,,,,,
43847,2023-08-19 03:00:00 EDT,99.38,100.75,27,13,97,13.2,13.6,ERROR,24100,8,0,13.7,13.6,1.68E-16,1.72E-01,,,,,,
43907,2023-08-19 04:00:00 EDT,99.39,100.76,26,19,97,13.1,13.6,ERROR,16100,8,0,13.8,13.4,1.45E-16,1.89E-01,,,,,,
43967,2023-08-19 05:00:00 EDT,99.45,100.82,26,16,97,13,13.4,ERROR,24100,8,0,13.8,13.4,1.57E-16,1.78E-01,,,,,,
44027,2023-08-19 06:00:00 EDT,99.52,100.89,27,13,95,12.7,13.5,ERROR,24100,8,0,13.6,13.3,3.94E-16,1.10E-01,,,,,,
44087,2023-08-19 07:00:00 EDT,99.59,100.97,26,16,94,12.5,13.5,ERROR,24100,7,77,13.6,13.3,1.35E-15,5.13E-02,,,,,,
44147,2023-08-19 08:00:00 EDT,99.65,101.03,27,18,91,12.1,13.6,ERROR,24100,7,313,13.6,13.2,7.77E-16,6.94E-02,,,,,,
44207,2023-08-19 09:00:00 EDT,99.72,101.1,26,17,91,11.6,13.1,ERROR,24100,8,196,13.7,13.1,1.77E-15,4.27E-02,,,,,,
44267,2023-08-19 10:00:00 EDT,99.75,101.13,28,20,90,11.4,13.1,ERROR,9700,8,389,13.2,12.9,3.33E-15,2.93E-02,,,,,,
44327,2023-08-19 11:00:00 EDT,99.8,101.18,28,27,83,11.6,14.4,ERROR,24100,8,638,14.4,13.1,5.25E-15,2.17E-02,,,,,,
44387,2023-08-19 12:00:00 EDT,99.81,101.19,27,24,80,12.1,15.5,ERROR,24100,8,1531,15.8,14.4,6.29E-15,1.97E-02,,,,,,
44447,2023-08-19 13:00:00 EDT,99.8,101.18,28,23,73,12.7,17.4,ERROR,24100,8,1330,18,15.5,2.59E-15,3.50E-02,,,,,,
44507,2023-08-19 14:00:00 EDT,99.82,101.2,29,21,74,13.5,18.1,ERROR,24100,8,1158,18.2,17.4,6.25E-15,2.17E-02,,,,,,
44567,2023-08-19 15:00:00 EDT,99.77,101.15,26,14,71,15,20.2,ERROR,24100,7,1367,20.3,18.1,5.27E-15,2.19E-02,,,,,,
44627,2023-08-19 16:00:00 EDT,99.74,101.11,29,26,50,11.7,22.5,ERROR,24100,2,2302,22.6,19.8,3.63E-15,2.76E-02,,,,,,
44687,2023-08-19 17:00:00 EDT,99.78,101.15,28,19,45,10.6,23.2,ERROR,24100,1,2029,23.3,22.4,1.59E-15,4.63E-02,,,,,,
44747,2023-08-19 18:00:00 EDT,99.76,101.13,29,21,44,10.3,23.2,ERROR,24100,1,1412,23.4,23.1,5.30E-16,8.81E-02,,,,,,
