,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,,,,,,CN2-R0 Future
48947,2023-08-22 16:00:00 EDT,100.77,102.16,32,24,39,10.1,24.6,ERROR,24100,3,2541,24.9,24.4,6.91E-15,1.83E-02,2023-08-23 16:00:00 EDT,,,,,
49007,2023-08-22 17:00:00 EDT,100.74,102.13,34,7,45,12,24.6,ERROR,24100,5,1971,25,23.9,3.85E-15,2.70E-02,2.21E-15,,,,,
49067,2023-08-22 18:00:00 EDT,100.71,102.1,34,10,46,11.4,23.6,ERROR,24100,5,1417,24.8,23.6,1.25E-15,5.91E-02,3.77E-02,,,,,
49127,2023-08-22 19:00:00 EDT,100.71,102.1,1,14,52,12,22.1,ERROR,24100,7,611,23.7,22,6.93E-16,7.38E-02,,,,,,
49187,2023-08-22 20:00:00 EDT,100.73,102.12,6,8,58,11.8,20.2,ERROR,24100,8,97,22.1,20.1,7.79E-16,7.01E-02,,,,,,
49247,2023-08-22 21:00:00 EDT,100.77,102.16,11,5,62,11.6,18.9,ERROR,24100,6,0,20.4,18.2,6.97E-16,7.67E-02,,,,,,
49307,2023-08-22 22:00:00 EDT,100.78,102.16,5,5,61,11.3,19,ERROR,24100,7,0,19.3,17.2,1.57E-15,4.55E-02,,,,,,
49367,2023-08-22 23:00:00 EDT,100.75,102.14,16,5,81,12,15.2,ERROR,24100,6,0,19.4,15.2,1.27E-15,5.32E-02,,,,,,
49427,2023-08-23 00:00:00 EDT,100.76,102.14,21,5,80,11.9,15.3,ERROR,24100,7,0,17,14.4,1.20E-15,5.49E-02,,,,,,
49487,2023-08-23 01:00:00 EDT,100.77,102.15,36,2,80,12.1,15.6,ERROR,24100,7,0,16.2,15.2,1.47E-15,4.70E-02,,,,,,
49547,2023-08-23 02:00:00 EDT,100.73,102.11,25,4,85,12.7,15.1,ERROR,24100,7,0,16,14.2,6.83E-16,7.58E-02,,,,,,
49607,2023-08-23 03:00:00 EDT,100.72,102.1,19,3,94,12.5,13.4,ERROR,24100,7,0,15.2,13.4,8.02E-16,6.79E-02,,,,,,
49667,2023-08-23 04:00:00 EDT,100.72,102.1,25,4,94,13.1,14,ERROR,24100,7,0,14.3,13.3,8.70E-16,6.69E-02,,,,,,
49727,2023-08-23 05:00:00 EDT,100.72,102.1,26,3,96,12.8,13.4,ERROR,24100,4,0,14.1,13.3,1.33E-15,5.36E-02,,,,,,
49787,2023-08-23 06:00:00 EDT,100.74,102.12,33,4,88,12.2,14.2,ERROR,24100,5,0,14.2,12.3,1.63E-15,4.56E-02,,,,,,
49847,2023-08-23 07:00:00 EDT,100.77,102.16,6,5,91,11.6,13,ERROR,24100,4,83,13.6,11.2,4.80E-15,2.36E-02,,,,,,
49907,2023-08-23 08:00:00 EDT,100.75,102.14,11,3,86,14.7,17.1,ERROR,24100,1,587,17.1,13,8.69E-15,1.61E-02,,,,,,
49967,2023-08-23 09:00:00 EDT,100.72,102.1,36,1,65,13.2,19.9,ERROR,24100,1,1205,19.9,17.1,9.57E-15,1.51E-02,,,,,,
50027,2023-08-23 10:00:00 EDT,100.72,102.1,22,9,59,13.6,21.8,ERROR,24100,1,1820,21.8,19.9,1.15E-14,1.35E-02,,,,,,
50087,2023-08-23 11:00:00 EDT,100.65,102.03,16,9,54,13.8,23.6,ERROR,24100,1,2380,23.9,21.9,1.39E-14,1.21E-02,,,,,,
50147,2023-08-23 12:00:00 EDT,100.6,101.98,18,8,50,13.2,24.3,ERROR,24100,1,2784,24.8,23.4,1.31E-14,1.25E-02,,,,,,
50207,2023-08-23 13:00:00 EDT,100.55,101.93,17,14,44,12.3,25.3,ERROR,24100,4,3176,25.6,24.3,1.19E-14,1.34E-02,,,,,,
50267,2023-08-23 14:00:00 EDT,100.47,101.85,16,9,42,11.8,25.4,ERROR,24100,3,3000,26.2,24.2,9.88E-15,1.72E-02,,,,,,
50327,2023-08-23 15:00:00 EDT,100.42,101.8,15,13,45,13,25.8,ERROR,24100,5,2824,26.3,24.7,3.86E-15,2.84E-02,,,,,,
