,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,,,,,,CN2-R0 Future
39947,2023-08-16 10:00:00 EDT,99.91,101.28,4,4,80,18.6,22.3,ERROR,24100,7,1906,22.3,20.1,1.34E-14,1.23E-02,2023-08-17 10:00:00 EDT,,,,,
40007,2023-08-16 11:00:00 EDT,99.94,101.31,31,6,79,18.8,22.5,ERROR,24100,7,2479,23.2,21.9,1.19E-14,1.33E-02,6.57E-15,,,,,
40067,2023-08-16 12:00:00 EDT,99.92,101.29,3,6,67,18.5,24.9,ERROR,24100,7,2869,24.9,22.4,1.31E-14,1.25E-02,1.95E-02,,,,,
40127,2023-08-16 13:00:00 EDT,99.89,101.25,20,3,61,17.6,25.4,ERROR,24100,7,2953,25.4,24.2,1.39E-14,1.21E-02,,,,,,
40187,2023-08-16 14:00:00 EDT,99.89,101.25,20,5,58,17.8,26.4,ERROR,24100,8,2777,26.4,24.7,8.27E-15,1.93E-02,,,,,,
40247,2023-08-16 15:00:00 EDT,99.86,101.22,19,9,55,17.5,27.2,ERROR,24100,6,2499,27.4,26,6.98E-15,2.05E-02,,,,,,
40307,2023-08-16 16:00:00 EDT,99.83,101.19,15,14,60,19.1,27.4,ERROR,24100,5,2070,27.6,26.8,5.54E-15,2.17E-02,,,,,,
40367,2023-08-16 17:00:00 EDT,99.83,101.19,16,13,55,17.7,27.2,ERROR,24100,5,2323,27.4,26.4,4.91E-15,2.27E-02,,,,,,
40427,2023-08-16 18:00:00 EDT,99.83,101.19,14,11,66,19.1,25.9,ERROR,24100,3,1492,27.1,25.9,2.11E-15,4.05E-02,,,,,,
40487,2023-08-16 19:00:00 EDT,99.83,101.2,16,12,70,18.9,24.6,ERROR,24100,2,788,25.9,24.6,1.03E-15,6.04E-02,,,,,,
40547,2023-08-16 20:00:00 EDT,99.88,101.25,16,10,78,18.4,22.4,ERROR,24100,2,175,24.5,22.4,2.03E-15,3.91E-02,,,,,,
40607,2023-08-16 21:00:00 EDT,99.9,101.27,16,9,83,18.1,21.1,ERROR,24100,1,0,22.7,21,2.86E-15,3.19E-02,,,,,,
40667,2023-08-16 22:00:00 EDT,99.94,101.31,16,9,84,17.9,20.6,ERROR,24100,1,0,21.5,20.6,1.12E-15,5.53E-02,,,,,,
40727,2023-08-16 23:00:00 EDT,99.94,101.31,17,7,88,18.2,20.1,ERROR,24100,1,0,20.7,20,1.47E-15,4.64E-02,,,,,,
40787,2023-08-17 00:00:00 EDT,99.92,101.28,16,8,92,18,19.3,ERROR,24100,1,0,20.1,19.3,1.31E-15,5.02E-02,,,,,,
40847,2023-08-17 01:00:00 EDT,99.89,101.25,17,8,92,17.7,19,ERROR,24100,0,0,19.5,19,1.60E-15,4.57E-02,,,,,,
40907,2023-08-17 02:00:00 EDT,99.87,101.23,18,8,96,17.6,18.2,ERROR,24100,0,0,19,18,2.77E-15,3.45E-02,,,,,,
40967,2023-08-17 03:00:00 EDT,99.88,101.24,17,9,97,17.1,17.5,ERROR,24100,0,0,18.3,17.5,4.39E-15,2.52E-02,,,,,,
41027,2023-08-17 04:00:00 EDT,99.88,101.24,16,8,98,16.5,16.9,ERROR,24100,0,0,17.6,16.8,3.30E-15,2.92E-02,,,,,,
41087,2023-08-17 05:00:00 EDT,99.87,101.23,16,10,99,16.5,16.7,ERROR,16100,0,0,17.1,16.4,2.44E-15,3.59E-02,,,,,,
41147,2023-08-17 06:00:00 EDT,99.87,101.24,17,9,98,16.2,16.5,ERROR,16100,1,0,16.8,16.4,3.97E-15,2.70E-02,,,,,,
41207,2023-08-17 07:00:00 EDT,99.89,101.26,16,9,99,17.2,17.3,ERROR,16100,2,99,17.3,16.3,3.56E-15,3.02E-02,,,,,,
41267,2023-08-17 08:00:00 EDT,99.9,101.27,18,10,97,18.2,18.7,ERROR,24100,3,467,18.7,17.3,8.09E-15,1.67E-02,,,,,,
41327,2023-08-17 09:00:00 EDT,99.86,101.23,16,14,86,18.8,21.2,ERROR,24100,2,1218,21.2,18.8,8.51E-15,1.62E-02,,,,,,
