239447,2024-01-01 22:00:00 EST,100.53,101.99,20,11,80,-10.3,-7.4,-12,24100,7,0,-7.3,-8.1,6.85E-16
239507,2024-01-01 23:00:00 EST,100.5,101.96,22,13,79,-9.7,-6.7,-12,24100,7,0,-6.7,-7.4,7.41E-02
239567,2024-01-02 00:00:00 EST,100.43,101.88,22,10,79,-9.3,-6.2,-11,24100,8,0,-6.2,-6.7,
239627,2024-01-02 01:00:00 EST,100.38,101.83,21,17,79,-9,-5.8,-12,24100,8,0,-5.8,-6.2,
239687,2024-01-02 02:00:00 EST,100.36,101.81,22,12,80,-8.7,-5.7,-11,24100,7,0,-5.7,-5.8,
239747,2024-01-02 03:00:00 EST,100.31,101.76,21,13,84,-8.6,-6.3,-12,24100,4,0,-5.7,-6.5,
239807,2024-01-02 04:00:00 EST,100.27,101.72,21,14,86,-8.1,-6.1,-12,24100,3,0,-6,-6.4,
239867,2024-01-02 05:00:00 EST,100.25,101.7,20,9,87,-8.3,-6.5,-11,24100,4,0,-5.8,-6.5,
239927,2024-01-02 06:00:00 EST,100.26,101.72,19,9,91,-8.1,-6.8,-11,24100,4,0,-6.3,-6.8,
239987,2024-01-02 07:00:00 EST,100.26,101.71,21,13,91,-6.3,-5,-10,24100,5,0,-5,-7,
240047,2024-01-02 08:00:00 EST,100.24,101.69,21,14,87,-5.4,-3.5,-9,24100,6,2,-3.5,-4.9,
240107,2024-01-02 09:00:00 EST,100.24,101.69,22,14,82,-5.1,-2.5,-7,24100,7,54,-2.5,-3.5,
