209327,2023-12-12 00:00:00 EST,100.53,101.98,24,9,75,-10.1,-6.3,-11,24100,1,0,-5.1,-6.7,2.18E-15
209387,2023-12-12 01:00:00 EST,100.57,102.02,20,9,79,-9.6,-6.6,-11,24100,0,0,-6.3,-6.9,3.71E-02
209447,2023-12-12 02:00:00 EST,100.6,102.05,19,9,81,-9.9,-7.2,-12,24100,1,0,-6.4,-7.2,
209507,2023-12-12 03:00:00 EST,100.64,102.09,21,6,80,-9.5,-6.7,-10,24100,7,0,-6.6,-7.5,
209567,2023-12-12 04:00:00 EST,100.59,102.04,14,7,79,-8.8,-5.7,-9,24100,8,0,-5.5,-7.1,
209627,2023-12-12 05:00:00 EST,100.52,101.97,15,9,78,-7.9,-4.6,-8,24100,8,0,-4.6,-5.7,
209687,2023-12-12 06:00:00 EST,100.54,101.99,20,16,80,-5.8,-2.7,-8,24100,8,0,-2.7,-4.6,
209747,2023-12-12 07:00:00 EST,100.56,102.01,21,18,79,-5.2,-2,-7,24100,8,0,-2,-2.7,
209807,2023-12-12 08:00:00 EST,100.51,101.96,18,13,73,-5.7,-1.4,-6,24100,8,5,-0.9,-2,
209867,2023-12-12 09:00:00 EST,100.5,101.94,19,15,73,-4.8,-0.6,-5,24100,4,198,-0.6,-1.9,
209927,2023-12-12 10:00:00 EST,100.43,101.87,19,21,74,-4.1,0,-5,24100,7,525,0,-1.2,
209987,2023-12-12 11:00:00 EST,100.3,101.74,21,29,71,-2.7,2.1,ERROR,24100,8,709,2.1,0,
