196727,2023-12-03 06:00:00 EST,100.25,101.68,4,16,93,-1.6,-0.6,-5,24100,8,0,-0.5,-0.6,9.65E-16
196787,2023-12-03 07:00:00 EST,100.16,101.59,4,22,91,-2.1,-0.9,-7,24100,8,0,-0.6,-0.9,5.49E-02
196847,2023-12-03 08:00:00 EST,100.06,101.49,5,26,90,-2.5,-1.1,-7,24100,8,5,-0.8,-1.1,
196907,2023-12-03 09:00:00 EST,100.06,101.49,6,29,90,-2.5,-1.1,-8,24100,8,50,-1,-1.1,
196967,2023-12-03 10:00:00 EST,99.97,101.4,5,31,93,-2.2,-1.2,-8,24100,8,82,-1.1,-1.2,
197027,2023-12-03 11:00:00 EST,99.89,101.32,5,21,94,-1.9,-1.1,-7,12900,8,91,-1.1,-1.2,
197087,2023-12-03 12:00:00 EST,99.73,101.15,6,26,96,-1.4,-0.8,-7,16100,8,137,-0.8,-1.1,
197147,2023-12-03 13:00:00 EST,99.61,101.03,6,24,97,-1.1,-0.6,-7,9700,8,199,-0.6,-0.8,
197207,2023-12-03 14:00:00 EST,99.48,100.9,6,22,97,-0.9,-0.5,-6,9700,8,132,-0.5,-0.6,
197267,2023-12-03 15:00:00 EST,99.38,100.8,6,23,97,-0.8,-0.4,-6,9700,8,85,-0.4,-0.6,
197327,2023-12-03 16:00:00 EST,99.28,100.7,5,26,98,-0.7,-0.3,-6,6400,8,31,-0.3,-0.4,
197387,2023-12-03 17:00:00 EST,99.16,100.58,6,28,98,-0.6,-0.3,-7,6400,8,0,-0.3,-0.4,
