,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
79007,2023-09-12 13:00:00 EDT,100.1,101.48,13,16,80,15.9,19.3,ERROR,24100,8,626,19.3,18.4,7.27E-15,1.79E-02,6.81E-16
79067,2023-09-12 14:00:00 EDT,100.05,101.43,12,14,82,15.9,19.1,ERROR,24100,8,1045,19.4,19,3.98E-15,3.09E-02,8.63E-02
79127,2023-09-12 15:00:00 EDT,100.02,101.4,15,12,81,16.1,19.3,ERROR,24100,8,946,19.8,19,1.07E-15,6.21E-02,
79187,2023-09-12 16:00:00 EDT,99.96,101.34,12,9,83,16.4,19.2,ERROR,24100,8,564,19.8,19.1,4.70E-16,9.71E-02,
79247,2023-09-12 17:00:00 EDT,99.93,101.31,10,12,86,16.7,19,ERROR,24100,8,281,19.3,19,3.31E-16,1.22E-01,
79307,2023-09-12 18:00:00 EDT,99.91,101.29,9,11,85,16.7,19.2,ERROR,24100,8,159,19.3,19,4.50E-16,9.87E-02,
79367,2023-09-12 19:00:00 EDT,99.86,101.24,11,10,95,17.7,18.4,ERROR,8100,8,41,19.2,18.4,1.11E-15,5.46E-02,
79427,2023-09-12 20:00:00 EDT,99.87,101.25,11,11,97,17.9,18.4,ERROR,16100,8,0,18.4,18,2.68E-15,3.33E-02,
79487,2023-09-12 21:00:00 EDT,99.88,101.26,15,14,96,18,18.6,ERROR,24100,8,0,18.7,18,5.18E-15,2.22E-02,
79547,2023-09-12 22:00:00 EDT,99.85,101.22,17,12,90,17.4,19.1,ERROR,24100,8,0,19.1,18.4,3.99E-15,2.64E-02,
79607,2023-09-12 23:00:00 EDT,99.86,101.23,18,17,88,17.3,19.2,ERROR,24100,8,0,19.2,18.9,1.97E-15,3.90E-02,
79667,2023-09-13 00:00:00 EDT,99.86,101.23,19,10,92,17.5,18.8,ERROR,24100,8,0,19.3,18.8,1.19E-15,5.39E-02,
