181487,2023-11-22 16:00:00 EST,99.29,100.7,33,5,99,1.5,1.6,ERROR,1600,ERROR,106,1.7,1.4,7.74E-16
181547,2023-11-22 17:00:00 EST,99.29,100.7,31,7,99,1.4,1.5,ERROR,12900,8,9,1.7,1.4,6.92E-02
181607,2023-11-22 18:00:00 EST,99.32,100.73,28,8,99,1.4,1.6,ERROR,600,ERROR,0,1.7,1.4,
181667,2023-11-22 19:00:00 EST,99.36,100.77,29,13,99,1.6,1.8,ERROR,600,ERROR,0,1.9,1.5,
181727,2023-11-22 20:00:00 EST,99.4,100.82,29,20,99,1.6,1.7,ERROR,600,ERROR,0,1.9,1.6,
181787,2023-11-22 21:00:00 EST,99.42,100.84,29,20,99,1.4,1.5,ERROR,16100,8,0,1.9,1.5,
181847,2023-11-22 22:00:00 EST,99.41,100.83,29,18,99,1.2,1.4,ERROR,24100,8,0,1.5,1.3,
181907,2023-11-22 23:00:00 EST,99.41,100.83,27,13,97,0.7,1.1,ERROR,24100,8,0,1.5,1,
181967,2023-11-23 00:00:00 EST,99.51,100.93,30,18,86,-1.1,1,ERROR,24100,8,0,1.5,1,
182027,2023-11-23 01:00:00 EST,99.48,100.9,27,12,94,-0.5,0.4,ERROR,24100,8,0,1.2,0.4,
182087,2023-11-23 02:00:00 EST,99.54,100.96,26,14,92,-0.9,0.3,ERROR,24100,8,0,0.8,0.2,
182147,2023-11-23 03:00:00 EST,99.54,100.96,26,10,95,-1.3,-0.6,-4,24100,7,0,0.2,-0.6,
