166847,2023-11-12 12:00:00 EST,102.03,103.49,32,10,56,-7.5,0.3,ERROR,24100,5,1469,1.4,-0.4,3.54E-15
166907,2023-11-12 13:00:00 EST,101.98,103.44,36,3,54,-7,1.3,ERROR,24100,3,1898,1.8,-0.1,3.18E-02
166967,2023-11-12 14:00:00 EST,101.95,103.41,33,7,51,-7.2,1.8,ERROR,24100,2,1445,2,1.3,
167027,2023-11-12 15:00:00 EST,101.91,103.37,32,4,51,-7.5,1.6,ERROR,24100,1,1039,2.2,1.3,
167087,2023-11-12 16:00:00 EST,101.86,103.32,30,4,52,-7.7,1,ERROR,24100,1,505,1.8,1,
167147,2023-11-12 17:00:00 EST,101.84,103.3,36,3,56,-8,-0.2,-1,24100,0,30,1.1,-0.2,
167207,2023-11-12 18:00:00 EST,101.84,103.31,15,3,68,-8,-3,-4,24100,0,0,0,-3,
167267,2023-11-12 19:00:00 EST,101.82,103.29,17,4,70,-7.8,-3,-5,24100,0,0,-1.4,-4.3,
167327,2023-11-12 20:00:00 EST,101.78,103.24,24,3,70,-7.7,-3,-4,24100,0,0,-2.4,-3.8,
167387,2023-11-12 21:00:00 EST,101.76,103.22,22,5,70,-7.3,-2.6,-5,24100,0,0,-2.6,-4.5,
167447,2023-11-12 22:00:00 EST,101.76,103.23,17,6,76,-9.4,-5.8,-9,24100,0,0,-2.3,-6.7,
167507,2023-11-12 23:00:00 EST,101.7,103.16,17,3,74,-8.2,-4.2,-5,24100,0,0,-4,-6,
