216527,2023-12-17 00:00:00 EST,101.37,102.82,7,16,75,-5.2,-1.4,-6,24100,7,0,-1.3,-1.6,1.51E-15
216587,2023-12-17 01:00:00 EST,101.23,102.67,8,19,77,-4.9,-1.4,-7,24100,8,0,-1.3,-1.4,4.88E-02
216647,2023-12-17 02:00:00 EST,101.14,102.58,8,18,77,-4.8,-1.3,-7,24100,8,0,-1.3,-1.4,
216707,2023-12-17 03:00:00 EST,101.12,102.56,7,15,79,-4.6,-1.5,-6,24100,8,0,-1.3,-1.6,
216767,2023-12-17 04:00:00 EST,101.02,102.46,7,18,79,-4.5,-1.4,-7,24100,8,0,-0.8,-1.6,
216827,2023-12-17 05:00:00 EST,100.93,102.37,6,14,80,-4.6,-1.6,-6,24100,8,0,-1.4,-1.7,
216887,2023-12-17 06:00:00 EST,100.9,102.34,6,14,81,-4.3,-1.5,-6,24100,8,0,-1.4,-1.6,
216947,2023-12-17 07:00:00 EST,100.86,102.3,7,11,81,-4,-1.2,-5,24100,8,0,-1.1,-1.5,
217007,2023-12-17 08:00:00 EST,100.84,102.28,7,13,81,-3.9,-1.1,-5,24100,8,2,-1,-1.2,
217067,2023-12-17 09:00:00 EST,100.84,102.28,9,11,81,-3.3,-0.4,-4,24100,8,56,-0.4,-1.1,
217127,2023-12-17 10:00:00 EST,100.83,102.27,10,16,80,-2.1,1,ERROR,24100,8,141,1,-0.4,
217187,2023-12-17 11:00:00 EST,100.73,102.17,10,16,79,-1,2.3,ERROR,24100,8,227,2.3,1,
