184127,2023-11-24 12:00:00 EST,100.94,102.39,27,18,47,-15.1,-5.5,-12,24100,1,1611,-5.5,-5.5,2.99E-15
184187,2023-11-24 13:00:00 EST,100.9,102.35,27,22,44,-15.8,-5.4,-12,24100,2,1561,-5.1,-5.7,3.15E-02
184247,2023-11-24 14:00:00 EST,100.86,102.31,25,24,40,-16.1,-4.5,-12,24100,2,1326,-4.5,-5.3,
184307,2023-11-24 15:00:00 EST,100.85,102.31,27,20,39,-16,-4.1,-10,24100,1,916,-4.1,-4.7,
184367,2023-11-24 16:00:00 EST,100.86,102.32,27,18,40,-16.1,-4.5,-11,24100,1,383,-4,-4.6,
184427,2023-11-24 17:00:00 EST,100.91,102.37,27,12,43,-16.6,-6,-11,24100,1,11,-4.5,-6,
184487,2023-11-24 18:00:00 EST,100.99,102.46,26,14,46,-16.2,-6.2,-12,24100,1,0,-5.4,-6.3,
184547,2023-11-24 19:00:00 EST,101.04,102.51,25,10,51,-15.4,-7,-12,24100,0,0,-6.3,-7.5,
184607,2023-11-24 20:00:00 EST,101.11,102.58,28,14,52,-15,-6.7,-12,24100,0,0,-6.5,-8.9,
184667,2023-11-24 21:00:00 EST,101.18,102.65,30,19,49,-15.5,-6.3,-13,24100,0,0,-6.1,-7.6,
184727,2023-11-24 22:00:00 EST,101.21,102.68,30,17,51,-15.7,-7.1,-14,24100,0,0,-6.3,-7.1,
184787,2023-11-24 23:00:00 EST,101.25,102.72,22,6,56,-15.4,-8,-11,24100,0,0,-7,-9.3,
