181367,2023-11-22 14:00:00 EST,99.29,100.7,35,8,99,1.4,1.5,ERROR,6400,8,297,1.6,1.3,2.65E-16
181427,2023-11-22 15:00:00 EST,99.29,100.7,33,8,99,1.4,1.5,ERROR,1600,ERROR,177,1.6,1.4,1.37E-01
181487,2023-11-22 16:00:00 EST,99.29,100.7,33,5,99,1.5,1.6,ERROR,1600,ERROR,106,1.7,1.4,
181547,2023-11-22 17:00:00 EST,99.29,100.7,31,7,99,1.4,1.5,ERROR,12900,8,9,1.7,1.4,
181607,2023-11-22 18:00:00 EST,99.32,100.73,28,8,99,1.4,1.6,ERROR,600,ERROR,0,1.7,1.4,
181667,2023-11-22 19:00:00 EST,99.36,100.77,29,13,99,1.6,1.8,ERROR,600,ERROR,0,1.9,1.5,
181727,2023-11-22 20:00:00 EST,99.4,100.82,29,20,99,1.6,1.7,ERROR,600,ERROR,0,1.9,1.6,
181787,2023-11-22 21:00:00 EST,99.42,100.84,29,20,99,1.4,1.5,ERROR,16100,8,0,1.9,1.5,
181847,2023-11-22 22:00:00 EST,99.41,100.83,29,18,99,1.2,1.4,ERROR,24100,8,0,1.5,1.3,
181907,2023-11-22 23:00:00 EST,99.41,100.83,27,13,97,0.7,1.1,ERROR,24100,8,0,1.5,1,
181967,2023-11-23 00:00:00 EST,99.51,100.93,30,18,86,-1.1,1,ERROR,24100,8,0,1.5,1,
182027,2023-11-23 01:00:00 EST,99.48,100.9,27,12,94,-0.5,0.4,ERROR,24100,8,0,1.2,0.4,
