143087,2023-10-27 01:00:00 EDT,100.25,101.64,18,11,100,14.5,14.5,ERROR,4800,6,0,15.1,14.4,9.94E-16
143147,2023-10-27 02:00:00 EDT,100.21,101.6,18,13,100,14.9,14.9,ERROR,12900,7,0,14.9,14.4,5.90E-02
143207,2023-10-27 03:00:00 EDT,100.19,101.57,18,13,97,14.8,15.3,ERROR,24100,8,0,15.3,14.8,
143267,2023-10-27 04:00:00 EDT,100.11,101.49,18,16,92,14.5,15.7,ERROR,24100,8,0,15.7,15.3,
143327,2023-10-27 05:00:00 EDT,100.08,101.46,20,12,92,14.5,15.8,ERROR,24100,8,0,15.8,15.6,
143387,2023-10-27 06:00:00 EDT,100.08,101.46,20,11,95,14.5,15.4,ERROR,24100,8,0,15.8,15.4,
143447,2023-10-27 07:00:00 EDT,100.05,101.43,18,10,95,14.3,15.1,ERROR,24100,8,0,15.4,14.9,
143507,2023-10-27 08:00:00 EDT,100.04,101.42,20,14,95,14.2,15,ERROR,24100,8,1,15,15,
143567,2023-10-27 09:00:00 EDT,100.08,101.46,21,15,98,14.8,15.2,ERROR,24100,8,75,15.2,14.9,
143627,2023-10-27 10:00:00 EDT,100.06,101.44,21,16,96,15.3,16,ERROR,24100,7,498,16,15.2,
143687,2023-10-27 11:00:00 EDT,100.02,101.4,21,16,89,15.3,17.1,ERROR,24100,7,952,17.1,16,
143747,2023-10-27 12:00:00 EDT,99.99,101.37,20,16,93,16.4,17.5,ERROR,24100,7,641,17.5,16.9,
