253247,2024-01-11 12:00:00 EST,99.39,100.83,31,13,68,-10.7,-5.7,-11,24100,8,407,-5.7,-6.1,9.51E-16
253307,2024-01-11 13:00:00 EST,99.38,100.82,29,10,69,-10.4,-5.6,-10,16100,7,304,-5.5,-5.8,6.33E-02
253367,2024-01-11 14:00:00 EST,99.43,100.87,32,8,85,-8.5,-6.4,-10,3200,5,280,-5.5,-6.4,
253427,2024-01-11 15:00:00 EST,99.51,100.95,29,10,86,-8.3,-6.3,-11,4000,6,271,-6.2,-6.4,
253487,2024-01-11 16:00:00 EST,99.57,101.01,29,7,86,-8.3,-6.3,-10,8100,8,180,-6.2,-6.4,
253547,2024-01-11 17:00:00 EST,99.64,101.08,22,5,90,-7.8,-6.4,-9,12900,8,31,-6.2,-6.4,
253607,2024-01-11 18:00:00 EST,99.7,101.15,26,7,90,-7.7,-6.4,-10,12900,8,0,-6.4,-6.5,
253667,2024-01-11 19:00:00 EST,99.77,101.22,24,6,91,-8,-6.7,-10,16100,8,0,-6.3,-6.8,
253727,2024-01-11 20:00:00 EST,99.85,101.3,30,9,90,-7.8,-6.4,-11,24100,8,0,-6.3,-6.8,
253787,2024-01-11 21:00:00 EST,99.92,101.37,31,8,90,-7.7,-6.4,-10,16100,8,0,-6.3,-6.4,
253847,2024-01-11 22:00:00 EST,99.96,101.41,33,7,90,-7.7,-6.3,-10,16100,8,0,-6.3,-6.5,
253907,2024-01-11 23:00:00 EST,100.1,101.55,30,8,87,-8.1,-6.3,-10,16100,8,0,-6.3,-6.5,
