250007,2024-01-09 06:00:00 EST,101.18,102.64,8,21,75,-8.7,-4.9,-12,24100,8,0,-4.7,-4.9,9.29E-16
250067,2024-01-09 07:00:00 EST,101.15,102.61,7,22,77,-8.6,-5.1,-12,24100,8,0,-4.9,-5.1,5.54E-02
250127,2024-01-09 08:00:00 EST,101.11,102.57,8,23,75,-8.8,-5.1,-12,24100,8,0,-5,-5.1,
250187,2024-01-09 09:00:00 EST,101.01,102.47,7,21,78,-8.3,-5,-12,24100,8,59,-5,-5.1,
250247,2024-01-09 10:00:00 EST,100.86,102.31,7,34,79,-8.2,-5,-13,24100,8,192,-5,-5,
250307,2024-01-09 11:00:00 EST,100.7,102.15,8,32,78,-8.7,-5.4,-14,24100,8,267,-5.1,-5.4,
250367,2024-01-09 12:00:00 EST,100.48,101.93,8,36,78,-9,-5.7,-15,24100,8,319,-5.4,-5.7,
250427,2024-01-09 13:00:00 EST,100.28,101.73,7,30,80,-9,-6.1,-14,6400,8,235,-5.7,-6.1,
250487,2024-01-09 14:00:00 EST,100.02,101.46,7,25,90,-7.8,-6.4,-14,800,1,179,-6.1,-6.4,
250547,2024-01-09 15:00:00 EST,99.81,101.25,7,32,90,-7.9,-6.5,-15,1200,3,120,-6.3,-6.5,
250607,2024-01-09 16:00:00 EST,99.52,100.96,7,37,89,-7.9,-6.4,-16,1600,4,60,-6.4,-6.5,
250667,2024-01-09 17:00:00 EST,99.31,100.75,7,35,90,-7.7,-6.3,-15,2400,6,4,-6.3,-6.5,
