67487,2023-09-04 13:00:00 EDT,99.73,101.09,22,6,65,20.5,27.7,ERROR,24100,3,2737,28,26.2,3.74E-15
67547,2023-09-04 14:00:00 EDT,99.73,101.09,23,11,58,20.3,29.2,ERROR,24100,4,2746,29.2,27.4,2.79E-02
67607,2023-09-04 15:00:00 EDT,99.7,101.06,26,12,56,20,29.4,ERROR,24100,5,2558,30.1,28.6,
67667,2023-09-04 16:00:00 EDT,99.73,101.09,26,7,57,20.5,29.8,ERROR,24100,3,0,30.3,29.2,
67727,2023-09-04 17:00:00 EDT,99.73,101.09,24,7,58,20.6,29.7,ERROR,24100,2,1640,30,29.4,
67787,2023-09-04 18:00:00 EDT,99.74,101.04,25,7,60,20.8,29.3,ERROR,24100,ERROR,0,ERROR,ERROR,
67847,2023-09-04 19:00:00 EDT,99.77,101.12,24,8,71,21.2,26.9,ERROR,24100,ERROR,424,29.5,28,
67907,2023-09-04 20:00:00 EDT,99.82,101.17,25,4,79,20.7,24.4,ERROR,24100,ERROR,32,28,24.7,
67967,2023-09-04 21:00:00 EDT,99.88,101.24,15,5,88,21,23,ERROR,24100,0,0,24.6,22.2,
68027,2023-09-04 22:00:00 EDT,99.9,101.26,17,9,91,21.3,22.9,ERROR,24100,0,0,23.4,21.9,
68087,2023-09-04 23:00:00 EDT,99.93,101.29,18,10,96,22.2,22.9,ERROR,24100,0,0,23.8,22.9,
68147,2023-09-05 00:00:00 EDT,99.94,101.3,18,7,99,21.8,21.9,ERROR,24100,0,0,22.8,21.9,
