212687,2023-12-14 08:00:00 EST,102.09,103.57,19,6,79,-12.1,-9,-12,24100,7,21,-8.8,-10.1,4.17E-15
212747,2023-12-14 09:00:00 EST,102.03,103.51,18,7,79,-10.5,-7.5,-11,24100,7,199,-7.5,-9,2.48E-02
212807,2023-12-14 10:00:00 EST,102,103.48,19,8,69,-9.7,-4.9,-8,24100,7,411,-4.9,-7.4,
212867,2023-12-14 11:00:00 EST,101.88,103.35,20,13,62,-9.1,-2.7,-7,24100,7,593,-2.7,-4.8,
212927,2023-12-14 12:00:00 EST,101.7,103.17,19,13,63,-8.1,-1.9,-6,24100,8,420,-1.9,-2.8,
212987,2023-12-14 13:00:00 EST,101.55,103.02,20,19,66,-6.2,-0.6,-6,24100,7,579,-0.6,-1.9,
213047,2023-12-14 14:00:00 EST,101.41,102.87,19,22,63,-5.4,1,ERROR,24100,5,1154,1,-0.5,
213107,2023-12-14 15:00:00 EST,101.32,102.78,19,18,65,-4.6,1.2,ERROR,24100,5,673,1.4,1,
213167,2023-12-14 16:00:00 EST,101.2,102.66,19,16,67,-4.5,1,ERROR,24100,4,265,1.6,1,
213227,2023-12-14 17:00:00 EST,101.12,102.58,19,21,70,-4.1,0.8,ERROR,24100,4,9,1,0.7,
213287,2023-12-14 18:00:00 EST,101.1,102.56,21,17,72,-3.8,0.6,ERROR,24100,4,0,0.9,0.4,
213347,2023-12-14 19:00:00 EST,101.03,102.49,21,16,77,-3.2,0.4,ERROR,24100,4,0,0.7,0.2,
