246767,2024-01-07 00:00:00 EST,99.83,101.29,6,22,85,-12.6,-10.5,-19,2400,5,0,-10.5,-10.8,1.99E-16
246827,2024-01-07 01:00:00 EST,99.74,101.2,6,21,84,-12.3,-10.2,-18,2400,5,0,-10.2,-10.6,1.54E-01
246887,2024-01-07 02:00:00 EST,99.66,101.11,6,17,85,-11.9,-9.8,-17,6400,8,0,-9.8,-10.2,
246947,2024-01-07 03:00:00 EST,99.57,101.02,6,18,85,-11.4,-9.3,-17,9700,8,0,-9.3,-9.8,
247007,2024-01-07 04:00:00 EST,99.51,100.96,6,14,85,-11,-9,-15,6400,8,0,-9,-9.3,
247067,2024-01-07 05:00:00 EST,99.45,100.9,6,15,86,-10.7,-8.8,-15,4800,8,0,-8.8,-9.2,
247127,2024-01-07 06:00:00 EST,99.42,100.87,6,15,86,-10.4,-8.5,-15,9700,8,0,-8.5,-8.9,
247187,2024-01-07 07:00:00 EST,99.39,100.84,5,16,89,-9.8,-8.4,-15,4800,8,0,-8.4,-8.5,
247247,2024-01-07 08:00:00 EST,99.39,100.84,5,15,88,-9.9,-8.3,-15,1200,ERROR,3,-8.3,-8.4,
247307,2024-01-07 09:00:00 EST,99.37,100.82,5,17,87,-9.7,-7.9,-15,1200,ERROR,129,-7.9,-8.3,
247367,2024-01-07 10:00:00 EST,99.38,100.83,5,15,86,-9.6,-7.6,-14,1600,5,286,-7.6,-8.1,
247427,2024-01-07 11:00:00 EST,99.34,100.79,6,13,85,-9.3,-7.2,-13,1600,5,517,-7.2,-7.8,
