192527,2023-11-30 08:00:00 EST,99.74,101.16,20,22,79,-2.2,1.1,ERROR,24100,7,28,1.2,0.9,1.80E-15
192587,2023-11-30 09:00:00 EST,99.73,101.15,20,25,77,-1.6,2,ERROR,24100,6,484,2,1,4.17E-02
192647,2023-11-30 10:00:00 EST,99.76,101.18,21,27,71,-1.7,3.2,ERROR,24100,4,850,3.2,2,
192707,2023-11-30 11:00:00 EST,99.68,101.1,22,31,71,-1.4,3.4,ERROR,24100,8,949,3.8,3.1,
192767,2023-11-30 12:00:00 EST,99.62,101.04,21,21,69,-0.7,4.4,ERROR,24100,7,406,4.4,3.4,
192827,2023-11-30 13:00:00 EST,99.56,100.98,20,33,60,-1.2,5.8,ERROR,24100,6,576,6.2,4.5,
192887,2023-11-30 14:00:00 EST,99.51,100.92,20,22,64,-0.9,5.4,ERROR,24100,5,759,6,5.4,
192947,2023-11-30 15:00:00 EST,99.49,100.9,20,21,65,-0.6,5.3,ERROR,24100,4,251,5.4,5.2,
193007,2023-11-30 16:00:00 EST,99.49,100.9,19,17,69,-0.7,4.5,ERROR,24100,7,152,5.5,4.5,
193067,2023-11-30 17:00:00 EST,99.43,100.84,18,20,68,-0.9,4.5,ERROR,24100,6,5,4.6,4.2,
193127,2023-11-30 18:00:00 EST,99.41,100.82,18,17,66,-1.6,4.3,ERROR,24100,6,0,4.8,4.2,
193187,2023-11-30 19:00:00 EST,99.4,100.81,18,13,64,-2.3,3.9,ERROR,24100,7,0,4.3,3.6,
