142007,2023-10-26 07:00:00 EDT,100.65,102.04,20,10,94,14.1,15,ERROR,24100,8,0,15.1,14.9,1.93E-15
142067,2023-10-26 08:00:00 EDT,100.68,102.07,22,10,93,14.2,15.2,ERROR,24100,8,0,15.3,15,3.99E-02
142127,2023-10-26 09:00:00 EDT,100.74,102.13,19,12,91,13.8,15.2,ERROR,24100,8,81,15.3,15.2,
142187,2023-10-26 10:00:00 EDT,100.73,102.12,20,13,91,13.9,15.4,ERROR,24100,8,234,15.4,15.1,
142247,2023-10-26 11:00:00 EDT,100.7,102.09,22,11,87,14.1,16.2,ERROR,24100,8,571,16.5,15.4,
142307,2023-10-26 12:00:00 EDT,100.72,102.11,22,9,87,14.2,16.2,ERROR,24100,8,419,16.2,16,
142367,2023-10-26 13:00:00 EDT,100.66,102.05,19,10,85,14,16.5,ERROR,24100,8,453,16.6,16.3,
142427,2023-10-26 14:00:00 EDT,100.62,102.01,18,9,85,13.9,16.4,ERROR,24100,8,342,16.8,16.4,
142487,2023-10-26 15:00:00 EDT,100.56,101.95,19,14,86,14.1,16.5,ERROR,24100,8,286,16.8,16.4,
142547,2023-10-26 16:00:00 EDT,100.49,101.88,14,11,89,14.5,16.4,ERROR,24100,8,265,16.8,16.4,
142607,2023-10-26 17:00:00 EDT,100.51,101.9,17,10,92,14.8,16,ERROR,24100,8,143,16.4,16,
142667,2023-10-26 18:00:00 EDT,100.47,101.86,16,13,99,15,15.2,ERROR,16100,8,17,16,15.2,
