257207,2024-01-14 06:00:00 EST,98.5,99.91,21,20,66,-10.1,-4.7,-11,24100,7,0,-4.3,-4.7,4.36E-16
257267,2024-01-14 07:00:00 EST,98.49,99.9,21,19,73,-9.5,-5.3,-12,24100,4,0,-4.6,-5.4,1.13E-01
257327,2024-01-14 08:00:00 EST,98.51,99.92,21,20,64,-11.2,-5.4,-12,24100,3,9,-5.2,-5.4,
257387,2024-01-14 09:00:00 EST,98.53,99.95,23,17,60,-12.2,-5.5,-12,24100,3,190,-5.3,-5.9,
257447,2024-01-14 10:00:00 EST,98.54,99.96,22,30,57,-11.5,-4.3,-12,24100,6,471,-4.3,-5.8,
257507,2024-01-14 11:00:00 EST,98.58,100,23,31,56,-10.8,-3.2,-11,24100,6,850,-3.1,-4.4,
257567,2024-01-14 12:00:00 EST,98.6,100.02,23,25,59,-10.1,-3.2,-10,24100,7,1438,-3,-3.6,
257627,2024-01-14 13:00:00 EST,98.67,100.09,29,15,73,-9.1,-4.9,-10,3200,ERROR,491,-3.2,-4.9,
257687,2024-01-14 14:00:00 EST,98.78,100.21,25,19,84,-7.7,-5.4,-12,24100,8,535,-3.5,-5.6,
257747,2024-01-14 15:00:00 EST,98.92,100.35,24,36,62,-10.5,-4.2,-13,24100,8,486,-4.1,-5.4,
257807,2024-01-14 16:00:00 EST,99.09,100.52,24,34,65,-10.7,-5,-13,16100,8,223,-4.1,-5.1,
257867,2024-01-14 17:00:00 EST,99.21,100.64,24,36,61,-11.9,-5.4,-14,16100,8,42,-4.9,-5.5,
