235127,2023-12-29 22:00:00 EST,99.03,100.44,31,17,93,-0.5,0.5,ERROR,24100,6,0,0.8,0.4,8.62E-16
235187,2023-12-29 23:00:00 EST,99.04,100.45,31,15,92,-0.8,0.3,ERROR,24100,5,0,0.5,0.2,6.45E-02
235247,2023-12-30 00:00:00 EST,99.03,100.44,31,14,95,-1.6,-0.9,-5,24100,5,0,0.3,-1.3,
235307,2023-12-30 01:00:00 EST,99.04,100.45,32,16,91,-1.6,-0.3,-5,24100,5,0,-0.3,-0.9,
235367,2023-12-30 02:00:00 EST,99.03,100.44,31,16,86,-2.3,-0.2,-5,24100,5,0,-0.1,-0.5,
235427,2023-12-30 03:00:00 EST,99.05,100.46,32,19,89,-2.1,-0.5,-6,24100,7,0,-0.1,-0.5,
235487,2023-12-30 04:00:00 EST,99.06,100.47,31,18,89,-2.3,-0.8,-6,24100,7,0,-0.4,-0.8,
235547,2023-12-30 05:00:00 EST,99.06,100.47,32,15,89,-2.5,-0.9,-6,24100,7,0,-0.8,-1,
235607,2023-12-30 06:00:00 EST,99.1,100.51,32,23,80,-4.2,-1.2,-7,24100,8,0,-0.8,-1.2,
235667,2023-12-30 07:00:00 EST,99.12,100.53,33,25,80,-4.8,-1.8,-8,24100,8,0,-1.1,-1.8,
235727,2023-12-30 08:00:00 EST,99.14,100.56,32,19,84,-4.5,-2.1,-8,24100,7,0,-1.8,-2.1,
235787,2023-12-30 09:00:00 EST,99.19,100.61,30,20,88,-4.3,-2.6,-9,24100,8,39,-2.2,-2.6,
