,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
202667,2023-12-07 09:00:00 EST,100.11,101.58,6,10,87,-13.1,-11.4,-17,16100,8,100,-11.4,-11.7,1.51E-15,5.09E-02,2023-12-08 02:00:00 EST
202727,2023-12-07 10:00:00 EST,100.14,101.61,7,5,87,-12.3,-10.6,-14,3200,7,277,-10.6,-11.6,1.84E-15,3.51E-02,5.19E-16
202787,2023-12-07 11:00:00 EST,100.06,101.53,9,16,86,-12.1,-10.3,-17,3200,7,472,-10.2,-10.6,1.29E-15,5.31E-02,9.06E-02
202847,2023-12-07 12:00:00 EST,99.96,101.43,6,17,86,-11.9,-9.9,-17,3200,7,562,-9.9,-10.3,1.67E-15,4.32E-02,
202907,2023-12-07 13:00:00 EST,99.93,101.4,8,10,85,-11.4,-9.3,-14,3200,7,402,-9.3,-9.9,1.04E-15,6.73E-02,
202967,2023-12-07 14:00:00 EST,99.87,101.33,6,13,87,-10.7,-8.9,-15,3200,7,444,-8.8,-9.3,3.94E-16,1.07E-01,
203027,2023-12-07 15:00:00 EST,99.94,101.4,6,9,88,-10.4,-8.8,-13,2400,5,165,-8.8,-8.9,1.13E-15,5.65E-02,
203087,2023-12-07 16:00:00 EST,99.97,101.43,5,12,87,-10.5,-8.8,-14,4800,8,91,-8.7,-8.9,1.24E-15,5.21E-02,
203147,2023-12-07 17:00:00 EST,100.05,101.51,4,12,89,-10.1,-8.6,-14,9700,8,4,-8.5,-8.9,6.16E-16,8.91E-02,
203207,2023-12-07 18:00:00 EST,100.07,101.53,4,17,89,-10.2,-8.6,-15,16100,8,0,-8.6,-8.7,5.14E-16,9.31E-02,
203267,2023-12-07 19:00:00 EST,100.14,101.6,5,9,88,-10.1,-8.5,-13,16100,8,0,-8.5,-8.6,6.10E-16,8.85E-02,
203327,2023-12-07 20:00:00 EST,100.18,101.64,4,14,89,-9.9,-8.4,-15,9700,8,0,-8.4,-8.6,5.60E-16,8.76E-02,
