,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
225767,2023-12-23 10:00:00 EST,101.56,103.04,4,15,80,-9.8,-6.9,-13,24100,8,241,-6.9,-7.8,4.25E-15,2.50E-02,2023-12-24 03:00:00 EST
225827,2023-12-23 11:00:00 EST,101.52,103,7,13,77,-9.1,-5.7,-11,24100,8,460,-5.7,-6.9,4.50E-15,2.39E-02,1.96E-16
225887,2023-12-23 12:00:00 EST,101.45,102.92,8,9,74,-8.9,-4.9,-9,24100,8,614,-4.9,-5.9,4.74E-15,2.31E-02,1.62E-01
225947,2023-12-23 13:00:00 EST,101.42,102.89,6,8,71,-8.4,-4,-7,24100,8,576,-4,-4.9,3.81E-15,2.64E-02,
226007,2023-12-23 14:00:00 EST,101.38,102.85,7,10,71,-8,-3.5,-7,24100,8,452,-3.5,-4.1,2.05E-15,3.94E-02,
226067,2023-12-23 15:00:00 EST,101.39,102.86,7,9,73,-7.6,-3.4,-7,24100,8,332,-3.4,-3.6,8.27E-16,6.82E-02,
226127,2023-12-23 16:00:00 EST,101.4,102.87,9,8,74,-7.2,-3.3,-7,24100,8,53,-3.3,-3.4,4.24E-16,9.89E-02,
226187,2023-12-23 17:00:00 EST,101.42,102.89,9,8,75,-7,-3.3,-7,24100,8,5,-3.3,-3.4,4.44E-16,9.64E-02,
226247,2023-12-23 18:00:00 EST,101.41,102.88,10,8,76,-6.8,-3.2,-6,24100,8,0,-3.2,-3.3,5.14E-16,9.16E-02,
226307,2023-12-23 19:00:00 EST,101.42,102.89,8,10,77,-6.5,-3.1,-7,16100,8,0,-3,-3.2,4.27E-16,1.04E-01,
226367,2023-12-23 20:00:00 EST,101.44,102.91,5,13,80,-6.1,-3.2,-8,12900,8,0,-3,-3.2,2.98E-16,1.33E-01,
226427,2023-12-23 21:00:00 EST,101.46,102.93,5,9,83,-5.7,-3.2,-7,12900,8,0,-3.2,-3.2,2.08E-16,1.70E-01,
