,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
116327,2023-10-08 11:00:00 EDT,97.99,99.36,22,23,85,8.2,10.6,ERROR,24100,7,768,10.6,8.7,8.06E-16,1.06E-01,3.96E-16,1.07E-01
116387,2023-10-08 12:00:00 EDT,97.98,99.35,24,28,66,5.7,11.7,ERROR,24100,7,612,11.9,10.6,1.43E-15,6.77E-02,,
116447,2023-10-08 13:00:00 EDT,97.95,99.32,21,25,71,6.3,11.4,ERROR,24100,7,1356,12.8,11.3,3.61E-16,1.29E-01,,
116507,2023-10-08 14:00:00 EDT,97.96,99.33,21,22,66,5,11,ERROR,24100,7,656,11.9,10.2,8.78E-16,9.64E-02,,
116567,2023-10-08 15:00:00 EDT,97.94,99.31,23,25,59,4.4,12.1,ERROR,24100,7,924,12.2,11.2,2.27E-16,1.51E-01,,
116627,2023-10-08 16:00:00 EDT,97.96,99.33,22,30,68,4.7,10.4,ERROR,24100,7,545,12.2,9.8,9.24E-16,7.47E-02,,
116687,2023-10-08 17:00:00 EDT,98.01,99.38,23,16,85,6.3,8.6,ERROR,24100,8,123,11.7,8.5,7.25E-16,8.07E-02,,
116747,2023-10-08 18:00:00 EDT,98.03,99.4,22,16,73,4.7,9.2,ERROR,24100,8,69,10.4,8.5,1.58E-16,2.02E-01,,
116807,2023-10-08 19:00:00 EDT,98.06,99.44,27,30,93,5.2,6.2,ERROR,9700,8,0,9.4,6.2,1.44E-16,1.95E-01,,
116867,2023-10-08 20:00:00 EDT,98.15,99.53,23,23,91,3,4.4,ERROR,9700,8,0,8.8,4.4,8.61E-17,2.63E-01,,
116927,2023-10-08 21:00:00 EDT,98.2,99.58,22,22,91,3.3,4.6,ERROR,12900,8,0,5.8,4.4,5.83E-17,3.25E-01,,
116987,2023-10-08 22:00:00 EDT,98.27,99.65,21,18,92,3.1,4.3,ERROR,16100,8,0,4.6,4.3,5.43E-17,3.42E-01,,
