,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
189947,2023-11-28 13:00:00 EST,99.28,100.71,26,33,52,-12.7,-4.1,-12,24100,6,1053,-4.1,-5.3,5.22E-15,2.18E-02,2023-11-29 13:00:00 EST
190007,2023-11-28 14:00:00 EST,99.32,100.75,27,30,57,-12.4,-5.2,-13,24100,6,1169,-4.3,-5.3,1.94E-15,4.31E-02,2.76E-15
190067,2023-11-28 15:00:00 EST,99.39,100.83,28,30,59,-12.8,-5.9,-14,24100,6,631,-5.1,-6,3.80E-16,1.15E-01,3.92E-02
190127,2023-11-28 16:00:00 EST,99.49,100.93,28,20,58,-12.4,-5.3,-12,24100,6,290,-5.3,-6.2,2.92E-16,1.25E-01,
190187,2023-11-28 17:00:00 EST,99.58,101.02,29,31,58,-12.3,-5.3,-14,24100,7,22,-5.2,-5.4,1.37E-16,1.95E-01,
190247,2023-11-28 18:00:00 EST,99.69,101.13,27,21,62,-12.2,-6,-13,24100,3,0,-5.3,-6,1.65E-16,1.77E-01,
190307,2023-11-28 19:00:00 EST,99.72,101.16,27,22,64,-11.7,-6,-13,24100,5,0,-6,-6.3,1.50E-16,1.95E-01,
190367,2023-11-28 20:00:00 EST,99.79,101.23,28,26,62,-11.6,-5.4,-13,24100,7,0,-5.4,-6,1.28E-16,2.03E-01,
190427,2023-11-28 21:00:00 EST,99.83,101.27,27,24,62,-11.9,-5.8,-13,24100,7,0,-5.4,-5.8,1.21E-16,2.16E-01,
190487,2023-11-28 22:00:00 EST,99.88,101.32,28,26,61,-12.5,-6.1,-14,24100,4,0,-5.7,-6.1,2.91E-16,1.27E-01,
190547,2023-11-28 23:00:00 EST,99.91,101.35,28,20,64,-12.4,-6.7,-14,24100,1,0,-6.2,-6.7,3.73E-16,1.10E-01,
190607,2023-11-29 00:00:00 EST,99.96,101.41,25,16,70,-12.7,-8.1,-15,24100,0,0,-6.5,-8.2,5.32E-16,8.69E-02,
190667,2023-11-29 01:00:00 EST,99.97,101.42,23,13,73,-12.8,-8.8,-15,24100,3,0,-8.2,-9.2,1.95E-16,1.58E-01,
190727,2023-11-29 02:00:00 EST,99.99,101.44,24,13,75,-12,-8.2,-14,24100,7,0,-8.2,-9.2,4.21E-16,1.12E-01,
190787,2023-11-29 03:00:00 EST,99.97,101.42,24,17,71,-11.6,-7.2,-14,24100,7,0,-7.2,-8.4,2.20E-15,3.81E-02,
190847,2023-11-29 04:00:00 EST,99.93,101.38,23,9,70,-11.7,-7.1,-11,24100,7,0,-7.1,-7.2,1.67E-15,4.58E-02,
190907,2023-11-29 05:00:00 EST,99.95,101.4,24,10,71,-11.2,-6.8,-11,24100,7,0,-6.8,-7.2,3.31E-16,1.33E-01,
190967,2023-11-29 06:00:00 EST,99.93,101.38,21,9,73,-10.6,-6.6,-11,24100,8,0,-6.6,-6.8,1.48E-16,1.94E-01,
191027,2023-11-29 07:00:00 EST,99.96,101.41,18,6,78,-9.9,-6.7,-10,24100,7,0,-6.5,-6.7,3.06E-16,1.30E-01,
191087,2023-11-29 08:00:00 EST,99.94,101.39,20,7,76,-9.6,-6,-9,24100,7,23,-6,-6.7,7.27E-16,7.30E-02,
191147,2023-11-29 09:00:00 EST,99.93,101.37,19,10,71,-9.6,-5.2,-10,12900,8,139,-5.2,-6,1.65E-15,4.38E-02,
191207,2023-11-29 10:00:00 EST,99.91,101.35,19,14,70,-8.8,-4.2,-9,24100,8,285,-4.2,-5.7,3.25E-15,2.98E-02,
191267,2023-11-29 11:00:00 EST,99.84,101.28,18,15,69,-8.3,-3.4,-9,24100,7,595,-3.3,-4.3,4.99E-15,2.24E-02,
191327,2023-11-29 12:00:00 EST,99.73,101.17,20,22,58,-8.4,-1.3,-7,24100,8,867,-1.2,-3.3,4.80E-15,2.38E-02,
