,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
131687,2023-10-19 03:00:00 EDT,100.44,101.84,18,13,81,7.1,10.2,ERROR,24100,8,0,10.4,10,1.59E-15,4.85E-02,2023-10-20 03:00:00 EDT
131747,2023-10-19 04:00:00 EDT,100.41,101.81,18,10,84,7.6,10.2,ERROR,24100,8,0,10.4,10.1,5.62E-16,8.64E-02,2.81E-15
131807,2023-10-19 05:00:00 EDT,100.4,101.8,18,9,85,7.6,10,ERROR,24100,8,0,10.2,9.9,4.93E-16,9.11E-02,3.25E-02
131867,2023-10-19 06:00:00 EDT,100.39,101.79,17,7,88,7.6,9.4,ERROR,24100,8,0,10,9.4,5.72E-16,8.28E-02,
131927,2023-10-19 07:00:00 EDT,100.38,101.78,17,9,91,7.3,8.8,ERROR,24100,7,0,9.4,8.8,5.27E-16,8.60E-02,
131987,2023-10-19 08:00:00 EDT,100.4,101.8,16,8,88,7.2,9,ERROR,24100,7,35,9.1,8.8,9.74E-16,8.95E-02,
132047,2023-10-19 09:00:00 EDT,100.39,101.79,19,17,79,6.7,10.2,ERROR,24100,8,421,10.2,8.7,4.62E-15,2.45E-02,
132107,2023-10-19 10:00:00 EDT,100.36,101.76,19,19,72,6.8,11.7,ERROR,24100,7,890,12.2,10.2,5.59E-15,2.19E-02,
132167,2023-10-19 11:00:00 EDT,100.32,101.72,20,18,65,7.4,13.9,ERROR,24100,8,1328,14,11.7,6.50E-15,2.09E-02,
132227,2023-10-19 12:00:00 EDT,100.21,101.6,16,18,57,6.5,14.8,ERROR,24100,8,1564,14.9,13.6,8.26E-15,1.72E-02,
132287,2023-10-19 13:00:00 EDT,100.15,101.54,16,18,49,5.5,16.1,ERROR,24100,7,1554,16.1,14.2,8.63E-15,1.61E-02,
132347,2023-10-19 14:00:00 EDT,100.02,101.41,18,22,43,3.8,16.4,ERROR,24100,7,1829,17,15.2,4.13E-15,2.69E-02,
132407,2023-10-19 15:00:00 EDT,99.96,101.35,17,20,42,3.3,16,ERROR,24100,8,1355,16.7,15.8,6.97E-16,7.64E-02,
132467,2023-10-19 16:00:00 EDT,99.96,101.35,18,18,45,3.9,15.6,ERROR,24100,8,683,16,15.4,3.85E-16,1.24E-01,
132527,2023-10-19 17:00:00 EDT,99.9,101.29,20,11,53,5,14.4,ERROR,24100,7,440,15.6,14.4,6.82E-16,8.01E-02,
132587,2023-10-19 18:00:00 EDT,99.86,101.25,17,5,58,5.2,13.3,ERROR,24100,7,92,14.4,13.2,1.73E-15,4.31E-02,
132647,2023-10-19 19:00:00 EDT,99.86,101.25,13,8,68,5.8,11.6,ERROR,24100,6,0,13.4,11.6,2.63E-15,3.33E-02,
132707,2023-10-19 20:00:00 EDT,99.81,101.2,12,8,69,5.9,11.3,ERROR,24100,7,0,11.6,10.4,3.48E-15,2.77E-02,
132767,2023-10-19 21:00:00 EDT,99.73,101.12,13,9,70,5.6,10.8,ERROR,24100,7,0,11.6,10.4,2.38E-15,3.51E-02,
132827,2023-10-19 22:00:00 EDT,99.68,101.07,12,12,69,5.9,11.4,ERROR,24100,7,0,11.6,10.7,2.14E-15,3.74E-02,
132887,2023-10-19 23:00:00 EDT,99.6,100.98,13,11,70,6,11.4,ERROR,24100,6,0,11.6,11.2,2.14E-15,3.83E-02,
132947,2023-10-20 00:00:00 EDT,99.52,100.9,14,13,73,6.4,11.1,ERROR,24100,5,0,11.5,11,3.00E-15,3.12E-02,
133007,2023-10-20 01:00:00 EDT,99.48,100.86,16,8,76,6.9,10.9,ERROR,24100,3,0,11.3,10.9,2.93E-15,3.14E-02,
133067,2023-10-20 02:00:00 EDT,99.39,100.77,15,11,77,7.8,11.7,ERROR,24100,7,0,11.8,10.6,2.36E-15,3.58E-02,
